sample_id,path_landmarks,label,condition,dataset,mst,mst_origin,split
30656faf-d253-4576-9a07-025a0ea7d9f6,data\processed\landmarks\hagrid\two_up_inverted\30656faf-d253-4576-9a07-025a0ea7d9f6.npy,two_up_inverted,claro,hagrid,1,imputed,train
0079a195-197e-4866-989b-d180e97c9513,data\processed\landmarks\hagrid\mute\0079a195-197e-4866-989b-d180e97c9513.npy,mute,medio,hagrid,6,imputed,train
042c535a-45fe-4c81-be1e-71a0b4348554,data\processed\landmarks\hagrid\like\042c535a-45fe-4c81-be1e-71a0b4348554.npy,like,claro,hagrid,3,imputed,train
f66f4adb-9849-4160-97db-5cd19f1caffe,data\processed\landmarks\hagrid\two_up\f66f4adb-9849-4160-97db-5cd19f1caffe.npy,two_up,oscuro,hagrid,10,imputed,train
03a5acf2-a226-4f62-a2ff-2a6c507792d9,data\processed\landmarks\hagrid\stop\03a5acf2-a226-4f62-a2ff-2a6c507792d9.npy,stop,oscuro,hagrid,10,imputed,train
freihand_00022103,data\processed\landmarks\freihand\00022103.npy,unknown,medio,freihand,5,imputed,train
57974375-bb1c-447c-95c6-a7b23a69cbe6,data\processed\landmarks\hagrid\stop_inverted\57974375-bb1c-447c-95c6-a7b23a69cbe6.npy,stop_inverted,oscuro,hagrid,10,imputed,train
023dab0c-feb3-4f8c-95c4-10b2c6bb9646,data\processed\landmarks\hagrid\ok\023dab0c-feb3-4f8c-95c4-10b2c6bb9646.npy,ok,medio,hagrid,6,imputed,train
00ac6dfd-4e4c-40ac-9a16-1f411b4bb7f6,data\processed\landmarks\hagrid\peace\00ac6dfd-4e4c-40ac-9a16-1f411b4bb7f6.npy,peace,claro,hagrid,3,imputed,train
06bd4b76-30f6-4d0b-940f-fa5ae800e503,data\processed\landmarks\hagrid\fist\06bd4b76-30f6-4d0b-940f-fa5ae800e503.npy,fist,claro,hagrid,1,imputed,train
0454399c-529b-4c44-b7bc-e6a870c18110,data\processed\landmarks\hagrid\rock\0454399c-529b-4c44-b7bc-e6a870c18110.npy,rock,medio,hagrid,7,imputed,train
freihand_00026995,data\processed\landmarks\freihand\00026995.npy,unknown,claro,freihand,2,imputed,train
02ca9b3b-d3d2-4dfd-b38a-fd8412c006a5,data\processed\landmarks\hagrid\fist\02ca9b3b-d3d2-4dfd-b38a-fd8412c006a5.npy,fist,oscuro,hagrid,10,imputed,train
freihand_00028673,data\processed\landmarks\freihand\00028673.npy,unknown,medio,freihand,6,imputed,train
a1fb16e3-a2d6-4187-ba20-ea3d4cba802d,data\processed\landmarks\hagrid\peace_inverted\a1fb16e3-a2d6-4187-ba20-ea3d4cba802d.npy,peace_inverted,medio,hagrid,5,imputed,train
freihand_00026849,data\processed\landmarks\freihand\00026849.npy,unknown,medio,freihand,6,imputed,train
freihand_00018904,data\processed\landmarks\freihand\00018904.npy,unknown,claro,freihand,3,imputed,train
freihand_00014984,data\processed\landmarks\freihand\00014984.npy,unknown,medio,freihand,7,imputed,train
freihand_00000909,data\processed\landmarks\freihand\00000909.npy,unknown,oscuro,freihand,9,imputed,train
freihand_00019584,data\processed\landmarks\freihand\00019584.npy,unknown,oscuro,freihand,8,imputed,train
freihand_00015914,data\processed\landmarks\freihand\00015914.npy,unknown,medio,freihand,6,imputed,train
02f069af-8651-40d2-bb28-93268b6adef7,data\processed\landmarks\hagrid\rock\02f069af-8651-40d2-bb28-93268b6adef7.npy,rock,oscuro,hagrid,9,imputed,train
b2a0df3f-333a-4c4f-97cf-a61c017cf950,data\processed\landmarks\hagrid\three2\b2a0df3f-333a-4c4f-97cf-a61c017cf950.npy,three2,oscuro,hagrid,10,imputed,train
58e7fe0a-79e7-461c-a173-bd40020cac75,data\processed\landmarks\hagrid\call\58e7fe0a-79e7-461c-a173-bd40020cac75.npy,call,medio,hagrid,6,imputed,train
freihand_00021801,data\processed\landmarks\freihand\00021801.npy,unknown,oscuro,freihand,8,imputed,train
freihand_00006050,data\processed\landmarks\freihand\00006050.npy,unknown,medio,freihand,5,imputed,train
freihand_00024738,data\processed\landmarks\freihand\00024738.npy,unknown,oscuro,freihand,8,imputed,train
003bc7ad-039c-46c6-a927-354b582c07c2,data\processed\landmarks\hagrid\peace_inverted\003bc7ad-039c-46c6-a927-354b582c07c2.npy,peace_inverted,oscuro,hagrid,9,imputed,train
freihand_00017410,data\processed\landmarks\freihand\00017410.npy,unknown,claro,freihand,3,imputed,train
freihand_00003268,data\processed\landmarks\freihand\00003268.npy,unknown,claro,freihand,3,imputed,train
freihand_00012956,data\processed\landmarks\freihand\00012956.npy,unknown,medio,freihand,7,imputed,train
freihand_00001741,data\processed\landmarks\freihand\00001741.npy,unknown,claro,freihand,2,imputed,train
02e6a642-5dd4-485e-8109-7f26c4c6cef2,data\processed\landmarks\hagrid\stop\02e6a642-5dd4-485e-8109-7f26c4c6cef2.npy,stop,medio,hagrid,7,imputed,train
5005f505-2ab6-4fb0-9789-32e9dbc7f874,data\processed\landmarks\hagrid\two_up\5005f505-2ab6-4fb0-9789-32e9dbc7f874.npy,two_up,oscuro,hagrid,9,imputed,train
011f0406-c89a-480d-8bb5-bc2ead6bd586,data\processed\landmarks\hagrid\peace\011f0406-c89a-480d-8bb5-bc2ead6bd586.npy,peace,oscuro,hagrid,9,imputed,train
freihand_00019405,data\processed\landmarks\freihand\00019405.npy,unknown,claro,freihand,4,imputed,train
freihand_00020395,data\processed\landmarks\freihand\00020395.npy,unknown,claro,freihand,3,imputed,train
5d3d6a28-98d9-4041-93d7-064a274132d9,data\processed\landmarks\hagrid\stop_inverted\5d3d6a28-98d9-4041-93d7-064a274132d9.npy,stop_inverted,claro,hagrid,2,imputed,train
0c37a064-ce13-4a86-8ea2-21ca415443bb,data\processed\landmarks\hagrid\three2\0c37a064-ce13-4a86-8ea2-21ca415443bb.npy,three2,medio,hagrid,6,imputed,train
04dc7103-22b4-4025-8a8b-7e48b78ca3c7,data\processed\landmarks\hagrid\mute\04dc7103-22b4-4025-8a8b-7e48b78ca3c7.npy,mute,claro,hagrid,3,imputed,train
0427b250-a020-4578-aeb8-e2d546dd38ee,data\processed\landmarks\hagrid\peace\0427b250-a020-4578-aeb8-e2d546dd38ee.npy,peace,medio,hagrid,7,imputed,train
012eeb3c-64a0-44b4-955c-0916e038ac44,data\processed\landmarks\hagrid\rock\012eeb3c-64a0-44b4-955c-0916e038ac44.npy,rock,oscuro,hagrid,10,imputed,train
freihand_00014816,data\processed\landmarks\freihand\00014816.npy,unknown,medio,freihand,5,imputed,train
05d73a69-72c7-4fc7-892d-84034980dd8d,data\processed\landmarks\hagrid\peace\05d73a69-72c7-4fc7-892d-84034980dd8d.npy,peace,oscuro,hagrid,9,imputed,train
freihand_00025246,data\processed\landmarks\freihand\00025246.npy,unknown,claro,freihand,1,imputed,train
freihand_00004653,data\processed\landmarks\freihand\00004653.npy,unknown,oscuro,freihand,10,imputed,train
06c26e1e-4adb-41e8-a472-d53626255b1c,data\processed\landmarks\hagrid\dislike\06c26e1e-4adb-41e8-a472-d53626255b1c.npy,dislike,claro,hagrid,3,imputed,train
0313571e-da5f-4484-9683-465633cb8f38,data\processed\landmarks\hagrid\rock\0313571e-da5f-4484-9683-465633cb8f38.npy,rock,claro,hagrid,1,imputed,train
50b1d6a0-78ca-4726-88d8-5f425ded4b0b,data\processed\landmarks\hagrid\two_up\50b1d6a0-78ca-4726-88d8-5f425ded4b0b.npy,two_up,medio,hagrid,6,imputed,train
freihand_00030751,data\processed\landmarks\freihand\00030751.npy,unknown,claro,freihand,2,imputed,train
02b6d1fb-16ac-4e0d-a7fd-1397da6d54f1,data\processed\landmarks\hagrid\four\02b6d1fb-16ac-4e0d-a7fd-1397da6d54f1.npy,four,claro,hagrid,2,imputed,train
01628eb2-125b-4a0d-958d-792d4ad61c5b,data\processed\landmarks\hagrid\like\01628eb2-125b-4a0d-958d-792d4ad61c5b.npy,like,medio,hagrid,5,imputed,train
freihand_00003457,data\processed\landmarks\freihand\00003457.npy,unknown,claro,freihand,3,imputed,train
freihand_00018454,data\processed\landmarks\freihand\00018454.npy,unknown,claro,freihand,2,imputed,train
033cdc3b-56db-45b5-b7ca-999884bbb341,data\processed\landmarks\hagrid\four\033cdc3b-56db-45b5-b7ca-999884bbb341.npy,four,oscuro,hagrid,10,imputed,train
freihand_00012049,data\processed\landmarks\freihand\00012049.npy,unknown,claro,freihand,3,imputed,train
01dd0219-bc80-42b9-8a9a-5967cae6cf69,data\processed\landmarks\hagrid\mute\01dd0219-bc80-42b9-8a9a-5967cae6cf69.npy,mute,claro,hagrid,3,imputed,train
freihand_00024431,data\processed\landmarks\freihand\00024431.npy,unknown,medio,freihand,6,imputed,train
freihand_00019640,data\processed\landmarks\freihand\00019640.npy,unknown,medio,freihand,6,imputed,train
freihand_00019124,data\processed\landmarks\freihand\00019124.npy,unknown,medio,freihand,6,imputed,train
freihand_00001815,data\processed\landmarks\freihand\00001815.npy,unknown,oscuro,freihand,9,imputed,train
freihand_00021695,data\processed\landmarks\freihand\00021695.npy,unknown,medio,freihand,7,imputed,train
00e1e26a-ddac-4a6e-849e-9484e34548b0,data\processed\landmarks\hagrid\two_up\00e1e26a-ddac-4a6e-849e-9484e34548b0.npy,two_up,medio,hagrid,5,imputed,train
freihand_00021648,data\processed\landmarks\freihand\00021648.npy,unknown,oscuro,freihand,9,imputed,train
freihand_00000501,data\processed\landmarks\freihand\00000501.npy,unknown,oscuro,freihand,8,imputed,train
61b775ad-cff5-4471-a6f3-d1b81787cb7d,data\processed\landmarks\hagrid\three2\61b775ad-cff5-4471-a6f3-d1b81787cb7d.npy,three2,medio,hagrid,7,imputed,train
02a0f9ef-cfad-4862-abc2-d9604fdf08b9,data\processed\landmarks\hagrid\rock\02a0f9ef-cfad-4862-abc2-d9604fdf08b9.npy,rock,medio,hagrid,7,imputed,train
freihand_00002421,data\processed\landmarks\freihand\00002421.npy,unknown,oscuro,freihand,10,imputed,train
a2545501-5880-4242-a04a-8acc83c4af32,data\processed\landmarks\hagrid\two_up_inverted\a2545501-5880-4242-a04a-8acc83c4af32.npy,two_up_inverted,medio,hagrid,5,imputed,train
freihand_00032352,data\processed\landmarks\freihand\00032352.npy,unknown,oscuro,freihand,10,imputed,train
freihand_00032327,data\processed\landmarks\freihand\00032327.npy,unknown,medio,freihand,6,imputed,train
018b3f14-2244-41d0-9fde-ae2ffebc659c,data\processed\landmarks\hagrid\mute\018b3f14-2244-41d0-9fde-ae2ffebc659c.npy,mute,medio,hagrid,6,imputed,train
freihand_00031987,data\processed\landmarks\freihand\00031987.npy,unknown,claro,freihand,4,imputed,train
freihand_00000513,data\processed\landmarks\freihand\00000513.npy,unknown,oscuro,freihand,10,imputed,train
freihand_00013656,data\processed\landmarks\freihand\00013656.npy,unknown,oscuro,freihand,8,imputed,train
000b9a1b-d3a5-459f-8326-31235348b807,data\processed\landmarks\hagrid\mute\000b9a1b-d3a5-459f-8326-31235348b807.npy,mute,oscuro,hagrid,8,imputed,train
freihand_00025176,data\processed\landmarks\freihand\00025176.npy,unknown,oscuro,freihand,10,imputed,train
freihand_00022089,data\processed\landmarks\freihand\00022089.npy,unknown,oscuro,freihand,10,imputed,train
0bcdcff6-cfba-426a-a122-511abaeb8ba2,data\processed\landmarks\hagrid\three2\0bcdcff6-cfba-426a-a122-511abaeb8ba2.npy,three2,claro,hagrid,1,imputed,train
03bc3f5f-ae3c-436e-9789-dbb15720a928,data\processed\landmarks\hagrid\stop\03bc3f5f-ae3c-436e-9789-dbb15720a928.npy,stop,medio,hagrid,6,imputed,train
1f09065a-b982-4fd1-88d0-9b5c5de16e92,data\processed\landmarks\hagrid\three2\1f09065a-b982-4fd1-88d0-9b5c5de16e92.npy,three2,oscuro,hagrid,9,imputed,train
3285b354-191f-4f5f-ada2-733712ea3954,data\processed\landmarks\hagrid\peace_inverted\3285b354-191f-4f5f-ada2-733712ea3954.npy,peace_inverted,medio,hagrid,5,imputed,train
freihand_00011227,data\processed\landmarks\freihand\00011227.npy,unknown,claro,freihand,3,imputed,train
06568698-ee1a-45d2-9c54-4f3138937834,data\processed\landmarks\hagrid\four\06568698-ee1a-45d2-9c54-4f3138937834.npy,four,oscuro,hagrid,10,imputed,train
00a99701-3778-40c0-a292-04278bb9d1e1,data\processed\landmarks\hagrid\ok\00a99701-3778-40c0-a292-04278bb9d1e1.npy,ok,medio,hagrid,6,imputed,train
007e3be7-4095-469b-81aa-427c13454d77,data\processed\landmarks\hagrid\like\007e3be7-4095-469b-81aa-427c13454d77.npy,like,oscuro,hagrid,10,imputed,train
03a5acf2-a226-4f62-a2ff-2a6c507792d9,data\processed\landmarks\hagrid\stop\03a5acf2-a226-4f62-a2ff-2a6c507792d9.npy,stop,oscuro,hagrid,10,imputed,train
002817d2-b4eb-4785-a8f1-f76a89aba9f7,data\processed\landmarks\hagrid\two_up_inverted\002817d2-b4eb-4785-a8f1-f76a89aba9f7.npy,two_up_inverted,claro,hagrid,1,imputed,train
freihand_00022557,data\processed\landmarks\freihand\00022557.npy,unknown,oscuro,freihand,10,imputed,train
078f509f-e8ba-43ff-b0e5-5c40192c945e,data\processed\landmarks\hagrid\fist\078f509f-e8ba-43ff-b0e5-5c40192c945e.npy,fist,oscuro,hagrid,9,imputed,train
freihand_00005329,data\processed\landmarks\freihand\00005329.npy,unknown,claro,freihand,2,imputed,train
007e3be7-4095-469b-81aa-427c13454d77,data\processed\landmarks\hagrid\like\007e3be7-4095-469b-81aa-427c13454d77.npy,like,oscuro,hagrid,10,imputed,train
freihand_00002991,data\processed\landmarks\freihand\00002991.npy,unknown,oscuro,freihand,10,imputed,train
0d4599a7-295e-46f8-b8be-6c803e3014a9,data\processed\landmarks\hagrid\three\0d4599a7-295e-46f8-b8be-6c803e3014a9.npy,three,oscuro,hagrid,9,imputed,train
freihand_00025375,data\processed\landmarks\freihand\00025375.npy,unknown,claro,freihand,1,imputed,train
freihand_00013771,data\processed\landmarks\freihand\00013771.npy,unknown,claro,freihand,3,imputed,train
00987a96-2cdd-4a5f-95a8-457d358a13c1,data\processed\landmarks\hagrid\rock\00987a96-2cdd-4a5f-95a8-457d358a13c1.npy,rock,medio,hagrid,5,imputed,train
04ae3d20-2ba7-4001-af56-a6c5bfa341ab,data\processed\landmarks\hagrid\dislike\04ae3d20-2ba7-4001-af56-a6c5bfa341ab.npy,dislike,oscuro,hagrid,10,imputed,train
275c8bdc-cac9-4939-95bb-8554aafe7669,data\processed\landmarks\hagrid\two_up\275c8bdc-cac9-4939-95bb-8554aafe7669.npy,two_up,medio,hagrid,5,imputed,train
freihand_00011154,data\processed\landmarks\freihand\00011154.npy,unknown,oscuro,freihand,10,imputed,train
freihand_00024247,data\processed\landmarks\freihand\00024247.npy,unknown,claro,freihand,4,imputed,train
freihand_00018843,data\processed\landmarks\freihand\00018843.npy,unknown,oscuro,freihand,10,imputed,train
0254066e-45c7-4f2c-a33f-c33f24f2d71c,data\processed\landmarks\hagrid\fist\0254066e-45c7-4f2c-a33f-c33f24f2d71c.npy,fist,oscuro,hagrid,10,imputed,train
freihand_00007142,data\processed\landmarks\freihand\00007142.npy,unknown,medio,freihand,7,imputed,train
freihand_00016933,data\processed\landmarks\freihand\00016933.npy,unknown,claro,freihand,2,imputed,train
ec445721-c4c9-47ca-ac15-1985887c2da8,data\processed\landmarks\hagrid\two_up_inverted\ec445721-c4c9-47ca-ac15-1985887c2da8.npy,two_up_inverted,oscuro,hagrid,8,imputed,train
freihand_00005864,data\processed\landmarks\freihand\00005864.npy,unknown,medio,freihand,7,imputed,train
01711e1d-6941-45e9-94f0-9673d9432c87,data\processed\landmarks\hagrid\ok\01711e1d-6941-45e9-94f0-9673d9432c87.npy,ok,oscuro,hagrid,9,imputed,train
freihand_00021503,data\processed\landmarks\freihand\00021503.npy,unknown,medio,freihand,6,imputed,train
freihand_00027985,data\processed\landmarks\freihand\00027985.npy,unknown,claro,freihand,1,imputed,train
freihand_00028217,data\processed\landmarks\freihand\00028217.npy,unknown,medio,freihand,5,imputed,train
e4b10493-60c2-4821-b101-06ab245478ae,data\processed\landmarks\hagrid\two_up\e4b10493-60c2-4821-b101-06ab245478ae.npy,two_up,claro,hagrid,3,imputed,train
freihand_00003108,data\processed\landmarks\freihand\00003108.npy,unknown,oscuro,freihand,9,imputed,train
89722ade-afa8-4524-b485-2cf05af2ebd2,data\processed\landmarks\hagrid\three2\89722ade-afa8-4524-b485-2cf05af2ebd2.npy,three2,medio,hagrid,6,imputed,train
freihand_00001093,data\processed\landmarks\freihand\00001093.npy,unknown,claro,freihand,1,imputed,train
00e78371-4696-42e7-a6af-37bee20614cf,data\processed\landmarks\hagrid\dislike\00e78371-4696-42e7-a6af-37bee20614cf.npy,dislike,oscuro,hagrid,10,imputed,train
abc625a9-1501-4e36-97fc-f62efe1f9295,data\processed\landmarks\hagrid\stop_inverted\abc625a9-1501-4e36-97fc-f62efe1f9295.npy,stop_inverted,claro,hagrid,1,imputed,train
0383e2a1-e8ea-4fb1-8fb8-d585b6cf280a,data\processed\landmarks\hagrid\mute\0383e2a1-e8ea-4fb1-8fb8-d585b6cf280a.npy,mute,claro,hagrid,3,imputed,train
cba847bb-17b1-48b3-98cb-b8a58393670f,data\processed\landmarks\hagrid\two_up\cba847bb-17b1-48b3-98cb-b8a58393670f.npy,two_up,oscuro,hagrid,8,imputed,train
freihand_00030865,data\processed\landmarks\freihand\00030865.npy,unknown,claro,freihand,2,imputed,train
04dbbddf-81bb-4ed4-b53b-156455bef4c8,data\processed\landmarks\hagrid\one\04dbbddf-81bb-4ed4-b53b-156455bef4c8.npy,one,claro,hagrid,4,imputed,train
freihand_00013057,data\processed\landmarks\freihand\00013057.npy,unknown,claro,freihand,1,imputed,train
freihand_00007276,data\processed\landmarks\freihand\00007276.npy,unknown,claro,freihand,1,imputed,train
06983888-62ed-4e25-b701-354e983c3372,data\processed\landmarks\hagrid\ok\06983888-62ed-4e25-b701-354e983c3372.npy,ok,oscuro,hagrid,8,imputed,train
5cb21a04-a696-4218-8360-42579db02a5a,data\processed\landmarks\hagrid\two_up\5cb21a04-a696-4218-8360-42579db02a5a.npy,two_up,medio,hagrid,6,imputed,train
058f382f-7933-4ee7-a035-3cd94a1812ea,data\processed\landmarks\hagrid\ok\058f382f-7933-4ee7-a035-3cd94a1812ea.npy,ok,claro,hagrid,3,imputed,train
freihand_00014220,data\processed\landmarks\freihand\00014220.npy,unknown,oscuro,freihand,10,imputed,train
00678bdb-55b1-46e1-a2e6-7ccb587870f9,data\processed\landmarks\hagrid\ok\00678bdb-55b1-46e1-a2e6-7ccb587870f9.npy,ok,medio,hagrid,5,imputed,train
freihand_00009787,data\processed\landmarks\freihand\00009787.npy,unknown,claro,freihand,3,imputed,train
020d20da-bd66-4709-9b7a-a37fe7cda6c2,data\processed\landmarks\hagrid\mute\020d20da-bd66-4709-9b7a-a37fe7cda6c2.npy,mute,medio,hagrid,6,imputed,train
freihand_00007954,data\processed\landmarks\freihand\00007954.npy,unknown,claro,freihand,3,imputed,train
freihand_00001052,data\processed\landmarks\freihand\00001052.npy,unknown,medio,freihand,6,imputed,train
freihand_00028126,data\processed\landmarks\freihand\00028126.npy,unknown,claro,freihand,2,imputed,train
freihand_00015887,data\processed\landmarks\freihand\00015887.npy,unknown,medio,freihand,6,imputed,train
02dc8d48-79af-4249-a6fd-4fa3cd75d353,data\processed\landmarks\hagrid\dislike\02dc8d48-79af-4249-a6fd-4fa3cd75d353.npy,dislike,medio,hagrid,6,imputed,train
freihand_00013668,data\processed\landmarks\freihand\00013668.npy,unknown,oscuro,freihand,9,imputed,train
freihand_00010542,data\processed\landmarks\freihand\00010542.npy,unknown,oscuro,freihand,10,imputed,train
018a33f7-5624-42c6-8686-964a3ae48311,data\processed\landmarks\hagrid\ok\018a33f7-5624-42c6-8686-964a3ae48311.npy,ok,claro,hagrid,1,imputed,train
freihand_00000031,data\processed\landmarks\freihand\00000031.npy,unknown,claro,freihand,2,imputed,train
freihand_00015156,data\processed\landmarks\freihand\00015156.npy,unknown,oscuro,freihand,8,imputed,train
909b50aa-0f7c-4c7d-95c0-277a6a1d2e10,data\processed\landmarks\hagrid\peace_inverted\909b50aa-0f7c-4c7d-95c0-277a6a1d2e10.npy,peace_inverted,oscuro,hagrid,10,imputed,train
022fb692-c5c0-4e00-ac14-455bb4367a7b,data\processed\landmarks\hagrid\one\022fb692-c5c0-4e00-ac14-455bb4367a7b.npy,one,medio,hagrid,7,imputed,train
freihand_00000688,data\processed\landmarks\freihand\00000688.npy,unknown,claro,freihand,3,imputed,train
03b90a1c-0c5c-4d3d-93d2-cfbfabf5fd0f,data\processed\landmarks\hagrid\peace\03b90a1c-0c5c-4d3d-93d2-cfbfabf5fd0f.npy,peace,medio,hagrid,7,imputed,train
47a34603-1429-4b86-acd5-56d635262bc2,data\processed\landmarks\hagrid\stop_inverted\47a34603-1429-4b86-acd5-56d635262bc2.npy,stop_inverted,oscuro,hagrid,10,imputed,train
freihand_00010009,data\processed\landmarks\freihand\00010009.npy,unknown,claro,freihand,2,imputed,train
freihand_00018184,data\processed\landmarks\freihand\00018184.npy,unknown,claro,freihand,2,imputed,train
0186657f-8eea-4361-804f-7ad6002835bb,data\processed\landmarks\hagrid\ok\0186657f-8eea-4361-804f-7ad6002835bb.npy,ok,oscuro,hagrid,10,imputed,train
freihand_00009502,data\processed\landmarks\freihand\00009502.npy,unknown,claro,freihand,4,imputed,train
freihand_00008126,data\processed\landmarks\freihand\00008126.npy,unknown,medio,freihand,5,imputed,train
freihand_00031263,data\processed\landmarks\freihand\00031263.npy,unknown,oscuro,freihand,10,imputed,train
13c9ac86-4335-4b9a-825c-f18ec8f86bc1,data\processed\landmarks\hagrid\three\13c9ac86-4335-4b9a-825c-f18ec8f86bc1.npy,three,medio,hagrid,5,imputed,train
03146d8f-15d9-406f-9934-61d869a97e0d,data\processed\landmarks\hagrid\mute\03146d8f-15d9-406f-9934-61d869a97e0d.npy,mute,oscuro,hagrid,10,imputed,train
freihand_00031685,data\processed\landmarks\freihand\00031685.npy,unknown,medio,freihand,7,imputed,train
freihand_00016830,data\processed\landmarks\freihand\00016830.npy,unknown,oscuro,freihand,9,imputed,train
3ed7699a-99e8-4e8e-b8d2-dca182546208,data\processed\landmarks\hagrid\three\3ed7699a-99e8-4e8e-b8d2-dca182546208.npy,three,medio,hagrid,7,imputed,train
030b7472-0650-471b-bc78-527fb18c324b,data\processed\landmarks\hagrid\rock\030b7472-0650-471b-bc78-527fb18c324b.npy,rock,medio,hagrid,5,imputed,train
