sample_id,path_landmarks,label,condition,dataset,mst,mst_origin,split
freihand_00020395,data/processed/landmarks/freihand_00020395.npy,unknown,claro,freihand,3,imputed,train
freihand_00014816,data/processed/landmarks/freihand_00014816.npy,unknown,medio,freihand,5,imputed,train
freihand_00025246,data/processed/landmarks/freihand_00025246.npy,unknown,claro,freihand,1,imputed,train
freihand_00004653,data/processed/landmarks/freihand_00004653.npy,unknown,oscuro,freihand,10,imputed,train
freihand_00030751,data/processed/landmarks/freihand_00030751.npy,unknown,claro,freihand,2,imputed,train
freihand_00003457,data/processed/landmarks/freihand_00003457.npy,unknown,claro,freihand,3,imputed,train
freihand_00018454,data/processed/landmarks/freihand_00018454.npy,unknown,claro,freihand,2,imputed,train
freihand_00012049,data/processed/landmarks/freihand_00012049.npy,unknown,claro,freihand,3,imputed,train
freihand_00024431,data/processed/landmarks/freihand_00024431.npy,unknown,medio,freihand,6,imputed,train
freihand_00019640,data/processed/landmarks/freihand_00019640.npy,unknown,medio,freihand,6,imputed,train
freihand_00019124,data/processed/landmarks/freihand_00019124.npy,unknown,medio,freihand,6,imputed,train
freihand_00001815,data/processed/landmarks/freihand_00001815.npy,unknown,oscuro,freihand,9,imputed,train
freihand_00021695,data/processed/landmarks/freihand_00021695.npy,unknown,medio,freihand,7,imputed,train
freihand_00021648,data/processed/landmarks/freihand_00021648.npy,unknown,oscuro,freihand,9,imputed,train
freihand_00000501,data/processed/landmarks/freihand_00000501.npy,unknown,oscuro,freihand,8,imputed,train
freihand_00002421,data/processed/landmarks/freihand_00002421.npy,unknown,oscuro,freihand,10,imputed,train
freihand_00032352,data/processed/landmarks/freihand_00032352.npy,unknown,oscuro,freihand,10,imputed,train
freihand_00032327,data/processed/landmarks/freihand_00032327.npy,unknown,medio,freihand,6,imputed,train
freihand_00031987,data/processed/landmarks/freihand_00031987.npy,unknown,claro,freihand,4,imputed,train
freihand_00000513,data/processed/landmarks/freihand_00000513.npy,unknown,oscuro,freihand,10,imputed,train
freihand_00013656,data/processed/landmarks/freihand_00013656.npy,unknown,oscuro,freihand,8,imputed,train
freihand_00025176,data/processed/landmarks/freihand_00025176.npy,unknown,oscuro,freihand,10,imputed,train
freihand_00022089,data/processed/landmarks/freihand_00022089.npy,unknown,oscuro,freihand,10,imputed,train
freihand_00011227,data/processed/landmarks/freihand_00011227.npy,unknown,claro,freihand,3,imputed,train
freihand_00022557,data/processed/landmarks/freihand_00022557.npy,unknown,oscuro,freihand,10,imputed,train
freihand_00005329,data/processed/landmarks/freihand_00005329.npy,unknown,claro,freihand,2,imputed,train
freihand_00002991,data/processed/landmarks/freihand_00002991.npy,unknown,oscuro,freihand,10,imputed,train
freihand_00025375,data/processed/landmarks/freihand_00025375.npy,unknown,claro,freihand,1,imputed,train
freihand_00013771,data/processed/landmarks/freihand_00013771.npy,unknown,claro,freihand,3,imputed,train
freihand_00011154,data/processed/landmarks/freihand_00011154.npy,unknown,oscuro,freihand,10,imputed,train
freihand_00024247,data/processed/landmarks/freihand_00024247.npy,unknown,claro,freihand,4,imputed,train
freihand_00018843,data/processed/landmarks/freihand_00018843.npy,unknown,oscuro,freihand,10,imputed,train
freihand_00007142,data/processed/landmarks/freihand_00007142.npy,unknown,medio,freihand,7,imputed,train
freihand_00016933,data/processed/landmarks/freihand_00016933.npy,unknown,claro,freihand,2,imputed,train
freihand_00005864,data/processed/landmarks/freihand_00005864.npy,unknown,medio,freihand,7,imputed,train
freihand_00021503,data/processed/landmarks/freihand_00021503.npy,unknown,medio,freihand,6,imputed,train
freihand_00027985,data/processed/landmarks/freihand_00027985.npy,unknown,claro,freihand,1,imputed,train
freihand_00028217,data/processed/landmarks/freihand_00028217.npy,unknown,medio,freihand,5,imputed,train
freihand_00003108,data/processed/landmarks/freihand_00003108.npy,unknown,oscuro,freihand,9,imputed,train
freihand_00001093,data/processed/landmarks/freihand_00001093.npy,unknown,claro,freihand,1,imputed,train
freihand_00030865,data/processed/landmarks/freihand_00030865.npy,unknown,claro,freihand,2,imputed,train
freihand_00013057,data/processed/landmarks/freihand_00013057.npy,unknown,claro,freihand,1,imputed,train
freihand_00007276,data/processed/landmarks/freihand_00007276.npy,unknown,claro,freihand,1,imputed,train
freihand_00014220,data/processed/landmarks/freihand_00014220.npy,unknown,oscuro,freihand,10,imputed,train
freihand_00009787,data/processed/landmarks/freihand_00009787.npy,unknown,claro,freihand,3,imputed,train
freihand_00007954,data/processed/landmarks/freihand_00007954.npy,unknown,claro,freihand,3,imputed,train
freihand_00001052,data/processed/landmarks/freihand_00001052.npy,unknown,medio,freihand,6,imputed,train
freihand_00028126,data/processed/landmarks/freihand_00028126.npy,unknown,claro,freihand,2,imputed,train
freihand_00015887,data/processed/landmarks/freihand_00015887.npy,unknown,medio,freihand,6,imputed,train
freihand_00013668,data/processed/landmarks/freihand_00013668.npy,unknown,oscuro,freihand,9,imputed,train
freihand_00010542,data/processed/landmarks/freihand_00010542.npy,unknown,oscuro,freihand,10,imputed,train
freihand_00000031,data/processed/landmarks/freihand_00000031.npy,unknown,claro,freihand,2,imputed,train
freihand_00015156,data/processed/landmarks/freihand_00015156.npy,unknown,oscuro,freihand,8,imputed,train
freihand_00000688,data/processed/landmarks/freihand_00000688.npy,unknown,claro,freihand,3,imputed,train
freihand_00010009,data/processed/landmarks/freihand_00010009.npy,unknown,claro,freihand,2,imputed,train
freihand_00018184,data/processed/landmarks/freihand_00018184.npy,unknown,claro,freihand,2,imputed,train
freihand_00009502,data/processed/landmarks/freihand_00009502.npy,unknown,claro,freihand,4,imputed,train
freihand_00008126,data/processed/landmarks/freihand_00008126.npy,unknown,medio,freihand,5,imputed,train
freihand_00031263,data/processed/landmarks/freihand_00031263.npy,unknown,oscuro,freihand,10,imputed,train
freihand_00031685,data/processed/landmarks/freihand_00031685.npy,unknown,medio,freihand,7,imputed,train
freihand_00016830,data/processed/landmarks/freihand_00016830.npy,unknown,oscuro,freihand,9,imputed,train
freihand_00000843,data/processed/landmarks/freihand_00000843.npy,unknown,oscuro,freihand,10,imputed,train
freihand_00003610,data/processed/landmarks/freihand_00003610.npy,unknown,claro,freihand,4,imputed,train
freihand_00011156,data/processed/landmarks/freihand_00011156.npy,unknown,medio,freihand,7,imputed,train
freihand_00027626,data/processed/landmarks/freihand_00027626.npy,unknown,medio,freihand,5,imputed,train
freihand_00018122,data/processed/landmarks/freihand_00018122.npy,unknown,medio,freihand,6,imputed,train
freihand_00017841,data/processed/landmarks/freihand_00017841.npy,unknown,oscuro,freihand,10,imputed,train
freihand_00007208,data/processed/landmarks/freihand_00007208.npy,unknown,medio,freihand,5,imputed,train
freihand_00014752,data/processed/landmarks/freihand_00014752.npy,unknown,claro,freihand,3,imputed,train
freihand_00009047,data/processed/landmarks/freihand_00009047.npy,unknown,medio,freihand,5,imputed,train
freihand_00005855,data/processed/landmarks/freihand_00005855.npy,unknown,medio,freihand,7,imputed,train
freihand_00006872,data/processed/landmarks/freihand_00006872.npy,unknown,medio,freihand,7,imputed,train
freihand_00011592,data/processed/landmarks/freihand_00011592.npy,unknown,oscuro,freihand,9,imputed,train
freihand_00025505,data/processed/landmarks/freihand_00025505.npy,unknown,medio,freihand,7,imputed,train
freihand_00025371,data/processed/landmarks/freihand_00025371.npy,unknown,oscuro,freihand,9,imputed,train
freihand_00028098,data/processed/landmarks/freihand_00028098.npy,unknown,oscuro,freihand,9,imputed,train
freihand_00030515,data/processed/landmarks/freihand_00030515.npy,unknown,medio,freihand,6,imputed,train
freihand_00003594,data/processed/landmarks/freihand_00003594.npy,unknown,oscuro,freihand,10,imputed,train
freihand_00025852,data/processed/landmarks/freihand_00025852.npy,unknown,claro,freihand,3,imputed,train
freihand_00005067,data/processed/landmarks/freihand_00005067.npy,unknown,oscuro,freihand,10,imputed,train
freihand_00004722,data/processed/landmarks/freihand_00004722.npy,unknown,oscuro,freihand,9,imputed,train
freihand_00012316,data/processed/landmarks/freihand_00012316.npy,unknown,claro,freihand,2,imputed,train
freihand_00031020,data/processed/landmarks/freihand_00031020.npy,unknown,oscuro,freihand,10,imputed,train
freihand_00023653,data/processed/landmarks/freihand_00023653.npy,unknown,claro,freihand,2,imputed,train
freihand_00025551,data/processed/landmarks/freihand_00025551.npy,unknown,oscuro,freihand,9,imputed,train
freihand_00019284,data/processed/landmarks/freihand_00019284.npy,unknown,oscuro,freihand,10,imputed,train
freihand_00031650,data/processed/landmarks/freihand_00031650.npy,unknown,oscuro,freihand,9,imputed,train
freihand_00011342,data/processed/landmarks/freihand_00011342.npy,unknown,medio,freihand,7,imputed,train
freihand_00000889,data/processed/landmarks/freihand_00000889.npy,unknown,claro,freihand,3,imputed,train
freihand_00012989,data/processed/landmarks/freihand_00012989.npy,unknown,medio,freihand,6,imputed,train
freihand_00011353,data/processed/landmarks/freihand_00011353.npy,unknown,claro,freihand,4,imputed,train
freihand_00007134,data/processed/landmarks/freihand_00007134.npy,unknown,oscuro,freihand,8,imputed,train
freihand_00027429,data/processed/landmarks/freihand_00027429.npy,unknown,oscuro,freihand,10,imputed,train
freihand_00019148,data/processed/landmarks/freihand_00019148.npy,unknown,medio,freihand,6,imputed,train
freihand_00017137,data/processed/landmarks/freihand_00017137.npy,unknown,claro,freihand,1,imputed,train
freihand_00028593,data/processed/landmarks/freihand_00028593.npy,unknown,oscuro,freihand,9,imputed,train
freihand_00021724,data/processed/landmarks/freihand_00021724.npy,unknown,claro,freihand,1,imputed,train
freihand_00006563,data/processed/landmarks/freihand_00006563.npy,unknown,medio,freihand,5,imputed,train
freihand_00015800,data/processed/landmarks/freihand_00015800.npy,unknown,medio,freihand,5,imputed,train
freihand_00030848,data/processed/landmarks/freihand_00030848.npy,unknown,medio,freihand,6,imputed,train
freihand_00030658,data/processed/landmarks/freihand_00030658.npy,unknown,claro,freihand,1,imputed,train
freihand_00022938,data/processed/landmarks/freihand_00022938.npy,unknown,oscuro,freihand,8,imputed,train
freihand_00017136,data/processed/landmarks/freihand_00017136.npy,unknown,oscuro,freihand,10,imputed,train
freihand_00029113,data/processed/landmarks/freihand_00029113.npy,unknown,claro,freihand,1,imputed,train
freihand_00004638,data/processed/landmarks/freihand_00004638.npy,unknown,oscuro,freihand,8,imputed,train
freihand_00015709,data/processed/landmarks/freihand_00015709.npy,unknown,claro,freihand,3,imputed,train
freihand_00008726,data/processed/landmarks/freihand_00008726.npy,unknown,medio,freihand,6,imputed,train
freihand_00025976,data/processed/landmarks/freihand_00025976.npy,unknown,medio,freihand,6,imputed,train
freihand_00021475,data/processed/landmarks/freihand_00021475.npy,unknown,claro,freihand,3,imputed,train
freihand_00007108,data/processed/landmarks/freihand_00007108.npy,unknown,claro,freihand,4,imputed,train
freihand_00003554,data/processed/landmarks/freihand_00003554.npy,unknown,medio,freihand,7,imputed,train
freihand_00017173,data/processed/landmarks/freihand_00017173.npy,unknown,claro,freihand,1,imputed,train
freihand_00021157,data/processed/landmarks/freihand_00021157.npy,unknown,claro,freihand,2,imputed,train
freihand_00004108,data/processed/landmarks/freihand_00004108.npy,unknown,claro,freihand,2,imputed,train
freihand_00018654,data/processed/landmarks/freihand_00018654.npy,unknown,oscuro,freihand,9,imputed,train
freihand_00001777,data/processed/landmarks/freihand_00001777.npy,unknown,claro,freihand,1,imputed,train
freihand_00011481,data/processed/landmarks/freihand_00011481.npy,unknown,oscuro,freihand,9,imputed,train
freihand_00012309,data/processed/landmarks/freihand_00012309.npy,unknown,oscuro,freihand,9,imputed,train
freihand_00017452,data/processed/landmarks/freihand_00017452.npy,unknown,claro,freihand,3,imputed,train
freihand_00023290,data/processed/landmarks/freihand_00023290.npy,unknown,claro,freihand,2,imputed,train
freihand_00018442,data/processed/landmarks/freihand_00018442.npy,unknown,claro,freihand,2,imputed,train
freihand_00016267,data/processed/landmarks/freihand_00016267.npy,unknown,claro,freihand,2,imputed,train
freihand_00029669,data/processed/landmarks/freihand_00029669.npy,unknown,medio,freihand,5,imputed,train
freihand_00017982,data/processed/landmarks/freihand_00017982.npy,unknown,oscuro,freihand,10,imputed,train
freihand_00032098,data/processed/landmarks/freihand_00032098.npy,unknown,claro,freihand,2,imputed,train
freihand_00021553,data/processed/landmarks/freihand_00021553.npy,unknown,claro,freihand,2,imputed,train
freihand_00032431,data/processed/landmarks/freihand_00032431.npy,unknown,claro,freihand,3,imputed,train
freihand_00028157,data/processed/landmarks/freihand_00028157.npy,unknown,medio,freihand,5,imputed,train
freihand_00004367,data/processed/landmarks/freihand_00004367.npy,unknown,medio,freihand,7,imputed,train
freihand_00018525,data/processed/landmarks/freihand_00018525.npy,unknown,oscuro,freihand,10,imputed,train
freihand_00013461,data/processed/landmarks/freihand_00013461.npy,unknown,oscuro,freihand,8,imputed,train
freihand_00021053,data/processed/landmarks/freihand_00021053.npy,unknown,medio,freihand,6,imputed,train
freihand_00000395,data/processed/landmarks/freihand_00000395.npy,unknown,medio,freihand,7,imputed,train
freihand_00028557,data/processed/landmarks/freihand_00028557.npy,unknown,oscuro,freihand,10,imputed,train
freihand_00008102,data/processed/landmarks/freihand_00008102.npy,unknown,medio,freihand,7,imputed,train
freihand_00000393,data/processed/landmarks/freihand_00000393.npy,unknown,oscuro,freihand,10,imputed,train
freihand_00005475,data/processed/landmarks/freihand_00005475.npy,unknown,oscuro,freihand,10,imputed,train
freihand_00002133,data/processed/landmarks/freihand_00002133.npy,unknown,oscuro,freihand,9,imputed,train
freihand_00013213,data/processed/landmarks/freihand_00013213.npy,unknown,claro,freihand,2,imputed,train
freihand_00019730,data/processed/landmarks/freihand_00019730.npy,unknown,medio,freihand,7,imputed,train
freihand_00029816,data/processed/landmarks/freihand_00029816.npy,unknown,medio,freihand,6,imputed,train
freihand_00010813,data/processed/landmarks/freihand_00010813.npy,unknown,claro,freihand,3,imputed,train
freihand_00030826,data/processed/landmarks/freihand_00030826.npy,unknown,claro,freihand,3,imputed,train
freihand_00003946,data/processed/landmarks/freihand_00003946.npy,unknown,claro,freihand,2,imputed,train
freihand_00014302,data/processed/landmarks/freihand_00014302.npy,unknown,claro,freihand,2,imputed,train
freihand_00020014,data/processed/landmarks/freihand_00020014.npy,unknown,claro,freihand,3,imputed,train
freihand_00026521,data/processed/landmarks/freihand_00026521.npy,unknown,claro,freihand,2,imputed,train
freihand_00009291,data/processed/landmarks/freihand_00009291.npy,unknown,oscuro,freihand,9,imputed,train
freihand_00005615,data/processed/landmarks/freihand_00005615.npy,unknown,medio,freihand,5,imputed,train
freihand_00007586,data/processed/landmarks/freihand_00007586.npy,unknown,medio,freihand,7,imputed,train
freihand_00012199,data/processed/landmarks/freihand_00012199.npy,unknown,claro,freihand,1,imputed,train
freihand_00000249,data/processed/landmarks/freihand_00000249.npy,unknown,oscuro,freihand,9,imputed,train
freihand_00018938,data/processed/landmarks/freihand_00018938.npy,unknown,medio,freihand,6,imputed,train
freihand_00005940,data/processed/landmarks/freihand_00005940.npy,unknown,oscuro,freihand,10,imputed,train
freihand_00002425,data/processed/landmarks/freihand_00002425.npy,unknown,claro,freihand,4,imputed,train
freihand_00008378,data/processed/landmarks/freihand_00008378.npy,unknown,medio,freihand,7,imputed,train
freihand_00009058,data/processed/landmarks/freihand_00009058.npy,unknown,claro,freihand,1,imputed,train
freihand_00022476,data/processed/landmarks/freihand_00022476.npy,unknown,oscuro,freihand,10,imputed,train
freihand_00003950,data/processed/landmarks/freihand_00003950.npy,unknown,medio,freihand,5,imputed,train
freihand_00030604,data/processed/landmarks/freihand_00030604.npy,unknown,claro,freihand,2,imputed,train
freihand_00012766,data/processed/landmarks/freihand_00012766.npy,unknown,claro,freihand,2,imputed,train
freihand_00011776,data/processed/landmarks/freihand_00011776.npy,unknown,claro,freihand,2,imputed,train
freihand_00004355,data/processed/landmarks/freihand_00004355.npy,unknown,medio,freihand,6,imputed,train
freihand_00005626,data/processed/landmarks/freihand_00005626.npy,unknown,claro,freihand,1,imputed,train
freihand_00032276,data/processed/landmarks/freihand_00032276.npy,unknown,medio,freihand,6,imputed,train
freihand_00029394,data/processed/landmarks/freihand_00029394.npy,unknown,oscuro,freihand,10,imputed,train
freihand_00009474,data/processed/landmarks/freihand_00009474.npy,unknown,oscuro,freihand,10,imputed,train
freihand_00024127,data/processed/landmarks/freihand_00024127.npy,unknown,claro,freihand,4,imputed,train
freihand_00013317,data/processed/landmarks/freihand_00013317.npy,unknown,oscuro,freihand,10,imputed,train
freihand_00031648,data/processed/landmarks/freihand_00031648.npy,unknown,claro,freihand,3,imputed,train
freihand_00020188,data/processed/landmarks/freihand_00020188.npy,unknown,claro,freihand,4,imputed,train
freihand_00008570,data/processed/landmarks/freihand_00008570.npy,unknown,medio,freihand,7,imputed,train
freihand_00014419,data/processed/landmarks/freihand_00014419.npy,unknown,claro,freihand,2,imputed,train
freihand_00026268,data/processed/landmarks/freihand_00026268.npy,unknown,oscuro,freihand,10,imputed,train
freihand_00003246,data/processed/landmarks/freihand_00003246.npy,unknown,oscuro,freihand,8,imputed,train
freihand_00024525,data/processed/landmarks/freihand_00024525.npy,unknown,oscuro,freihand,8,imputed,train
freihand_00012658,data/processed/landmarks/freihand_00012658.npy,unknown,claro,freihand,4,imputed,train
freihand_00027062,data/processed/landmarks/freihand_00027062.npy,unknown,medio,freihand,6,imputed,train
freihand_00000722,data/processed/landmarks/freihand_00000722.npy,unknown,medio,freihand,5,imputed,train
freihand_00024355,data/processed/landmarks/freihand_00024355.npy,unknown,claro,freihand,1,imputed,train
freihand_00011816,data/processed/landmarks/freihand_00011816.npy,unknown,medio,freihand,6,imputed,train
freihand_00006065,data/processed/landmarks/freihand_00006065.npy,unknown,medio,freihand,6,imputed,train
freihand_00022754,data/processed/landmarks/freihand_00022754.npy,unknown,medio,freihand,7,imputed,train
freihand_00031915,data/processed/landmarks/freihand_00031915.npy,unknown,claro,freihand,2,imputed,train
freihand_00008003,data/processed/landmarks/freihand_00008003.npy,unknown,medio,freihand,7,imputed,train
freihand_00016013,data/processed/landmarks/freihand_00016013.npy,unknown,medio,freihand,5,imputed,train
freihand_00029937,data/processed/landmarks/freihand_00029937.npy,unknown,oscuro,freihand,9,imputed,train
freihand_00012576,data/processed/landmarks/freihand_00012576.npy,unknown,oscuro,freihand,9,imputed,train
freihand_00002034,data/processed/landmarks/freihand_00002034.npy,unknown,oscuro,freihand,10,imputed,train
freihand_00011186,data/processed/landmarks/freihand_00011186.npy,unknown,medio,freihand,7,imputed,train
freihand_00018486,data/processed/landmarks/freihand_00018486.npy,unknown,oscuro,freihand,10,imputed,train
freihand_00000631,data/processed/landmarks/freihand_00000631.npy,unknown,claro,freihand,1,imputed,train
freihand_00015660,data/processed/landmarks/freihand_00015660.npy,unknown,oscuro,freihand,9,imputed,train
freihand_00006106,data/processed/landmarks/freihand_00006106.npy,unknown,claro,freihand,3,imputed,train
freihand_00018644,data/processed/landmarks/freihand_00018644.npy,unknown,medio,freihand,6,imputed,train
freihand_00011445,data/processed/landmarks/freihand_00011445.npy,unknown,oscuro,freihand,10,imputed,train
freihand_00022016,data/processed/landmarks/freihand_00022016.npy,unknown,medio,freihand,7,imputed,train
freihand_00009746,data/processed/landmarks/freihand_00009746.npy,unknown,medio,freihand,6,imputed,train
freihand_00028023,data/processed/landmarks/freihand_00028023.npy,unknown,oscuro,freihand,9,imputed,train
freihand_00020284,data/processed/landmarks/freihand_00020284.npy,unknown,claro,freihand,1,imputed,train
freihand_00017819,data/processed/landmarks/freihand_00017819.npy,unknown,medio,freihand,6,imputed,train
freihand_00012932,data/processed/landmarks/freihand_00012932.npy,unknown,medio,freihand,7,imputed,train
freihand_00020910,data/processed/landmarks/freihand_00020910.npy,unknown,oscuro,freihand,10,imputed,train
freihand_00021224,data/processed/landmarks/freihand_00021224.npy,unknown,medio,freihand,7,imputed,train
freihand_00018095,data/processed/landmarks/freihand_00018095.npy,unknown,medio,freihand,7,imputed,train
freihand_00016428,data/processed/landmarks/freihand_00016428.npy,unknown,oscuro,freihand,8,imputed,train
freihand_00030406,data/processed/landmarks/freihand_00030406.npy,unknown,claro,freihand,2,imputed,train
freihand_00015596,data/processed/landmarks/freihand_00015596.npy,unknown,medio,freihand,5,imputed,train
freihand_00026073,data/processed/landmarks/freihand_00026073.npy,unknown,oscuro,freihand,8,imputed,train
freihand_00020152,data/processed/landmarks/freihand_00020152.npy,unknown,claro,freihand,2,imputed,train
freihand_00006575,data/processed/landmarks/freihand_00006575.npy,unknown,medio,freihand,6,imputed,train
freihand_00003125,data/processed/landmarks/freihand_00003125.npy,unknown,medio,freihand,6,imputed,train
freihand_00003810,data/processed/landmarks/freihand_00003810.npy,unknown,oscuro,freihand,8,imputed,train
freihand_00031301,data/processed/landmarks/freihand_00031301.npy,unknown,medio,freihand,5,imputed,train
freihand_00008085,data/processed/landmarks/freihand_00008085.npy,unknown,oscuro,freihand,10,imputed,train
freihand_00020708,data/processed/landmarks/freihand_00020708.npy,unknown,medio,freihand,7,imputed,train
freihand_00031018,data/processed/landmarks/freihand_00031018.npy,unknown,claro,freihand,1,imputed,train
freihand_00017519,data/processed/landmarks/freihand_00017519.npy,unknown,medio,freihand,5,imputed,train
freihand_00026572,data/processed/landmarks/freihand_00026572.npy,unknown,claro,freihand,1,imputed,train
freihand_00009482,data/processed/landmarks/freihand_00009482.npy,unknown,medio,freihand,7,imputed,train
freihand_00022561,data/processed/landmarks/freihand_00022561.npy,unknown,claro,freihand,2,imputed,train
freihand_00025932,data/processed/landmarks/freihand_00025932.npy,unknown,oscuro,freihand,8,imputed,train
freihand_00030731,data/processed/landmarks/freihand_00030731.npy,unknown,medio,freihand,6,imputed,train
freihand_00024772,data/processed/landmarks/freihand_00024772.npy,unknown,claro,freihand,4,imputed,train
freihand_00021932,data/processed/landmarks/freihand_00021932.npy,unknown,medio,freihand,5,imputed,train
freihand_00001427,data/processed/landmarks/freihand_00001427.npy,unknown,medio,freihand,6,imputed,train
freihand_00025779,data/processed/landmarks/freihand_00025779.npy,unknown,oscuro,freihand,10,imputed,train
freihand_00021902,data/processed/landmarks/freihand_00021902.npy,unknown,medio,freihand,5,imputed,train
freihand_00008361,data/processed/landmarks/freihand_00008361.npy,unknown,oscuro,freihand,9,imputed,train
freihand_00008100,data/processed/landmarks/freihand_00008100.npy,unknown,oscuro,freihand,10,imputed,train
freihand_00026520,data/processed/landmarks/freihand_00026520.npy,unknown,oscuro,freihand,10,imputed,train
freihand_00009603,data/processed/landmarks/freihand_00009603.npy,unknown,oscuro,freihand,8,imputed,train
freihand_00023927,data/processed/landmarks/freihand_00023927.npy,unknown,medio,freihand,6,imputed,train
freihand_00019701,data/processed/landmarks/freihand_00019701.npy,unknown,oscuro,freihand,10,imputed,train
freihand_00003454,data/processed/landmarks/freihand_00003454.npy,unknown,claro,freihand,2,imputed,train
freihand_00024373,data/processed/landmarks/freihand_00024373.npy,unknown,claro,freihand,3,imputed,train
freihand_00015703,data/processed/landmarks/freihand_00015703.npy,unknown,claro,freihand,1,imputed,train
freihand_00001877,data/processed/landmarks/freihand_00001877.npy,unknown,medio,freihand,6,imputed,train
freihand_00021981,data/processed/landmarks/freihand_00021981.npy,unknown,oscuro,freihand,10,imputed,train
freihand_00010337,data/processed/landmarks/freihand_00010337.npy,unknown,medio,freihand,7,imputed,train
freihand_00010386,data/processed/landmarks/freihand_00010386.npy,unknown,oscuro,freihand,10,imputed,train
freihand_00016249,data/processed/landmarks/freihand_00016249.npy,unknown,claro,freihand,2,imputed,train
freihand_00031012,data/processed/landmarks/freihand_00031012.npy,unknown,claro,freihand,1,imputed,train
freihand_00021083,data/processed/landmarks/freihand_00021083.npy,unknown,medio,freihand,5,imputed,train
freihand_00001664,data/processed/landmarks/freihand_00001664.npy,unknown,medio,freihand,7,imputed,train
freihand_00002865,data/processed/landmarks/freihand_00002865.npy,unknown,oscuro,freihand,9,imputed,train
freihand_00012052,data/processed/landmarks/freihand_00012052.npy,unknown,claro,freihand,1,imputed,train
freihand_00007398,data/processed/landmarks/freihand_00007398.npy,unknown,oscuro,freihand,9,imputed,train
freihand_00016883,data/processed/landmarks/freihand_00016883.npy,unknown,medio,freihand,5,imputed,train
freihand_00002344,data/processed/landmarks/freihand_00002344.npy,unknown,claro,freihand,4,imputed,train
freihand_00004525,data/processed/landmarks/freihand_00004525.npy,unknown,claro,freihand,3,imputed,train
freihand_00014173,data/processed/landmarks/freihand_00014173.npy,unknown,claro,freihand,3,imputed,train
