sample_id,suggested_label,confidence,ext_index,ext_middle,ext_ring,ext_pinky,ext_thumb,cluster
sample_00042_MST_1,ambiguous_cluster,0.7,0.7936944819469536,0.7542295305857039,0.7522784075761825,0.49934751297842084,0.9316076143768676,5
sample_00043_MST_1,fist,0.9,0.36722517873131566,0.5708270972182029,0.5258763946118515,0.5065509458550809,0.6158902531409143,9
sample_00044_MST_1,fist,0.9,0.3935586468166367,0.5241042176994514,0.5518419383400941,0.531881855631691,0.7040089930520765,9
sample_00045_MST_1,fist,0.9,0.3698720272751198,0.4942920555947246,0.4614878921841513,0.4553123533666424,0.2878561917672078,9
sample_00046_MST_1,fist,0.9,0.39649384134005655,0.4946736634727671,0.5220424908280026,0.5276387781380023,0.5075332065192436,9
sample_00047_MST_1,ambiguous_cluster,0.3,0.669716770645785,0.5323509772798045,0.6856492949973606,0.5687804353585599,0.9069336548955375,7
sample_00048_MST_1,ambiguous,0.3,0.5110349644290845,0.6131022045006113,0.40860803622068176,0.4977642262066329,0.33622968359655075,9
sample_00049_MST_1,ambiguous_cluster,0.9,0.7793558310295217,0.6500758257846846,0.6095981895095185,0.6250238188490825,0.9579745794806511,10
sample_00050_MST_1,ambiguous_cluster,0.8,0.7186115641598342,0.6806983005158875,0.5766922225578018,0.5196124570735906,0.9436575963448853,5
sample_00051_MST_1,fist,0.9,0.3076678941749645,0.5461100570169805,0.39809238300381006,0.4593153467758283,0.4777456094524971,9
sample_00052_MST_1,ambiguous_cluster,0.3,0.44906485654441863,0.4976297443533206,0.6122514012249854,0.46842412826327584,0.6377130799284512,1
sample_00053_MST_1,palm,0.9,0.8250921304752552,0.8833452544002296,0.7908639407814474,0.6698836722689836,1.0294079334718116,0
sample_00054_MST_1,ambiguous_cluster,0.9,0.8533431835451402,0.8482604655080801,0.8350642121047699,0.6272130412777301,1.0660908025960485,2
sample_00055_MST_1,ambiguous_cluster,0.8,0.7552895236705007,0.7469219008149938,0.5987447162741594,0.5206039034292465,0.859287856932757,11
sample_00056_MST_1,three,0.7,0.7478293561559954,0.7643204855598966,0.7216129033869941,0.5641114385246846,0.9335324140822677,0
sample_00057_MST_1,ambiguous_cluster,0.9,0.7987856868648648,0.8934145987735332,0.8728164722861385,0.672689836822108,1.039953579598644,2
sample_00058_MST_1,ambiguous_cluster,0.7,0.7953239007477736,0.6366383018061335,0.6409588171266721,0.5072829889181396,0.888086633215351,11
sample_00059_MST_1,ambiguous_cluster,0.3,0.4058010583871138,0.61786868470102,0.5434526196917842,0.5572866023595037,0.6950958560891947,7
sample_00060_MST_1,ambiguous_cluster,0.9,0.8043736211455473,0.7790118591070714,0.8181196394257038,0.6656809668020683,1.0584949226156348,4
sample_00061_MST_1,ambiguous_cluster,0.7,0.6809880887024471,0.6654419146030185,0.6969621723951134,0.5202274590024633,0.9386404640553719,11
sample_00062_MST_1,ambiguous_cluster,0.7,0.6946987672584378,0.6700095629432427,0.6889063667225849,0.48165820987101915,0.8762674786686222,10
sample_00063_MST_1,ambiguous_cluster,0.8,0.703837468295734,0.7336757918051401,0.5575795597646344,0.46900561128759766,0.9201649590811924,10
sample_00064_MST_1,fist,0.9,0.32184669877994193,0.531155641484081,0.5642581089357613,0.4911601096816995,0.8222870271207292,9
sample_00065_MST_1,ambiguous_cluster,0.7,0.730460512867275,0.6965891345791774,0.6821517420948295,0.4952808204177295,0.9252324462700784,10
sample_00066_MST_1,ambiguous_cluster,0.9,0.7328806423768729,0.5732017437681806,0.5812708185692823,0.4933514005178543,0.8962255804827749,11
sample_00067_MST_1,ambiguous_cluster,0.7,0.7032622355389312,0.6287440913305952,0.6880106299034481,0.5156563832242164,0.9356484181844151,11
sample_00068_MST_1,ambiguous_cluster,0.7,0.813464178722352,0.700550720393595,0.6826603526713102,0.5385774773521278,0.892060655690468,6
sample_00069_MST_1,palm,0.9,0.7856941724889992,0.8312508682719781,0.8297863056810301,0.677204887878645,1.0540466529906622,0
sample_00070_MST_1,ambiguous_cluster,0.9,0.5181246845430331,0.5003461689615167,0.5296520632760868,0.4128955475636955,0.5477590153622028,5
sample_00071_MST_1,fist,0.9,0.37544932854933194,0.5817691305238413,0.47835226672242687,0.5087548516297998,0.7804446594422488,8
sample_00072_MST_1,ambiguous_cluster,0.9,0.8602810865556713,0.9380898964800993,0.848074962682046,0.6750600339305067,1.0556171592031889,2
sample_00073_MST_1,ambiguous_cluster,0.7,0.7505867333579699,0.7087012729090003,0.6067057792734704,0.5549151079000803,0.898797222696884,11
sample_00074_MST_1,fist,0.9,0.2794450409234219,0.4906427427550052,0.5886103970208972,0.44051814415613616,0.22776394630388758,9
sample_00075_MST_1,ambiguous_cluster,0.7,0.7529095253961393,0.6152115174565952,0.6951862042484821,0.570354100977003,0.9223817914807629,7
sample_00076_MST_1,ambiguous_cluster,0.9,0.7586960989771415,0.8549441825869915,0.8370789031425088,0.6667879166281602,1.0489582582511705,3
sample_00077_MST_1,palm,0.9,0.8323462874534306,0.8689330107524257,0.8250342611245817,0.7101154964740265,1.0400198452561782,0
sample_00078_MST_1,palm,0.9,0.8285707717522217,0.8483221603718656,0.8605154385622166,0.6540349713420447,1.0738064693048872,0
sample_00079_MST_1,ambiguous_cluster,0.7,0.6661096227274753,0.6531520367898694,0.6043000490222163,0.52848575897212,0.9742240375807304,6
sample_00080_MST_1,ambiguous_cluster,0.9,0.8289931600317804,0.8553812026819715,0.8246573498287101,0.6836605956015459,1.076035295385454,3
sample_00081_MST_1,ambiguous_cluster,0.9,0.47712478170440054,0.563204130494555,0.3656304010201965,0.45344099418667144,0.662329422087366,1
sample_00082_MST_1,ambiguous_cluster,0.3,0.8799551709506954,0.5704934272690976,0.7022942240459398,0.49917131116884894,0.8151086582576762,10
sample_00083_MST_1,ambiguous_cluster,0.9,0.802955170832067,0.8421125917320993,0.8246788888426452,0.6699734910998758,1.0800657679210424,3
sample_00084_MST_1,ambiguous_cluster,0.9,0.7924438492523495,0.8701320802457461,0.8577178927063808,0.7264739248020866,1.0924226373715455,6
sample_00085_MST_1,ambiguous_cluster,0.9,0.8419865357442647,0.8089763521361256,0.8033301812309235,0.7139503742624919,1.070615577929091,4
sample_00086_MST_1,ambiguous_cluster,0.9,0.8397720607809953,0.9089142022017935,0.812573221165863,0.647789872893275,1.0588319638648727,6
sample_00087_MST_1,ambiguous_cluster,0.7,0.7483358435882903,0.6759205423151821,0.6971724662116772,0.5153598160346476,0.8701886483128592,5
sample_00088_MST_1,ambiguous_cluster,0.9,0.8223158136624993,0.8376732157510393,0.8328275270549549,0.6769111214199875,1.0390300769542344,10
sample_00089_MST_1,fist,0.9,0.409003112310357,0.511678526504338,0.4683581898213548,0.5446277457597549,0.5343515726523717,9
sample_00090_MST_1,ambiguous_cluster,0.9,0.7665064156988066,0.8084155989158863,0.7748611141836428,0.6914372440600433,1.011484613198696,10
sample_00091_MST_1,ambiguous_cluster,0.9,0.8073261519321001,0.8315244751604699,0.8477000695661772,0.6429822158544239,1.0449456075620405,6
sample_00092_MST_1,ambiguous_cluster,0.3,0.5909829101698744,0.6530005166206837,0.7186021465467655,0.5381053554228016,0.9186527943290401,5
sample_00093_MST_1,ambiguous_cluster,0.9,0.8323428422900285,0.8132486770878243,0.794032884099173,0.681411605630464,1.0801971403818489,10
sample_00094_MST_1,ambiguous_cluster,0.7,0.7770049779819146,0.7094351782459075,0.6337184119713514,0.5596911959504872,1.0342925343692608,6
sample_00095_MST_1,ambiguous_cluster,0.7,0.7174730470679672,0.7211460638884774,0.6843931062160493,0.5599197203075882,0.9866610602135081,6
sample_00096_MST_1,ambiguous_cluster,0.8,0.8107789831389174,0.6908186983335314,0.5336594298440036,0.5094421050063282,0.9769354199487462,11
sample_00097_MST_1,ambiguous_cluster,0.9,0.36979933651902147,0.5394964376038074,0.5443138434260397,0.4674794577984066,0.6770348731527773,1
sample_00098_MST_1,ambiguous_cluster,0.7,0.7759268373802378,0.73042502344904,0.6058519061179332,0.5874773194196381,0.9497089950362247,6
sample_00099_MST_1,ambiguous_cluster,0.7,0.75068748665602,0.7158530122411775,0.6882397146510877,0.5950202571567502,0.9823141430340131,11
sample_00100_MST_1,palm,0.9,0.8399484159731139,0.8894679477205667,0.8671986050057932,0.6407622794183819,1.0838967825848456,0
sample_00101_MST_1,fist,0.9,0.32784359502076443,0.5310789464960104,0.4515928917941553,0.42312031446781767,0.46996806616150494,8
sample_00102_MST_1,ambiguous_cluster,0.7,0.8051707648745814,0.643122305920151,0.6152252601210312,0.5566252838342916,0.9408553151240328,5
sample_00103_MST_1,ambiguous_cluster,0.7,0.6945257132340524,0.713475437625905,0.6404790576437299,0.584671772172416,0.9581722473162256,5
sample_00104_MST_1,fist,0.9,0.32678504679033066,0.46897637293976535,0.5315421825750049,0.4231999000808927,0.6772404190337421,9
sample_00105_MST_1,ambiguous_cluster,0.9,0.6855162489491399,0.5964818265703551,0.5229760860256002,0.5384067039551557,0.9244781187498459,5
sample_00106_MST_1,ambiguous_cluster,0.9,0.19415417455016756,0.44424368961144156,0.5253379802993204,0.4575015987040299,0.666741786670236,1
sample_00107_MST_1,ambiguous_cluster,0.7,0.7552478283636687,0.7545185050763551,0.6620161366347873,0.5643048336071012,0.9817108929479892,5
sample_00108_MST_1,ambiguous_cluster,0.7,0.7162648776704603,0.7233370496301641,0.6692831435940113,0.49205284058363896,0.8622391765658107,11
sample_00109_MST_1,three,0.7,0.784138211703406,0.6586969370523351,0.6489044484436357,0.524064197504863,0.9276825037547516,8
sample_00110_MST_1,ambiguous_cluster,0.7,0.6810549538933559,0.6904579720652299,0.60904515777041,0.5426191483762065,0.9432767997472432,6
sample_00111_MST_1,ambiguous_cluster,0.7,0.7485703346211469,0.6863641552296023,0.6249083502133369,0.4840566137093727,1.024817472417549,1
sample_00112_MST_1,ambiguous_cluster,0.9,0.8170623832965711,0.8762454650592364,0.8334318529332505,0.6917921021825734,1.042993863248004,4
sample_00113_MST_1,ambiguous_cluster,0.9,0.8244975882211533,0.8884747422993523,0.8470459461846622,0.6636383543363985,1.0871090945702178,4
sample_00114_MST_1,ambiguous_cluster,0.7,0.7722872305140933,0.7585568765697948,0.7718889549811428,0.49115069083082735,0.8499714917435371,2
sample_00115_MST_1,three,0.7,0.7019692131967786,0.7192291777472742,0.6240480112474714,0.5720264149838289,0.9861611477511514,0
sample_00116_MST_1,fist,0.9,0.3979833879868421,0.5065291413784827,0.44202801892423055,0.4615502921822803,0.5984276840069331,9
sample_00117_MST_1,palm,0.9,0.7985265560985224,0.8300482467762499,0.8238257110752253,0.6704109543942447,1.073803407219281,0
sample_00118_MST_1,ambiguous_cluster,0.7,0.7875902092194705,0.6325840236909034,0.7835359244112793,0.5343943900437599,0.9899008332725363,10
sample_00119_MST_1,fist,0.9,0.34140951834686284,0.5446956895278614,0.5924659069499871,0.45699207130548597,0.5890265291027117,8
sample_00120_MST_1,ambiguous_cluster,0.8,0.7308566720362115,0.6386293588780894,0.4818830691490626,0.543870094831796,0.9553984442692093,2
sample_00121_MST_1,ambiguous_cluster,0.7,0.7309000974779113,0.6582529828449307,0.7382951050110931,0.5624502140776155,0.8856649630233853,6
sample_00122_MST_1,ambiguous_cluster,0.8,0.7106663940957232,0.7131505887362798,0.5396555268544649,0.5210024696568958,0.9612985345122963,2
sample_00123_MST_1,ambiguous_cluster,0.7,0.6783095324669243,0.6542858944775846,0.651791413207829,0.5335553068826144,0.860636653559966,6
sample_00124_MST_1,ambiguous_cluster,0.7,0.7658864514161309,0.7432207048253381,0.6200760864909646,0.5976064593836691,0.9951052153370779,5
sample_00125_MST_1,ambiguous_cluster,0.9,0.3087248982262812,0.5009008691534189,0.38637104094926933,0.5521577186254281,0.6367937621055272,4
sample_00126_MST_1,palm,0.9,0.8687241366766928,0.8130269788036922,0.8077800597921463,0.6407328929718,1.0658531250061658,0
sample_00127_MST_1,ambiguous_cluster,0.7,0.6958478893032781,0.62565467574477,0.614335833187941,0.5628789797612296,0.921776762714853,11
sample_00128_MST_1,ambiguous_cluster,0.8,0.7567444254556671,0.6109239151080924,0.5440846419972831,0.5004770590005069,0.9014840983951097,5
sample_00129_MST_1,palm,0.9,0.7856234175888255,0.8416058684109787,0.8403836066299334,0.6752470462013331,1.0668681653756389,0
sample_00130_MST_1,ambiguous_cluster,0.7,0.7633207994390169,0.6995130748880155,0.640741810195155,0.580230647466432,0.883724535475382,10
sample_00131_MST_1,palm,0.9,0.8088284493186497,0.7622226827032698,0.80554258018646,0.7193230090437835,0.9971549024940767,0
sample_00132_MST_1,palm,0.9,0.8107409840091161,0.8627730170994097,0.8101988119682316,0.6841032366653156,1.088989723824734,0
sample_00133_MST_1,ambiguous_cluster,0.9,0.3501381933998168,0.4690633574242112,0.5913334544529226,0.5222857405188243,0.6388999302910539,1
sample_00134_MST_1,palm,0.9,0.8343165513100352,0.7703103904247105,0.8357996238925013,0.6539100482720149,1.0512029994562284,0
sample_00135_MST_1,ambiguous_cluster,0.9,0.42396808115365897,0.49919558096943545,0.48305290127765504,0.47298664620516406,0.6258097089574446,1
sample_00136_MST_1,ambiguous_cluster,0.7,0.7164475608129492,0.6896983942866252,0.6883777160762625,0.5445635348312424,0.9700269361182872,11
sample_00137_MST_1,ambiguous_cluster,0.9,0.8287398895684887,0.9440407797449326,0.8255665541418106,0.6233096175663964,0.9757800770515548,10
sample_00138_MST_1,fist,0.9,0.2567348216896267,0.5614055957909311,0.443631025991738,0.5204816411679517,0.3994158272084521,8
sample_00139_MST_1,ambiguous_cluster,0.9,0.8408904934379188,0.8574751633768344,0.7896081464023611,0.6767390808887975,1.0416703191480692,4
sample_00140_MST_1,ambiguous_cluster,0.7,0.7051875342761399,0.7014416187958922,0.64089681234884,0.5480311202138206,0.9466879754011636,11
sample_00141_MST_1,ambiguous_cluster,0.7,0.7613858665913831,0.6954923834302736,0.6532205128464399,0.46845365699604335,0.9084407766495023,5
sample_00142_MST_1,ambiguous_cluster,0.7,0.6810175006132608,0.6872799669196521,0.6429860505496354,0.5380842020188703,0.8795037286216717,7
sample_00143_MST_1,ambiguous_cluster,0.7,0.7454775778517982,0.6350904339940664,0.6673057670541747,0.5069578979154431,0.9257803458483365,6
sample_00144_MST_1,ambiguous_cluster,0.7,0.7714358781824734,0.6627394756035226,0.831959312718976,0.5805324448608331,0.933790952325185,11
sample_00145_MST_1,ambiguous_cluster,0.9,0.8102602223814434,0.8791258250421304,0.8299334407739639,0.6286333993108102,1.0561664967923252,2
sample_00146_MST_1,ambiguous_cluster,0.7,0.7835897727382574,0.699265700398912,0.6989025935768133,0.5403330637012278,0.8803803050491834,11
sample_00147_MST_1,ambiguous_cluster,0.9,0.3050127270366329,0.5192689471332076,0.46494415168671793,0.5068626382386032,0.7186986865906575,7
sample_00148_MST_1,ambiguous_cluster,0.9,0.7950745525007081,0.8370947590400257,0.8615074720084167,0.6835750006803134,1.0247262676963005,4
sample_00149_MST_1,fist,0.9,0.41028324067477623,0.5848853226596773,0.4835726836705702,0.5299940089220601,0.39840087493876,8
sample_00150_MST_1,ambiguous_cluster,0.8,0.7697435270276379,0.6375845031607086,0.5761063604146647,0.5500940661964809,0.9677139278611576,5
sample_00151_MST_1,ambiguous_cluster,0.7,0.7031567360516604,0.7424256977196831,0.7658720550066429,0.5359700661743306,1.0002857525342672,4
sample_00152_MST_1,ambiguous_cluster,0.9,0.8386344806404504,0.7649244670908012,0.8126807402406039,0.6695340745136871,1.080232720171355,3
sample_00153_MST_1,ambiguous_cluster,0.7,0.720002492337755,0.6588514955960673,0.7309740153362371,0.5340538699240526,0.9765997778758339,5
sample_00154_MST_1,ambiguous_cluster,0.7,0.6887085101517668,0.6238710680476828,0.7406490835251365,0.5680062840227018,0.9369585913750486,5
sample_00155_MST_1,ambiguous_cluster,0.9,0.7870197419584386,0.8323632434754934,0.8317986892477023,0.6706398932685307,1.050605843698316,2
sample_00156_MST_1,ambiguous_cluster,0.7,0.8742710203185406,0.7291678594661757,0.6338216179212376,0.49803117346383047,0.924200706752067,1
sample_00157_MST_1,ambiguous_cluster,0.9,0.7605424735069679,0.8061197998157681,0.847712556225481,0.6853453875641139,1.0583181905962487,10
sample_00158_MST_1,ambiguous_cluster,0.9,0.3308977624476406,0.48461570540650517,0.45071117749246997,0.4409738184776227,0.36586596048391573,1
sample_00159_MST_1,ambiguous_cluster,0.7,0.692810930554638,0.6172799381931838,0.6882959408535039,0.5204539381414472,0.9452163349134266,5
sample_00160_MST_1,ambiguous_cluster,0.7,0.7343220292856145,0.7553543586770258,0.6737004581424881,0.4747181758834812,0.9636358491847352,5
sample_00161_MST_1,ambiguous_cluster,0.7,0.7529859066707371,0.6898818040274072,0.6303358660274153,0.5833308153963904,0.9246413326479853,5
sample_00162_MST_1,ambiguous_cluster,0.9,0.7243215779807242,0.8275204738714198,0.8222881164298058,0.667760440186255,1.060358114723069,10
sample_00163_MST_1,ambiguous_cluster,0.9,0.3971808690988364,0.5146439136689679,0.40749896165152105,0.4641435529763142,0.9237276848594205,4
sample_00164_MST_1,fist,0.9,0.38097737829180056,0.45923769790068525,0.46087738881005036,0.5295134567197665,0.7036053183463108,9
sample_00165_MST_1,palm,0.9,0.8192558491801466,0.8468485808947157,0.8331717155718931,0.692959846221641,1.0790611874664207,0
sample_00166_MST_1,ambiguous_cluster,0.9,0.35963436372214447,0.5971101518861902,0.5593068708669166,0.479896866743778,0.5979098625094839,7
sample_00167_MST_1,ambiguous_cluster,0.9,0.829650470001612,0.8208300997559959,0.808804454016092,0.6654491834304326,1.0308346035320164,6
sample_00168_MST_1,ambiguous_cluster,0.7,0.6794232617937463,0.7149954675549844,0.7559293207824715,0.514105058808334,0.938702801820108,5
sample_00169_MST_1,ambiguous_cluster,0.7,0.6760618438763871,0.6359327362926805,0.6852244118072146,0.5628891112938058,0.9569855757716843,10
sample_00170_MST_1,ambiguous_cluster,0.8,0.7548785690158498,0.7105518072370995,0.5687448042515172,0.5327164871163548,0.9921434117027215,5
sample_00171_MST_1,ambiguous_cluster,0.3,0.7244615054869704,0.5777663694353282,0.6129342531704273,0.5395441070472444,0.9484484698794746,10
sample_00172_MST_1,ambiguous_cluster,0.7,0.8266534639894692,0.7182117501746668,0.6092821078640588,0.5624054030504227,0.8387573824682671,7
sample_00173_MST_1,ambiguous_cluster,0.3,0.7993191975241054,0.5759286630073018,0.7273895319117657,0.5389589266726144,1.02951559184148,11
sample_00174_MST_1,ambiguous_cluster,0.9,0.40592408278089587,0.4645512262180862,0.5674716242473933,0.5204272947356534,0.7253511749064445,1
sample_00175_MST_1,fist,0.9,0.30593674339372556,0.48516812630434286,0.5835034830140602,0.4777758695605122,0.48305345055290466,8
sample_00176_MST_1,ambiguous_cluster,0.7,0.7045791619125935,0.6520269819001935,0.6792254260916947,0.5310757220487549,0.9680875642309105,6
sample_00177_MST_1,ambiguous_cluster,0.8,0.7301180661568053,0.6957210447945259,0.5324183589087172,0.5768144838899644,0.8806253352278465,4
sample_00178_MST_1,ambiguous_cluster,0.7,0.6696550233438043,0.615220609057838,0.6019814381954838,0.5066058088534187,0.8274104950811004,6
sample_00179_MST_1,ambiguous_cluster,0.9,0.8119059171917616,0.8545124592150859,0.8571311051277132,0.6546266282868871,1.0487854704745336,3
sample_00180_MST_1,ambiguous_cluster,0.3,0.7301571781361148,0.5517716559408552,0.6372776595511636,0.4438206445309266,0.9598389249902699,1
sample_00181_MST_1,fist,0.9,0.305788381921755,0.5275519634275299,0.3483910929035835,0.5291440208196029,0.44630289614220114,9
sample_00182_MST_1,ambiguous_cluster,0.9,0.7761357609434452,0.8069290390939663,0.8155586811695537,0.6448659701643588,1.0192588368643547,4
sample_00183_MST_1,ambiguous_cluster,0.9,0.8149735330320959,0.849829251021405,0.7985442387360119,0.6682881882025751,1.0732532801180104,4
sample_00184_MST_1,ambiguous_cluster,0.8,0.7115564651085081,0.6565094967558929,0.5307947698017849,0.5052891467011529,0.6164220131110277,10
sample_00185_MST_1,palm,0.9,0.8246973433178393,0.8572843427720742,0.8688700417388875,0.7119607826279867,1.0779249204925836,0
sample_00186_MST_1,palm,0.9,0.6839542270234974,0.8779637771460669,0.7924175246006394,0.6454265949140582,1.0364595147675781,0
sample_00187_MST_1,ambiguous_cluster,0.3,0.7443441582416783,0.5650061053178612,0.6431170664781762,0.5459881814346298,1.0135876176093275,5
sample_00188_MST_1,ambiguous_cluster,0.7,0.7928481369758138,0.6063286386216276,0.6324918308948208,0.4741075700405608,0.9239753521714758,6
sample_00189_MST_1,ambiguous_cluster,0.8,0.6615372544573331,0.6212954157892049,0.46028741489262914,0.5066437492102119,0.8256694815981167,1
sample_00190_MST_1,ambiguous_cluster,0.7,0.717290445264896,0.7352905831909313,0.6953177195073251,0.46234444782565237,1.0039142512657984,11
sample_00191_MST_1,ambiguous_cluster,0.8,0.7586936998378091,0.700911994440128,0.58128509688475,0.5636196831381335,1.0002439094976678,10
sample_00192_MST_1,ambiguous_cluster,0.7,0.7206082111433332,0.6151916193669196,0.8180327303056056,0.5636014491016056,0.9283310496069663,5
sample_00193_MST_1,fist,0.9,0.37784777821938254,0.508837818466343,0.5055965935077819,0.4949453503505637,0.39675767724833927,9
sample_00194_MST_1,ambiguous_cluster,0.9,0.7608015435246908,0.7285177311532691,0.771427886207004,0.667408133317937,1.0166559986801431,3
sample_00195_MST_1,fist,0.9,0.33300901836714863,0.48576466890148556,0.536868280322808,0.3867219476460909,0.4273427170068894,8
sample_00196_MST_1,ambiguous_cluster,0.7,0.7754471303805635,0.73223091081756,0.6212011071864811,0.4570412654442606,0.9319566471755469,5
sample_00197_MST_1,ambiguous_cluster,0.7,0.7412722654386679,0.6754790176944411,0.8017100912786419,0.5449898021061311,0.9116820366880033,11
