path,label,source
data\processed\secuencias_stgcn\hagrid_nuevo\train_val_call\07e43a0f-9623-4ba4-b469-edcdf50b5dd6.npy,train_val_call,hagrid_nuevo
data\processed\secuencias_stgcn\hagrid_nuevo\train_val_call\08065266-f45e-4f88-ae4c-8451eaeafcbd.npy,train_val_call,hagrid_nuevo
data\processed\secuencias_stgcn\hagrid_nuevo\train_val_call\083506d3-5f8c-4fa6-9f41-fef6cecf32d0.npy,train_val_call,hagrid_nuevo
data\processed\secuencias_stgcn\hagrid_nuevo\train_val_call\085d8893-fb38-47c6-afa5-1dad0b27fe7f.npy,train_val_call,hagrid_nuevo
data\processed\secuencias_stgcn\hagrid_nuevo\train_val_call\08839ff6-899d-48e4-b597-f00471f8a9c9.npy,train_val_call,hagrid_nuevo
data\processed\secuencias_stgcn\hagrid_nuevo\train_val_call\08a5bd0b-2470-4fc4-88c7-fbd726941794.npy,train_val_call,hagrid_nuevo
data\processed\secuencias_stgcn\hagrid_nuevo\train_val_call\0909a455-6ea9-4588-a69e-836448051c30.npy,train_val_call,hagrid_nuevo
data\processed\secuencias_stgcn\hagrid_nuevo\train_val_call\0934baa5-2d5a-4ab1-b48d-e56d4136685e.npy,train_val_call,hagrid_nuevo
data\processed\secuencias_stgcn\hagrid_nuevo\train_val_call\095b58ba-702c-4b6b-9b80-e58ebf429c0f.npy,train_val_call,hagrid_nuevo
data\processed\secuencias_stgcn\hagrid_nuevo\train_val_call\097fa525-338c-4637-8802-64534c692c45.npy,train_val_call,hagrid_nuevo
data\processed\secuencias_stgcn\hagrid_nuevo\train_val_call\09a928a8-3ffd-4346-9bd7-5b23761bf96e.npy,train_val_call,hagrid_nuevo
data\processed\secuencias_stgcn\hagrid_nuevo\train_val_call\09c53324-0e19-4014-90d4-98f295920c7e.npy,train_val_call,hagrid_nuevo
data\processed\secuencias_stgcn\hagrid_nuevo\train_val_call\09ed8ba1-886a-4c8b-bfaa-e57bd1a3a823.npy,train_val_call,hagrid_nuevo
data\processed\secuencias_stgcn\hagrid_nuevo\train_val_call\0a045923-3207-43bb-bfeb-7ccd2e0b10f7.npy,train_val_call,hagrid_nuevo
data\processed\secuencias_stgcn\hagrid_nuevo\train_val_call\0a3aed31-c20a-44ba-b86d-d5274889c9b5.npy,train_val_call,hagrid_nuevo
data\processed\secuencias_stgcn\hagrid_nuevo\train_val_call\0a67f153-2168-4abe-871a-d07eb3d93e39.npy,train_val_call,hagrid_nuevo
data\processed\secuencias_stgcn\hagrid_nuevo\train_val_call\0aa54e32-7418-484b-b855-9d6c9d04a46c.npy,train_val_call,hagrid_nuevo
data\processed\secuencias_stgcn\hagrid_nuevo\train_val_call\0ac49144-caf4-4099-83c3-4a13b7d6ec35.npy,train_val_call,hagrid_nuevo
data\processed\secuencias_stgcn\hagrid_nuevo\train_val_call\0aef2efa-2a64-4172-b597-246a4dd28fdb.npy,train_val_call,hagrid_nuevo
data\processed\secuencias_stgcn\hagrid_nuevo\train_val_call\0b13fd5a-a003-41a6-b12c-76f548fd78a1.npy,train_val_call,hagrid_nuevo
data\processed\secuencias_stgcn\hagrid_nuevo\train_val_call\0b57b077-d7c2-4308-b2ea-80a943fb1e5a.npy,train_val_call,hagrid_nuevo
data\processed\secuencias_stgcn\hagrid_nuevo\train_val_call\0b6f8952-dfb9-4734-9617-774011a9fb7d.npy,train_val_call,hagrid_nuevo
data\processed\secuencias_stgcn\hagrid_nuevo\train_val_call\0bb0c979-d52e-4c43-9f6f-46ecb1c72622.npy,train_val_call,hagrid_nuevo
data\processed\secuencias_stgcn\hagrid_nuevo\train_val_call\0bd60f8a-dfda-4b37-9a0f-fc53bcd10338.npy,train_val_call,hagrid_nuevo
data\processed\secuencias_stgcn\hagrid_nuevo\train_val_call\0c1c9f73-6807-4a66-b4ca-4a2cd90626c8.npy,train_val_call,hagrid_nuevo
data\processed\secuencias_stgcn\hagrid_nuevo\train_val_call\0c459496-6e8c-4637-ae95-8d85dc75ede6.npy,train_val_call,hagrid_nuevo
data\processed\secuencias_stgcn\hagrid_nuevo\train_val_call\0c7564cd-191a-4d2f-92c8-7c161331e610.npy,train_val_call,hagrid_nuevo
data\processed\secuencias_stgcn\hagrid_nuevo\train_val_call\0c96f0c1-aff3-4865-abaa-0ac2c7ff3fd7.npy,train_val_call,hagrid_nuevo
data\processed\secuencias_stgcn\hagrid_nuevo\train_val_call\0cc86cb9-2aab-4ce3-9ce1-efe6d8c82552.npy,train_val_call,hagrid_nuevo
data\processed\secuencias_stgcn\hagrid_nuevo\train_val_call\0cebdf87-02b5-485d-b688-baa982814d92.npy,train_val_call,hagrid_nuevo
data\processed\secuencias_stgcn\hagrid_nuevo\train_val_call\0d043574-3a8c-4055-a688-36176930fd8c.npy,train_val_call,hagrid_nuevo
data\processed\secuencias_stgcn\hagrid_nuevo\train_val_call\0d280649-06e6-433f-9cae-fef42209a0ca.npy,train_val_call,hagrid_nuevo
data\processed\secuencias_stgcn\hagrid_nuevo\train_val_call\0d4dfa11-fbb5-493c-bee4-7ebf13ed839a.npy,train_val_call,hagrid_nuevo
data\processed\secuencias_stgcn\hagrid_nuevo\train_val_call\0d72367c-e360-43b1-9c08-5ddea11c3b8c.npy,train_val_call,hagrid_nuevo
data\processed\secuencias_stgcn\hagrid_nuevo\train_val_call\0d952f23-f65c-4d06-b928-85c7211fd4b8.npy,train_val_call,hagrid_nuevo
data\processed\secuencias_stgcn\hagrid_nuevo\train_val_call\0e022ee9-74fd-44fe-adad-60c11835e44f.npy,train_val_call,hagrid_nuevo
data\processed\secuencias_stgcn\hagrid_nuevo\train_val_call\0e23280f-11dd-47a7-8d63-7f5531f1c041.npy,train_val_call,hagrid_nuevo
data\processed\secuencias_stgcn\hagrid_nuevo\train_val_call\0e45ec67-25d6-4191-8e49-3b90eb8ddf0b.npy,train_val_call,hagrid_nuevo
data\processed\secuencias_stgcn\hagrid_nuevo\train_val_call\0e7515e6-e053-4aca-a173-07ca68e5e796.npy,train_val_call,hagrid_nuevo
data\processed\secuencias_stgcn\hagrid_nuevo\train_val_call\0e998cdd-e804-444c-bcad-de82cf01afbc.npy,train_val_call,hagrid_nuevo
data\processed\secuencias_stgcn\hagrid_nuevo\train_val_call\0ebe9c06-1c21-478b-b9f6-2eef42c48f17.npy,train_val_call,hagrid_nuevo
data\processed\secuencias_stgcn\hagrid_nuevo\train_val_call\0ed8f8f3-52a8-492e-9425-167b28d94267.npy,train_val_call,hagrid_nuevo
data\processed\secuencias_stgcn\hagrid_nuevo\train_val_call\0ef4f7e2-1543-4d39-95b1-5a0fe5ed921a.npy,train_val_call,hagrid_nuevo
data\processed\secuencias_stgcn\hagrid_nuevo\train_val_call\0f0ef7ba-ea87-4f24-9760-053a79c104c5.npy,train_val_call,hagrid_nuevo
data\processed\secuencias_stgcn\hagrid_nuevo\train_val_call\0f3b828f-4918-40ee-a345-d34f8d186b13.npy,train_val_call,hagrid_nuevo
data\processed\secuencias_stgcn\hagrid_nuevo\train_val_call\0f6efc85-4b56-4ba5-8797-3c7ae5b126c2.npy,train_val_call,hagrid_nuevo
data\processed\secuencias_stgcn\hagrid_nuevo\train_val_call\0fa459fe-ede9-42b4-8542-6565a2e3ba45.npy,train_val_call,hagrid_nuevo
data\processed\secuencias_stgcn\hagrid_nuevo\train_val_call\0fc9ab20-02bd-4904-ae6a-9bc0b4e0c514.npy,train_val_call,hagrid_nuevo
data\processed\secuencias_stgcn\hagrid_nuevo\train_val_call\0ff4be5b-4b0c-4d3a-899c-87b40485bc20.npy,train_val_call,hagrid_nuevo
data\processed\secuencias_stgcn\hagrid_nuevo\train_val_call\10520890-9993-4bc8-99f4-f9dcc1faf51d.npy,train_val_call,hagrid_nuevo
data\processed\secuencias_stgcn\hagrid_nuevo\train_val_call\107dfc77-5dc5-4e76-b983-9cfa05f6306f.npy,train_val_call,hagrid_nuevo
data\processed\secuencias_stgcn\hagrid_nuevo\train_val_call\10995bc9-d0ba-4de4-b8d8-4665f1432df5.npy,train_val_call,hagrid_nuevo
data\processed\secuencias_stgcn\hagrid_nuevo\train_val_call\10d0cda7-e361-4c14-a9bb-e8dfc4e10cb3.npy,train_val_call,hagrid_nuevo
data\processed\secuencias_stgcn\hagrid_nuevo\train_val_call\10f3e9a9-4f4f-4a8c-84bc-722a4c1c1549.npy,train_val_call,hagrid_nuevo
data\processed\secuencias_stgcn\hagrid_nuevo\train_val_call\110cce0a-6e12-4f6f-a795-556237749b3a.npy,train_val_call,hagrid_nuevo
data\processed\secuencias_stgcn\hagrid_nuevo\train_val_call\1129a4ed-6109-45a5-a5be-f7fbadeacb73.npy,train_val_call,hagrid_nuevo
data\processed\secuencias_stgcn\hagrid_nuevo\train_val_call\114d6a27-9594-4302-956a-72e14d9ad5d0.npy,train_val_call,hagrid_nuevo
data\processed\secuencias_stgcn\hagrid_nuevo\train_val_call\116794c8-ebad-40cb-a184-50c9d38111eb.npy,train_val_call,hagrid_nuevo
data\processed\secuencias_stgcn\hagrid_nuevo\train_val_call\118daba2-153e-4d27-8e14-2022e028cfd5.npy,train_val_call,hagrid_nuevo
data\processed\secuencias_stgcn\hagrid_nuevo\train_val_call\11b227f8-4310-4851-9883-93755d499c5f.npy,train_val_call,hagrid_nuevo
data\processed\secuencias_stgcn\hagrid_nuevo\train_val_call\11dda8e2-62ce-4d44-a7ad-8124816c4840.npy,train_val_call,hagrid_nuevo
data\processed\secuencias_stgcn\hagrid_nuevo\train_val_call\122de10d-9335-4124-896f-fc8a85ebb9f2.npy,train_val_call,hagrid_nuevo
data\processed\secuencias_stgcn\hagrid_nuevo\train_val_call\12576d8e-c378-4119-bbfc-922e77e704bf.npy,train_val_call,hagrid_nuevo
data\processed\secuencias_stgcn\hagrid_nuevo\train_val_call\12788c4c-767a-4e22-b0d3-3b9200615406.npy,train_val_call,hagrid_nuevo
data\processed\secuencias_stgcn\hagrid_nuevo\train_val_call\128dfecc-2a73-4d5f-99d1-c3c347c6eb32.npy,train_val_call,hagrid_nuevo
data\processed\secuencias_stgcn\hagrid_nuevo\train_val_call\12c5310c-5637-4590-bc55-212de2d7b689.npy,train_val_call,hagrid_nuevo
data\processed\secuencias_stgcn\hagrid_nuevo\train_val_call\13103c34-100f-45f2-8922-716ec0b82ce1.npy,train_val_call,hagrid_nuevo
data\processed\secuencias_stgcn\hagrid_nuevo\train_val_call\1336e637-aa52-4d1f-ad8e-b7f61c01010f.npy,train_val_call,hagrid_nuevo
data\processed\secuencias_stgcn\hagrid_nuevo\train_val_call\134fe0e7-45c9-4185-96e0-4d5853cafbbb.npy,train_val_call,hagrid_nuevo
data\processed\secuencias_stgcn\hagrid_nuevo\train_val_call\13719edb-e7a2-4d79-9e7f-c300e7a8d6af.npy,train_val_call,hagrid_nuevo
data\processed\secuencias_stgcn\hagrid_nuevo\train_val_call\139bd2ff-0a01-4542-9b81-8d039288ab72.npy,train_val_call,hagrid_nuevo
data\processed\secuencias_stgcn\hagrid_nuevo\train_val_call\13c16540-6797-4b0f-9c31-1d1e30a453ae.npy,train_val_call,hagrid_nuevo
data\processed\secuencias_stgcn\hagrid_nuevo\train_val_call\13e2f778-509b-46cd-a629-b84646e92f4e.npy,train_val_call,hagrid_nuevo
data\processed\secuencias_stgcn\hagrid_nuevo\train_val_call\1408d5a5-0622-48d4-84e8-38e4c6b9c769.npy,train_val_call,hagrid_nuevo
data\processed\secuencias_stgcn\hagrid_nuevo\train_val_call\1422708d-f14c-4d62-bcf4-573f1b354427.npy,train_val_call,hagrid_nuevo
data\processed\secuencias_stgcn\hagrid_nuevo\train_val_call\14692c33-ec4a-45de-bcec-327cba7d3133.npy,train_val_call,hagrid_nuevo
data\processed\secuencias_stgcn\hagrid_nuevo\train_val_call\1493f652-d267-400c-bf68-38ff56430f0e.npy,train_val_call,hagrid_nuevo
data\processed\secuencias_stgcn\hagrid_nuevo\train_val_call\14b1d991-3e20-44b9-800b-31241b72006e.npy,train_val_call,hagrid_nuevo
data\processed\secuencias_stgcn\hagrid_nuevo\train_val_call\14d59de3-3ad4-4d21-af7c-f78d15b18093.npy,train_val_call,hagrid_nuevo
data\processed\secuencias_stgcn\hagrid_nuevo\train_val_call\14f8c4ad-7ef8-4121-b008-a062d61232ad.npy,train_val_call,hagrid_nuevo
data\processed\secuencias_stgcn\hagrid_nuevo\train_val_call\151ec27d-18ef-46cb-becf-6e764834cbec.npy,train_val_call,hagrid_nuevo
data\processed\secuencias_stgcn\hagrid_nuevo\train_val_call\1538a766-d82c-41c1-a366-456f24a2f050.npy,train_val_call,hagrid_nuevo
data\processed\secuencias_stgcn\hagrid_nuevo\train_val_call\155a1b2d-f99a-4639-b263-ed99d056b91c.npy,train_val_call,hagrid_nuevo
data\processed\secuencias_stgcn\hagrid_nuevo\train_val_call\158dc1eb-c670-405e-b2e1-174fd8a15eff.npy,train_val_call,hagrid_nuevo
data\processed\secuencias_stgcn\hagrid_nuevo\train_val_call\15a09b50-ebb2-4beb-8237-018b73b7364a.npy,train_val_call,hagrid_nuevo
data\processed\secuencias_stgcn\hagrid_nuevo\train_val_call\15ca8195-3e89-45d2-b60f-5ca0b84827f8.npy,train_val_call,hagrid_nuevo
data\processed\secuencias_stgcn\hagrid_nuevo\train_val_call\15eeb155-8f28-4e75-b578-bdfeb61b8dbf.npy,train_val_call,hagrid_nuevo
data\processed\secuencias_stgcn\hagrid_nuevo\train_val_call\160b5819-e2c4-4eb8-8254-8f0900b50e99.npy,train_val_call,hagrid_nuevo
data\processed\secuencias_stgcn\hagrid_nuevo\train_val_call\1636df1b-a87d-43f7-8637-90aece13e17a.npy,train_val_call,hagrid_nuevo
data\processed\secuencias_stgcn\hagrid_nuevo\train_val_call\1694718e-a0ba-4bca-a2d6-3bcb6f6b91d5.npy,train_val_call,hagrid_nuevo
data\processed\secuencias_stgcn\hagrid_nuevo\train_val_call\16d9a6b8-7ebb-4276-bb80-5d2c8818165a.npy,train_val_call,hagrid_nuevo
data\processed\secuencias_stgcn\hagrid_nuevo\train_val_call\17110475-4725-41e4-8097-1d2c59d9c102.npy,train_val_call,hagrid_nuevo
data\processed\secuencias_stgcn\hagrid_nuevo\train_val_call\174c8bd1-457a-4d73-a504-354ff138333a.npy,train_val_call,hagrid_nuevo
data\processed\secuencias_stgcn\hagrid_nuevo\train_val_call\176bed70-400a-4a4f-ac32-1c282c0f93a4.npy,train_val_call,hagrid_nuevo
data\processed\secuencias_stgcn\hagrid_nuevo\train_val_call\179d8558-9ad3-40a2-b171-0e608fd2f016.npy,train_val_call,hagrid_nuevo
data\processed\secuencias_stgcn\hagrid_nuevo\train_val_call\17b3aa02-dc4d-448d-8601-e2b67193d436.npy,train_val_call,hagrid_nuevo
data\processed\secuencias_stgcn\hagrid_nuevo\train_val_call\17d804b5-7118-462d-8191-58d764f591b8.npy,train_val_call,hagrid_nuevo
data\processed\secuencias_stgcn\hagrid_nuevo\train_val_call\180ba564-c39a-4e8c-a6ed-dcb24b6951dc.npy,train_val_call,hagrid_nuevo
data\processed\secuencias_stgcn\hagrid_nuevo\train_val_call\1832457a-6ef5-4462-b2ed-1be4a4a0d777.npy,train_val_call,hagrid_nuevo
data\processed\secuencias_stgcn\hagrid_nuevo\train_val_call\18614201-5cc0-4441-af79-389d66eff689.npy,train_val_call,hagrid_nuevo
data\processed\secuencias_stgcn\hagrid_nuevo\train_val_call\188dc044-3ac8-4cd8-9dd8-03c76bb06e47.npy,train_val_call,hagrid_nuevo
data\processed\secuencias_stgcn\hagrid_nuevo\train_val_call\18bad437-7325-4fd2-82d0-00e54938a47c.npy,train_val_call,hagrid_nuevo
data\processed\secuencias_stgcn\hagrid_nuevo\train_val_call\18e8b77e-c073-4107-af89-7e5aac97557d.npy,train_val_call,hagrid_nuevo
data\processed\secuencias_stgcn\hagrid_nuevo\train_val_call\19048f63-d4b1-4d62-bfa9-5eca6a41bcf6.npy,train_val_call,hagrid_nuevo
data\processed\secuencias_stgcn\hagrid_nuevo\train_val_call\1926b71e-719e-4b62-9bf8-a41fffe2e58e.npy,train_val_call,hagrid_nuevo
data\processed\secuencias_stgcn\hagrid_nuevo\train_val_call\1942eeb7-0e34-41dd-a155-d03096347e02.npy,train_val_call,hagrid_nuevo
data\processed\secuencias_stgcn\hagrid_nuevo\train_val_call\196adb3a-4a4c-47c2-9fb8-a0a113209fc4.npy,train_val_call,hagrid_nuevo
data\processed\secuencias_stgcn\hagrid_nuevo\train_val_call\19928bb7-5939-48d3-a560-d1f2d374973d.npy,train_val_call,hagrid_nuevo
data\processed\secuencias_stgcn\hagrid_nuevo\train_val_call\19e396c1-3710-49b9-9c4e-70cca141a933.npy,train_val_call,hagrid_nuevo
data\processed\secuencias_stgcn\hagrid_nuevo\train_val_call\19f9c2cd-896c-4eb6-8b0d-37794f236330.npy,train_val_call,hagrid_nuevo
data\processed\secuencias_stgcn\hagrid_nuevo\train_val_call\1a461329-eda1-413d-89b8-29d327785635.npy,train_val_call,hagrid_nuevo
data\processed\secuencias_stgcn\hagrid_nuevo\train_val_call\1a5bff8b-a1f2-48b5-9736-c2fb0b4b9c8a.npy,train_val_call,hagrid_nuevo
data\processed\secuencias_stgcn\hagrid_nuevo\train_val_call\1a7e5e5b-b9f6-4fd8-88fc-1f504c8874c0.npy,train_val_call,hagrid_nuevo
data\processed\secuencias_stgcn\hagrid_nuevo\train_val_call\1a958881-a1a5-4b09-a98f-82451845de9d.npy,train_val_call,hagrid_nuevo
data\processed\secuencias_stgcn\hagrid_nuevo\train_val_call\1ab8ac1d-86e4-49ea-8537-f1d627d36ddf.npy,train_val_call,hagrid_nuevo
data\processed\secuencias_stgcn\hagrid_nuevo\train_val_call\1addbf5e-c287-42a8-a70f-694817e4b277.npy,train_val_call,hagrid_nuevo
data\processed\secuencias_stgcn\hagrid_nuevo\train_val_call\1afa104f-7185-45ee-97a1-8b1162672640.npy,train_val_call,hagrid_nuevo
data\processed\secuencias_stgcn\hagrid_nuevo\train_val_call\1b2188b2-81e5-4b1d-93ec-032860cd0082.npy,train_val_call,hagrid_nuevo
data\processed\secuencias_stgcn\hagrid_nuevo\train_val_call\1b44c6f6-ee23-4c83-8d87-254941d08a96.npy,train_val_call,hagrid_nuevo
data\processed\secuencias_stgcn\hagrid_nuevo\train_val_call\1b6d3b98-9a14-49de-be4f-2633faf554ed.npy,train_val_call,hagrid_nuevo
data\processed\secuencias_stgcn\hagrid_nuevo\train_val_call\1b9160f3-8f06-4d2a-81f5-75a646032fec.npy,train_val_call,hagrid_nuevo
data\processed\secuencias_stgcn\hagrid_nuevo\train_val_call\1beba1dc-9b05-432a-8936-9cc6531bba90.npy,train_val_call,hagrid_nuevo
data\processed\secuencias_stgcn\hagrid_nuevo\train_val_call\1c025ae3-20c9-4d61-919d-cce19529eeac.npy,train_val_call,hagrid_nuevo
data\processed\secuencias_stgcn\hagrid_nuevo\train_val_call\1c16d066-8093-4243-8f86-827127a596fa.npy,train_val_call,hagrid_nuevo
data\processed\secuencias_stgcn\hagrid_nuevo\train_val_call\1c486251-1845-479c-a5a3-c8e78dd5c5fa.npy,train_val_call,hagrid_nuevo
data\processed\secuencias_stgcn\hagrid_nuevo\train_val_call\1c617e63-84eb-4736-a9f8-44df224156a6.npy,train_val_call,hagrid_nuevo
data\processed\secuencias_stgcn\hagrid_nuevo\train_val_call\1c89fb16-fbcc-42e0-bfbc-5628d31c3a00.npy,train_val_call,hagrid_nuevo
