sample_id,path_landmarks,label,condition,dataset,landmark_quality,mst,mst_origin,split
3aac180f-90f0-4d73-9349-83c16d5ab41d,data/processed/landmarks/hagrid/dislike/3aac180f-90f0-4d73-9349-83c16d5ab41d.npy,dislike,oscuro,hagrid,annotation_2d_projected,8,imputed,train
70072b8f-aeff-4407-a9ce-a995c13f6110,data/processed/landmarks/hagrid/fist/70072b8f-aeff-4407-a9ce-a995c13f6110.npy,fist,medio,hagrid,annotation_2d_projected,6,imputed,train
d1986519-779c-4ea7-b25d-ca9db8165283,data/processed/landmarks/hagrid/two_up_inverted/d1986519-779c-4ea7-b25d-ca9db8165283.npy,two_up_inverted,oscuro,hagrid,annotation_2d_projected,10,imputed,train
freihand_00022557,data/processed/landmarks/freihand/00022557.npy,unknown,oscuro,freihand,real_3d_freihand,10,imputed,train
e6a89dcc-bd82-4820-b039-c4751457530f,data/processed/landmarks/hagrid/two_up_inverted/e6a89dcc-bd82-4820-b039-c4751457530f.npy,two_up_inverted,claro,hagrid,annotation_2d_projected,1,imputed,train
freihand_00010918,data/processed/landmarks/freihand/00010918.npy,unknown,claro,freihand,real_3d_freihand,3,imputed,train
freihand_00021164,data/processed/landmarks/freihand/00021164.npy,unknown,medio,freihand,real_3d_freihand,5,imputed,train
freihand_00009108,data/processed/landmarks/freihand/00009108.npy,unknown,oscuro,freihand,real_3d_freihand,10,imputed,train
edd4955f-448c-413d-aeef-c710629555fd,data/processed/landmarks/hagrid/peace/edd4955f-448c-413d-aeef-c710629555fd.npy,peace,claro,hagrid,annotation_2d_projected,2,imputed,train
freihand_00007723,data/processed/landmarks/freihand/00007723.npy,unknown,claro,freihand,real_3d_freihand,1,imputed,train
freihand_00027267,data/processed/landmarks/freihand/00027267.npy,unknown,oscuro,freihand,real_3d_freihand,10,imputed,train
7eac44ea-850b-40f7-b525-ba1d04ecd944,data/processed/landmarks/hagrid/three2/7eac44ea-850b-40f7-b525-ba1d04ecd944.npy,three2,claro,hagrid,annotation_2d_projected,4,imputed,train
d828fde1-d80f-492d-867a-fc1f9d70250b,data/processed/landmarks/hagrid/three/d828fde1-d80f-492d-867a-fc1f9d70250b.npy,three,claro,hagrid,annotation_2d_projected,2,imputed,train
a92a1b55-bef9-461b-b4a6-2f67ac7c8938,data/processed/landmarks/hagrid/two_up/a92a1b55-bef9-461b-b4a6-2f67ac7c8938.npy,two_up,claro,hagrid,annotation_2d_projected,4,imputed,train
7ddd098c-acf4-4b47-88da-a40000e36270,data/processed/landmarks/hagrid/mute/7ddd098c-acf4-4b47-88da-a40000e36270.npy,mute,oscuro,hagrid,annotation_2d_projected,10,imputed,train
f7c19540-a61e-46d8-8c05-81ccfcbbd32d,data/processed/landmarks/hagrid/three/f7c19540-a61e-46d8-8c05-81ccfcbbd32d.npy,three,oscuro,hagrid,synthetic_gesture_mean,10,imputed,train
118ce844-486e-406d-9802-8df3f0c0bdd0,data/processed/landmarks/hagrid/stop_inverted/118ce844-486e-406d-9802-8df3f0c0bdd0.npy,stop_inverted,claro,hagrid,annotation_2d_projected,3,imputed,train
6f44c17a-8a5f-40a5-a1ca-8970cf797f02,data/processed/landmarks/hagrid/dislike/6f44c17a-8a5f-40a5-a1ca-8970cf797f02.npy,dislike,claro,hagrid,annotation_2d_projected,3,imputed,train
3eb53bb9-d952-43b6-a731-06e772d8c085,data/processed/landmarks/hagrid/fist/3eb53bb9-d952-43b6-a731-06e772d8c085.npy,fist,oscuro,hagrid,annotation_2d_projected,10,imputed,train
freihand_00007343,data/processed/landmarks/freihand/00007343.npy,unknown,medio,freihand,real_3d_freihand,5,imputed,train
freihand_00016186,data/processed/landmarks/freihand/00016186.npy,unknown,claro,freihand,real_3d_freihand,2,imputed,train
6dbf3f6d-050a-4511-80c4-6b86dfd95d5d,data/processed/landmarks/hagrid/call/6dbf3f6d-050a-4511-80c4-6b86dfd95d5d.npy,call,oscuro,hagrid,annotation_2d_projected,10,imputed,train
freihand_00005402,data/processed/landmarks/freihand/00005402.npy,unknown,medio,freihand,real_3d_freihand,6,imputed,train
freihand_00018044,data/processed/landmarks/freihand/00018044.npy,unknown,medio,freihand,real_3d_freihand,6,imputed,train
d68dea65-9176-4285-968d-c14a29842a94,data/processed/landmarks/hagrid/stop/d68dea65-9176-4285-968d-c14a29842a94.npy,stop,claro,hagrid,annotation_2d_projected,2,imputed,train
freihand_00028014,data/processed/landmarks/freihand/00028014.npy,unknown,oscuro,freihand,real_3d_freihand,9,imputed,train
0c4f63b9-9503-432d-a615-1c50b1294356,data/processed/landmarks/hagrid/three/0c4f63b9-9503-432d-a615-1c50b1294356.npy,three,oscuro,hagrid,annotation_2d_projected,9,imputed,train
67193751-7db9-4d25-840c-73bf99fe42db,data/processed/landmarks/hagrid/two_up/67193751-7db9-4d25-840c-73bf99fe42db.npy,two_up,claro,hagrid,annotation_2d_projected,2,imputed,train
19c903b1-7199-4682-8a75-26bfc8a04afe,data/processed/landmarks/hagrid/three2/19c903b1-7199-4682-8a75-26bfc8a04afe.npy,three2,oscuro,hagrid,annotation_2d_projected,8,imputed,train
b249fea6-a19a-4fc0-ab2a-579cf2caba9b,data/processed/landmarks/hagrid/ok/b249fea6-a19a-4fc0-ab2a-579cf2caba9b.npy,ok,claro,hagrid,annotation_2d_projected,3,imputed,train
a241f015-97dd-4caf-9218-0868b4872eea,data/processed/landmarks/hagrid/peace_inverted/a241f015-97dd-4caf-9218-0868b4872eea.npy,peace_inverted,medio,hagrid,annotation_2d_projected,7,imputed,train
freihand_00022476,data/processed/landmarks/freihand/00022476.npy,unknown,oscuro,freihand,real_3d_freihand,10,imputed,train
freihand_00018597,data/processed/landmarks/freihand/00018597.npy,unknown,oscuro,freihand,real_3d_freihand,10,imputed,train
freihand_00000325,data/processed/landmarks/freihand/00000325.npy,unknown,claro,freihand,real_3d_freihand,3,imputed,train
5d8f3291-1a0a-4f4f-b44b-fa894f8f701e,data/processed/landmarks/hagrid/two_up/5d8f3291-1a0a-4f4f-b44b-fa894f8f701e.npy,two_up,oscuro,hagrid,annotation_2d_projected,8,imputed,train
2527205c-6c56-4623-a2df-025a9aef89d9,data/processed/landmarks/hagrid/stop/2527205c-6c56-4623-a2df-025a9aef89d9.npy,stop,claro,hagrid,annotation_2d_projected,1,imputed,train
freihand_00027358,data/processed/landmarks/freihand/00027358.npy,unknown,claro,freihand,real_3d_freihand,1,imputed,train
bb1c9658-23e4-4dc5-ab10-f92107da8a06,data/processed/landmarks/hagrid/two_up/bb1c9658-23e4-4dc5-ab10-f92107da8a06.npy,two_up,oscuro,hagrid,annotation_2d_projected,9,imputed,train
freihand_00006159,data/processed/landmarks/freihand/00006159.npy,unknown,oscuro,freihand,real_3d_freihand,8,imputed,train
freihand_00006880,data/processed/landmarks/freihand/00006880.npy,unknown,claro,freihand,real_3d_freihand,1,imputed,train
freihand_00017918,data/processed/landmarks/freihand/00017918.npy,unknown,medio,freihand,real_3d_freihand,7,imputed,train
9774942a-dfd2-4ef8-9edb-f0e06f416b78,data/processed/landmarks/hagrid/four/9774942a-dfd2-4ef8-9edb-f0e06f416b78.npy,four,oscuro,hagrid,annotation_2d_projected,10,imputed,train
315a4b6e-e476-4474-8612-4f4daaed98b7,data/processed/landmarks/hagrid/stop/315a4b6e-e476-4474-8612-4f4daaed98b7.npy,stop,oscuro,hagrid,annotation_2d_projected,10,imputed,train
freihand_00011536,data/processed/landmarks/freihand/00011536.npy,unknown,claro,freihand,real_3d_freihand,1,imputed,train
eda38427-3a73-4ec3-b716-ee8e7ff360e6,data/processed/landmarks/hagrid/ok/eda38427-3a73-4ec3-b716-ee8e7ff360e6.npy,ok,medio,hagrid,annotation_2d_projected,7,imputed,train
freihand_00001800,data/processed/landmarks/freihand/00001800.npy,unknown,oscuro,freihand,real_3d_freihand,10,imputed,train
freihand_00025854,data/processed/landmarks/freihand/00025854.npy,unknown,oscuro,freihand,real_3d_freihand,8,imputed,train
freihand_00012154,data/processed/landmarks/freihand/00012154.npy,unknown,claro,freihand,real_3d_freihand,2,imputed,train
freihand_00008454,data/processed/landmarks/freihand/00008454.npy,unknown,oscuro,freihand,real_3d_freihand,8,imputed,train
b028bf20-e7c9-433a-ab3e-6dec796aebd0,data/processed/landmarks/hagrid/stop_inverted/b028bf20-e7c9-433a-ab3e-6dec796aebd0.npy,stop_inverted,oscuro,hagrid,annotation_2d_projected,10,imputed,train
freihand_00030534,data/processed/landmarks/freihand/00030534.npy,unknown,oscuro,freihand,real_3d_freihand,8,imputed,train
freihand_00003850,data/processed/landmarks/freihand/00003850.npy,unknown,claro,freihand,real_3d_freihand,1,imputed,train
freihand_00027437,data/processed/landmarks/freihand/00027437.npy,unknown,medio,freihand,real_3d_freihand,7,imputed,train
freihand_00017549,data/processed/landmarks/freihand/00017549.npy,unknown,medio,freihand,real_3d_freihand,7,imputed,train
5f125831-2c6e-4e60-a790-186bf4deda0b,data/processed/landmarks/hagrid/four/5f125831-2c6e-4e60-a790-186bf4deda0b.npy,four,claro,hagrid,annotation_2d_projected,1,imputed,train
freihand_00027199,data/processed/landmarks/freihand/00027199.npy,unknown,claro,freihand,real_3d_freihand,3,imputed,train
freihand_00003986,data/processed/landmarks/freihand/00003986.npy,unknown,medio,freihand,real_3d_freihand,5,imputed,train
freihand_00027350,data/processed/landmarks/freihand/00027350.npy,unknown,medio,freihand,real_3d_freihand,6,imputed,train
efb19efb-7e21-47a3-bb29-6b6494bb4546,data/processed/landmarks/hagrid/four/efb19efb-7e21-47a3-bb29-6b6494bb4546.npy,four,claro,hagrid,annotation_2d_projected,3,imputed,train
b6e7a40f-d4d2-4aa7-a768-4de01fcee594,data/processed/landmarks/hagrid/stop_inverted/b6e7a40f-d4d2-4aa7-a768-4de01fcee594.npy,stop_inverted,medio,hagrid,annotation_2d_projected,7,imputed,train
4bec2f00-ea8b-4781-ab0d-31477a73bd8c,data/processed/landmarks/hagrid/like/4bec2f00-ea8b-4781-ab0d-31477a73bd8c.npy,like,oscuro,hagrid,synthetic_gesture_mean,8,imputed,train
eb3b5cbf-3662-42c1-bfe4-77208470b509,data/processed/landmarks/hagrid/four/eb3b5cbf-3662-42c1-bfe4-77208470b509.npy,four,medio,hagrid,annotation_2d_projected,5,imputed,train
8818ece1-da6b-4870-9944-57086c1aa8c6,data/processed/landmarks/hagrid/like/8818ece1-da6b-4870-9944-57086c1aa8c6.npy,like,medio,hagrid,annotation_2d_projected,7,imputed,train
freihand_00008682,data/processed/landmarks/freihand/00008682.npy,unknown,oscuro,freihand,real_3d_freihand,8,imputed,train
7847fd31-19c4-4d13-8987-cc9b697a21fa,data/processed/landmarks/hagrid/stop/7847fd31-19c4-4d13-8987-cc9b697a21fa.npy,stop,medio,hagrid,annotation_2d_projected,6,imputed,train
freihand_00016390,data/processed/landmarks/freihand/00016390.npy,unknown,claro,freihand,real_3d_freihand,2,imputed,train
freihand_00015957,data/processed/landmarks/freihand/00015957.npy,unknown,oscuro,freihand,real_3d_freihand,10,imputed,train
freihand_00016491,data/processed/landmarks/freihand/00016491.npy,unknown,oscuro,freihand,real_3d_freihand,10,imputed,train
0981df3f-e759-414e-a767-c1e8042e1cd6,data/processed/landmarks/hagrid/peace/0981df3f-e759-414e-a767-c1e8042e1cd6.npy,peace,medio,hagrid,annotation_2d_projected,7,imputed,train
95dea101-0d8d-4462-acff-7ec32ac681ca,data/processed/landmarks/hagrid/palm/95dea101-0d8d-4462-acff-7ec32ac681ca.npy,palm,medio,hagrid,annotation_2d_projected,7,imputed,train
1b3d06a0-554e-4d3f-8d07-1e8c11eb666d,data/processed/landmarks/hagrid/palm/1b3d06a0-554e-4d3f-8d07-1e8c11eb666d.npy,palm,claro,hagrid,annotation_2d_projected,2,imputed,train
bcee6f51-411d-4b7b-874c-b8c7ee8ae98c,data/processed/landmarks/hagrid/fist/bcee6f51-411d-4b7b-874c-b8c7ee8ae98c.npy,fist,oscuro,hagrid,annotation_2d_projected,10,imputed,train
581cada3-d82c-4b67-be36-86a80acb4237,data/processed/landmarks/hagrid/fist/581cada3-d82c-4b67-be36-86a80acb4237.npy,fist,oscuro,hagrid,annotation_2d_projected,10,imputed,train
freihand_00026721,data/processed/landmarks/freihand/00026721.npy,unknown,oscuro,freihand,real_3d_freihand,10,imputed,train
freihand_00002176,data/processed/landmarks/freihand/00002176.npy,unknown,claro,freihand,real_3d_freihand,4,imputed,train
freihand_00004517,data/processed/landmarks/freihand/00004517.npy,unknown,medio,freihand,real_3d_freihand,5,imputed,train
fb87ae7a-46d7-4e0c-8a1b-cfe3244f8daf,data/processed/landmarks/hagrid/peace_inverted/fb87ae7a-46d7-4e0c-8a1b-cfe3244f8daf.npy,peace_inverted,oscuro,hagrid,annotation_2d_projected,8,imputed,train
freihand_00031618,data/processed/landmarks/freihand/00031618.npy,unknown,claro,freihand,real_3d_freihand,3,imputed,train
freihand_00024669,data/processed/landmarks/freihand/00024669.npy,unknown,oscuro,freihand,real_3d_freihand,10,imputed,train
679050b9-0c53-426e-8a8e-716c213e4065,data/processed/landmarks/hagrid/rock/679050b9-0c53-426e-8a8e-716c213e4065.npy,rock,oscuro,hagrid,annotation_2d_projected,10,imputed,train
758f4c11-d016-4195-8f1e-2b432514c42a,data/processed/landmarks/hagrid/four/758f4c11-d016-4195-8f1e-2b432514c42a.npy,four,claro,hagrid,annotation_2d_projected,2,imputed,train
freihand_00009969,data/processed/landmarks/freihand/00009969.npy,unknown,oscuro,freihand,real_3d_freihand,8,imputed,train
7b1b4506-0abf-4693-9e31-ae12bde8ff24,data/processed/landmarks/hagrid/two_up/7b1b4506-0abf-4693-9e31-ae12bde8ff24.npy,two_up,claro,hagrid,annotation_2d_projected,3,imputed,train
freihand_00014898,data/processed/landmarks/freihand/00014898.npy,unknown,oscuro,freihand,real_3d_freihand,10,imputed,train
f9e5e6ce-4b4e-4f50-afa6-5ef2d5399129,data/processed/landmarks/hagrid/rock/f9e5e6ce-4b4e-4f50-afa6-5ef2d5399129.npy,rock,medio,hagrid,annotation_2d_projected,6,imputed,train
771bc0cb-0daa-425d-b9e0-3e6941a648f4,data/processed/landmarks/hagrid/three2/771bc0cb-0daa-425d-b9e0-3e6941a648f4.npy,three2,medio,hagrid,annotation_2d_projected,6,imputed,train
5242565d-b3c5-4513-b285-1097bbf1adcd,data/processed/landmarks/hagrid/two_up_inverted/5242565d-b3c5-4513-b285-1097bbf1adcd.npy,two_up_inverted,medio,hagrid,annotation_2d_projected,6,imputed,train
7b4ea973-3c11-4212-9e31-a475bb2fd686,data/processed/landmarks/hagrid/four/7b4ea973-3c11-4212-9e31-a475bb2fd686.npy,four,claro,hagrid,annotation_2d_projected,2,imputed,train
freihand_00001814,data/processed/landmarks/freihand/00001814.npy,unknown,medio,freihand,real_3d_freihand,7,imputed,train
40bc7231-7fd7-4e55-add5-682cdba0671c,data/processed/landmarks/hagrid/one/40bc7231-7fd7-4e55-add5-682cdba0671c.npy,one,claro,hagrid,annotation_2d_projected,2,imputed,train
5ff2f066-393f-4ff8-b74f-d7e86215cf75,data/processed/landmarks/hagrid/call/5ff2f066-393f-4ff8-b74f-d7e86215cf75.npy,call,claro,hagrid,annotation_2d_projected,4,imputed,train
freihand_00028743,data/processed/landmarks/freihand/00028743.npy,unknown,oscuro,freihand,real_3d_freihand,10,imputed,train
freihand_00012742,data/processed/landmarks/freihand/00012742.npy,unknown,claro,freihand,real_3d_freihand,2,imputed,train
ee71959a-b8ee-4721-b719-13eb5d270287,data/processed/landmarks/hagrid/ok/ee71959a-b8ee-4721-b719-13eb5d270287.npy,ok,oscuro,hagrid,annotation_2d_projected,8,imputed,train
freihand_00007494,data/processed/landmarks/freihand/00007494.npy,unknown,oscuro,freihand,real_3d_freihand,9,imputed,train
freihand_00016147,data/processed/landmarks/freihand/00016147.npy,unknown,claro,freihand,real_3d_freihand,4,imputed,train
503bd763-6a48-4c48-8226-92d15931461e,data/processed/landmarks/hagrid/peace_inverted/503bd763-6a48-4c48-8226-92d15931461e.npy,peace_inverted,claro,hagrid,annotation_2d_projected,3,imputed,train
4b862993-748d-48d1-8fc5-e6dc885fd933,data/processed/landmarks/hagrid/three/4b862993-748d-48d1-8fc5-e6dc885fd933.npy,three,oscuro,hagrid,annotation_2d_projected,10,imputed,train
280cbf44-0c47-4c36-8f37-5257b6056d82,data/processed/landmarks/hagrid/ok/280cbf44-0c47-4c36-8f37-5257b6056d82.npy,ok,medio,hagrid,annotation_2d_projected,5,imputed,train
freihand_00020440,data/processed/landmarks/freihand/00020440.npy,unknown,claro,freihand,real_3d_freihand,4,imputed,train
freihand_00006995,data/processed/landmarks/freihand/00006995.npy,unknown,medio,freihand,real_3d_freihand,7,imputed,train
freihand_00007582,data/processed/landmarks/freihand/00007582.npy,unknown,claro,freihand,real_3d_freihand,4,imputed,train
bf8cf470-4eb1-45cb-a384-dd03380fd942,data/processed/landmarks/hagrid/stop_inverted/bf8cf470-4eb1-45cb-a384-dd03380fd942.npy,stop_inverted,claro,hagrid,annotation_2d_projected,3,imputed,train
freihand_00009474,data/processed/landmarks/freihand/00009474.npy,unknown,oscuro,freihand,real_3d_freihand,10,imputed,train
fe201753-a43b-4f59-8e1e-c3779cc630a9,data/processed/landmarks/hagrid/two_up/fe201753-a43b-4f59-8e1e-c3779cc630a9.npy,two_up,claro,hagrid,annotation_2d_projected,2,imputed,train
freihand_00001277,data/processed/landmarks/freihand/00001277.npy,unknown,medio,freihand,real_3d_freihand,5,imputed,train
fd29e333-cf45-4b1b-8c14-277ebfb1a301,data/processed/landmarks/hagrid/mute/fd29e333-cf45-4b1b-8c14-277ebfb1a301.npy,mute,medio,hagrid,annotation_2d_projected,7,imputed,train
acc54897-b2ce-4ef2-87bd-fc1ffb861059,data/processed/landmarks/hagrid/peace/acc54897-b2ce-4ef2-87bd-fc1ffb861059.npy,peace,medio,hagrid,annotation_2d_projected,7,imputed,train
freihand_00018522,data/processed/landmarks/freihand/00018522.npy,unknown,oscuro,freihand,real_3d_freihand,9,imputed,train
freihand_00023152,data/processed/landmarks/freihand/00023152.npy,unknown,claro,freihand,real_3d_freihand,2,imputed,train
203964d9-df22-4e8f-8d3b-ebcc8a064dd4,data/processed/landmarks/hagrid/stop/203964d9-df22-4e8f-8d3b-ebcc8a064dd4.npy,stop,medio,hagrid,annotation_2d_projected,5,imputed,train
0318f283-f7c2-4dba-87f4-194f5fbc570b,data/processed/landmarks/hagrid/mute/0318f283-f7c2-4dba-87f4-194f5fbc570b.npy,mute,claro,hagrid,annotation_2d_projected,1,imputed,train
666c3102-367b-40cf-9cd4-c673753e0b0f,data/processed/landmarks/hagrid/rock/666c3102-367b-40cf-9cd4-c673753e0b0f.npy,rock,oscuro,hagrid,annotation_2d_projected,8,imputed,train
freihand_00008601,data/processed/landmarks/freihand/00008601.npy,unknown,oscuro,freihand,real_3d_freihand,10,imputed,train
7c8c8e92-2260-408b-8261-27cd2482ff9a,data/processed/landmarks/hagrid/call/7c8c8e92-2260-408b-8261-27cd2482ff9a.npy,call,claro,hagrid,annotation_2d_projected,3,imputed,train
57142391-6ee6-4be6-9a02-05904bfd07ed,data/processed/landmarks/hagrid/stop/57142391-6ee6-4be6-9a02-05904bfd07ed.npy,stop,medio,hagrid,annotation_2d_projected,5,imputed,train
57213599-d274-4c63-9c01-2884f79ed139,data/processed/landmarks/hagrid/stop_inverted/57213599-d274-4c63-9c01-2884f79ed139.npy,stop_inverted,oscuro,hagrid,annotation_2d_projected,10,imputed,train
freihand_00007659,data/processed/landmarks/freihand/00007659.npy,unknown,oscuro,freihand,real_3d_freihand,10,imputed,train
754e65fa-c443-47a4-a1b4-52f8e68a8b65,data/processed/landmarks/hagrid/one/754e65fa-c443-47a4-a1b4-52f8e68a8b65.npy,one,claro,hagrid,annotation_2d_projected,2,imputed,train
280fdda6-ced7-4a69-b949-307e0b486187,data/processed/landmarks/hagrid/dislike/280fdda6-ced7-4a69-b949-307e0b486187.npy,dislike,claro,hagrid,annotation_2d_projected,2,imputed,train
db5aff49-8353-4dc9-a80e-cc11ee2f9905,data/processed/landmarks/hagrid/rock/db5aff49-8353-4dc9-a80e-cc11ee2f9905.npy,rock,medio,hagrid,annotation_2d_projected,6,imputed,train
freihand_00010023,data/processed/landmarks/freihand/00010023.npy,unknown,oscuro,freihand,real_3d_freihand,8,imputed,train
08308e79-9955-4422-9d87-0fdedd5b41ea,data/processed/landmarks/hagrid/two_up/08308e79-9955-4422-9d87-0fdedd5b41ea.npy,two_up,claro,hagrid,annotation_2d_projected,3,imputed,train
73d519b5-e425-4eea-baf9-3e9c9eaa8f85,data/processed/landmarks/hagrid/call/73d519b5-e425-4eea-baf9-3e9c9eaa8f85.npy,call,oscuro,hagrid,annotation_2d_projected,9,imputed,train
15003690-bc8a-452d-9610-6d9d189be83d,data/processed/landmarks/hagrid/four/15003690-bc8a-452d-9610-6d9d189be83d.npy,four,medio,hagrid,annotation_2d_projected,7,imputed,train
freihand_00009869,data/processed/landmarks/freihand/00009869.npy,unknown,medio,freihand,real_3d_freihand,6,imputed,train
freihand_00004795,data/processed/landmarks/freihand/00004795.npy,unknown,claro,freihand,real_3d_freihand,2,imputed,train
04dbcc7e-3bed-4893-8e16-9a20a348d56d,data/processed/landmarks/hagrid/stop/04dbcc7e-3bed-4893-8e16-9a20a348d56d.npy,stop,oscuro,hagrid,annotation_2d_projected,9,imputed,train
3e7deacd-68f5-401e-bc93-9dfb150d1635,data/processed/landmarks/hagrid/stop/3e7deacd-68f5-401e-bc93-9dfb150d1635.npy,stop,oscuro,hagrid,annotation_2d_projected,9,imputed,train
freihand_00028858,data/processed/landmarks/freihand/00028858.npy,unknown,claro,freihand,real_3d_freihand,3,imputed,train
adb8dc87-a5c4-4d61-9c69-5001e34dd3eb,data/processed/landmarks/hagrid/peace/adb8dc87-a5c4-4d61-9c69-5001e34dd3eb.npy,peace,medio,hagrid,annotation_2d_projected,6,imputed,train
34abab04-4741-4495-a425-58aced205d29,data/processed/landmarks/hagrid/like/34abab04-4741-4495-a425-58aced205d29.npy,like,oscuro,hagrid,synthetic_gesture_mean,9,imputed,train
63051bed-eddf-43dc-b1f5-e5e96395a751,data/processed/landmarks/hagrid/palm/63051bed-eddf-43dc-b1f5-e5e96395a751.npy,palm,medio,hagrid,annotation_2d_projected,6,imputed,train
freihand_00006918,data/processed/landmarks/freihand/00006918.npy,unknown,oscuro,freihand,real_3d_freihand,10,imputed,train
ff9e4e9f-e8bb-48e6-9005-c6ce2d0aa8f5,data/processed/landmarks/hagrid/stop/ff9e4e9f-e8bb-48e6-9005-c6ce2d0aa8f5.npy,stop,medio,hagrid,annotation_2d_projected,7,imputed,train
31027bf4-4557-4ee7-9a0e-d9fa03c6d874,data/processed/landmarks/hagrid/peace_inverted/31027bf4-4557-4ee7-9a0e-d9fa03c6d874.npy,peace_inverted,oscuro,hagrid,annotation_2d_projected,8,imputed,train
freihand_00027983,data/processed/landmarks/freihand/00027983.npy,unknown,medio,freihand,real_3d_freihand,5,imputed,train
freihand_00022594,data/processed/landmarks/freihand/00022594.npy,unknown,claro,freihand,real_3d_freihand,3,imputed,train
a00de42f-4f69-4db0-97b7-11ed665e36c0,data/processed/landmarks/hagrid/stop_inverted/a00de42f-4f69-4db0-97b7-11ed665e36c0.npy,stop_inverted,oscuro,hagrid,annotation_2d_projected,10,imputed,train
freihand_00030589,data/processed/landmarks/freihand/00030589.npy,unknown,claro,freihand,real_3d_freihand,3,imputed,train
0ec981cc-7e19-4f6d-ab82-caf4c1c7c194,data/processed/landmarks/hagrid/four/0ec981cc-7e19-4f6d-ab82-caf4c1c7c194.npy,four,claro,hagrid,annotation_2d_projected,3,imputed,train
freihand_00004070,data/processed/landmarks/freihand/00004070.npy,unknown,medio,freihand,real_3d_freihand,5,imputed,train
92e1dea3-d7a3-49ce-81aa-7b2bace62419,data/processed/landmarks/hagrid/peace_inverted/92e1dea3-d7a3-49ce-81aa-7b2bace62419.npy,peace_inverted,claro,hagrid,synthetic_gesture_mean,2,imputed,train
f81d1f1e-2acd-42e6-85fc-9e6de667113e,data/processed/landmarks/hagrid/rock/f81d1f1e-2acd-42e6-85fc-9e6de667113e.npy,rock,medio,hagrid,annotation_2d_projected,7,imputed,train
freihand_00019018,data/processed/landmarks/freihand/00019018.npy,unknown,claro,freihand,real_3d_freihand,3,imputed,train
freihand_00017260,data/processed/landmarks/freihand/00017260.npy,unknown,claro,freihand,real_3d_freihand,4,imputed,train
fd8744e2-2794-4f21-8881-cac2cb120d7d,data/processed/landmarks/hagrid/dislike/fd8744e2-2794-4f21-8881-cac2cb120d7d.npy,dislike,medio,hagrid,annotation_2d_projected,5,imputed,train
freihand_00012961,data/processed/landmarks/freihand/00012961.npy,unknown,claro,freihand,real_3d_freihand,3,imputed,train
