sample_id,path_landmarks,label,condition,dataset,landmark_quality,mst,mst_origin,split
palm_0006.jpg,data/processed/landmarks/hagrid/palm/palm_0006.jpg.npy,palm,medio,hagrid,unknown_hagrid_quality,6,imputed,train
freihand_00001138,data/processed/landmarks/freihand/00001138.npy,unknown,claro,freihand,real_3d_freihand,2,imputed,train
freihand_00006913,data/processed/landmarks/freihand/00006913.npy,unknown,oscuro,freihand,real_3d_freihand,9,imputed,train
palm_0005.jpg,data/processed/landmarks/hagrid/palm/palm_0005.jpg.npy,palm,claro,hagrid,unknown_hagrid_quality,1,imputed,train
palm_0002.jpg,data/processed/landmarks/hagrid/palm/palm_0002.jpg.npy,palm,claro,hagrid,unknown_hagrid_quality,3,imputed,train
palm_0004.jpg,data/processed/landmarks/hagrid/palm/palm_0004.jpg.npy,palm,oscuro,hagrid,unknown_hagrid_quality,8,imputed,train
freihand_00010346,data/processed/landmarks/freihand/00010346.npy,unknown,claro,freihand,real_3d_freihand,2,imputed,train
freihand_00016855,data/processed/landmarks/freihand/00016855.npy,unknown,oscuro,freihand,real_3d_freihand,10,imputed,train
freihand_00026223,data/processed/landmarks/freihand/00026223.npy,unknown,medio,freihand,real_3d_freihand,6,original,train
freihand_00021436,data/processed/landmarks/freihand/00021436.npy,unknown,claro,freihand,real_3d_freihand,2,imputed,train
freihand_00005183,data/processed/landmarks/freihand/00005183.npy,unknown,claro,freihand,real_3d_freihand,1,imputed,train
freihand_00020375,data/processed/landmarks/freihand/00020375.npy,unknown,medio,freihand,real_3d_freihand,6,imputed,train
freihand_00008229,data/processed/landmarks/freihand/00008229.npy,unknown,claro,freihand,real_3d_freihand,3,imputed,train
palm_0007.jpg,data/processed/landmarks/hagrid/palm/palm_0007.jpg.npy,palm,oscuro,hagrid,unknown_hagrid_quality,10,imputed,train
freihand_00020537,data/processed/landmarks/freihand/00020537.npy,unknown,medio,freihand,real_3d_freihand,7,original,train
freihand_00029316,data/processed/landmarks/freihand/00029316.npy,unknown,claro,freihand,real_3d_freihand,2,imputed,train
freihand_00009289,data/processed/landmarks/freihand/00009289.npy,unknown,claro,freihand,real_3d_freihand,2,imputed,train
palm_0009.jpg,data/processed/landmarks/hagrid/palm/palm_0009.jpg.npy,palm,medio,hagrid,unknown_hagrid_quality,6,imputed,train
freihand_00027757,data/processed/landmarks/freihand/00027757.npy,unknown,claro,freihand,real_3d_freihand,3,imputed,train
fist_0003.jpg,data/processed/landmarks/hagrid/fist/fist_0003.jpg.npy,fist,oscuro,hagrid,unknown_hagrid_quality,10,imputed,train
palm_0001.jpg,data/processed/landmarks/hagrid/palm/palm_0001.jpg.npy,palm,oscuro,hagrid,unknown_hagrid_quality,9,imputed,train
freihand_00025733,data/processed/landmarks/freihand/00025733.npy,unknown,claro,freihand,real_3d_freihand,2,imputed,train
freihand_00013217,data/processed/landmarks/freihand/00013217.npy,unknown,claro,freihand,real_3d_freihand,2,imputed,train
fist_0002.jpg,data/processed/landmarks/hagrid/fist/fist_0002.jpg.npy,fist,medio,hagrid,unknown_hagrid_quality,6,imputed,train
freihand_00011427,data/processed/landmarks/freihand/00011427.npy,unknown,medio,freihand,real_3d_freihand,5,original,train
fist_0003.jpg,data/processed/landmarks/hagrid/fist/fist_0003.jpg.npy,fist,oscuro,hagrid,unknown_hagrid_quality,10,imputed,train
freihand_00002759,data/processed/landmarks/freihand/00002759.npy,unknown,claro,freihand,real_3d_freihand,4,imputed,train
palm_0004.jpg,data/processed/landmarks/hagrid/palm/palm_0004.jpg.npy,palm,oscuro,hagrid,unknown_hagrid_quality,8,imputed,train
palm_0009.jpg,data/processed/landmarks/hagrid/palm/palm_0009.jpg.npy,palm,medio,hagrid,unknown_hagrid_quality,6,imputed,train
palm_0009.jpg,data/processed/landmarks/hagrid/palm/palm_0009.jpg.npy,palm,medio,hagrid,unknown_hagrid_quality,6,imputed,train
freihand_00002797,data/processed/landmarks/freihand/00002797.npy,unknown,medio,freihand,real_3d_freihand,6,original,train
freihand_00009453,data/processed/landmarks/freihand/00009453.npy,unknown,oscuro,freihand,real_3d_freihand,10,imputed,train
palm_0002.jpg,data/processed/landmarks/hagrid/palm/palm_0002.jpg.npy,palm,claro,hagrid,unknown_hagrid_quality,3,imputed,train
fist_0003.jpg,data/processed/landmarks/hagrid/fist/fist_0003.jpg.npy,fist,oscuro,hagrid,unknown_hagrid_quality,10,imputed,train
palm_0005.jpg,data/processed/landmarks/hagrid/palm/palm_0005.jpg.npy,palm,claro,hagrid,unknown_hagrid_quality,1,imputed,train
palm_0008.jpg,data/processed/landmarks/hagrid/palm/palm_0008.jpg.npy,palm,claro,hagrid,unknown_hagrid_quality,3,imputed,train
freihand_00010341,data/processed/landmarks/freihand/00010341.npy,unknown,medio,freihand,real_3d_freihand,6,original,train
freihand_00026152,data/processed/landmarks/freihand/00026152.npy,unknown,claro,freihand,real_3d_freihand,1,imputed,train
freihand_00028316,data/processed/landmarks/freihand/00028316.npy,unknown,oscuro,freihand,real_3d_freihand,10,imputed,train
fist_0002.jpg,data/processed/landmarks/hagrid/fist/fist_0002.jpg.npy,fist,medio,hagrid,unknown_hagrid_quality,6,imputed,train
palm_0003.jpg,data/processed/landmarks/hagrid/palm/palm_0003.jpg.npy,palm,medio,hagrid,unknown_hagrid_quality,7,imputed,train
freihand_00017176,data/processed/landmarks/freihand/00017176.npy,unknown,claro,freihand,real_3d_freihand,3,imputed,train
freihand_00000614,data/processed/landmarks/freihand/00000614.npy,unknown,medio,freihand,real_3d_freihand,5,original,train
palm_0005.jpg,data/processed/landmarks/hagrid/palm/palm_0005.jpg.npy,palm,claro,hagrid,unknown_hagrid_quality,1,imputed,train
freihand_00010264,data/processed/landmarks/freihand/00010264.npy,unknown,claro,freihand,real_3d_freihand,3,imputed,train
freihand_00022966,data/processed/landmarks/freihand/00022966.npy,unknown,medio,freihand,real_3d_freihand,5,imputed,train
palm_0006.jpg,data/processed/landmarks/hagrid/palm/palm_0006.jpg.npy,palm,medio,hagrid,unknown_hagrid_quality,6,imputed,train
freihand_00016042,data/processed/landmarks/freihand/00016042.npy,unknown,oscuro,freihand,real_3d_freihand,10,imputed,train
freihand_00022432,data/processed/landmarks/freihand/00022432.npy,unknown,medio,freihand,real_3d_freihand,7,original,train
freihand_00001981,data/processed/landmarks/freihand/00001981.npy,unknown,claro,freihand,real_3d_freihand,1,imputed,train
palm_0009.jpg,data/processed/landmarks/hagrid/palm/palm_0009.jpg.npy,palm,medio,hagrid,unknown_hagrid_quality,6,imputed,train
freihand_00009154,data/processed/landmarks/freihand/00009154.npy,unknown,claro,freihand,real_3d_freihand,1,imputed,train
palm_0010.jpg,data/processed/landmarks/hagrid/palm/palm_0010.jpg.npy,palm,oscuro,hagrid,unknown_hagrid_quality,10,imputed,train
freihand_00011205,data/processed/landmarks/freihand/00011205.npy,unknown,claro,freihand,real_3d_freihand,3,imputed,train
freihand_00014232,data/processed/landmarks/freihand/00014232.npy,unknown,claro,freihand,real_3d_freihand,3,imputed,train
fist_0005.jpg,data/processed/landmarks/hagrid/fist/fist_0005.jpg.npy,fist,medio,hagrid,unknown_hagrid_quality,5,imputed,train
fist_0004.jpg,data/processed/landmarks/hagrid/fist/fist_0004.jpg.npy,fist,claro,hagrid,unknown_hagrid_quality,3,imputed,train
freihand_00007188,data/processed/landmarks/freihand/00007188.npy,unknown,medio,freihand,real_3d_freihand,7,original,train
fist_0001.jpg,data/processed/landmarks/hagrid/fist/fist_0001.jpg.npy,fist,claro,hagrid,unknown_hagrid_quality,4,imputed,train
freihand_00003591,data/processed/landmarks/freihand/00003591.npy,unknown,oscuro,freihand,real_3d_freihand,10,imputed,train
freihand_00009207,data/processed/landmarks/freihand/00009207.npy,unknown,claro,freihand,real_3d_freihand,2,imputed,train
freihand_00031993,data/processed/landmarks/freihand/00031993.npy,unknown,oscuro,freihand,real_3d_freihand,10,imputed,train
fist_0003.jpg,data/processed/landmarks/hagrid/fist/fist_0003.jpg.npy,fist,oscuro,hagrid,unknown_hagrid_quality,10,imputed,train
freihand_00005129,data/processed/landmarks/freihand/00005129.npy,unknown,oscuro,freihand,real_3d_freihand,8,imputed,train
freihand_00031302,data/processed/landmarks/freihand/00031302.npy,unknown,oscuro,freihand,real_3d_freihand,8,imputed,train
palm_0006.jpg,data/processed/landmarks/hagrid/palm/palm_0006.jpg.npy,palm,medio,hagrid,unknown_hagrid_quality,6,imputed,train
palm_0006.jpg,data/processed/landmarks/hagrid/palm/palm_0006.jpg.npy,palm,medio,hagrid,unknown_hagrid_quality,6,imputed,train
palm_0005.jpg,data/processed/landmarks/hagrid/palm/palm_0005.jpg.npy,palm,claro,hagrid,unknown_hagrid_quality,1,imputed,train
freihand_00022876,data/processed/landmarks/freihand/00022876.npy,unknown,claro,freihand,real_3d_freihand,1,imputed,train
freihand_00006151,data/processed/landmarks/freihand/00006151.npy,unknown,medio,freihand,real_3d_freihand,5,original,train
freihand_00016047,data/processed/landmarks/freihand/00016047.npy,unknown,claro,freihand,real_3d_freihand,1,imputed,train
fist_0002.jpg,data/processed/landmarks/hagrid/fist/fist_0002.jpg.npy,fist,medio,hagrid,unknown_hagrid_quality,6,imputed,train
fist_0005.jpg,data/processed/landmarks/hagrid/fist/fist_0005.jpg.npy,fist,medio,hagrid,unknown_hagrid_quality,5,imputed,train
freihand_00029490,data/processed/landmarks/freihand/00029490.npy,unknown,oscuro,freihand,real_3d_freihand,9,imputed,train
palm_0010.jpg,data/processed/landmarks/hagrid/palm/palm_0010.jpg.npy,palm,oscuro,hagrid,unknown_hagrid_quality,10,imputed,train
freihand_00010503,data/processed/landmarks/freihand/00010503.npy,unknown,claro,freihand,real_3d_freihand,4,imputed,train
palm_0003.jpg,data/processed/landmarks/hagrid/palm/palm_0003.jpg.npy,palm,medio,hagrid,unknown_hagrid_quality,7,imputed,train
freihand_00023740,data/processed/landmarks/freihand/00023740.npy,unknown,medio,freihand,real_3d_freihand,5,imputed,train
freihand_00000091,data/processed/landmarks/freihand/00000091.npy,unknown,claro,freihand,real_3d_freihand,2,imputed,train
freihand_00032247,data/processed/landmarks/freihand/00032247.npy,unknown,claro,freihand,real_3d_freihand,3,imputed,train
freihand_00010877,data/processed/landmarks/freihand/00010877.npy,unknown,oscuro,freihand,real_3d_freihand,9,imputed,train
freihand_00000622,data/processed/landmarks/freihand/00000622.npy,unknown,claro,freihand,real_3d_freihand,2,imputed,train
freihand_00018099,data/processed/landmarks/freihand/00018099.npy,unknown,oscuro,freihand,real_3d_freihand,8,imputed,train
freihand_00004685,data/processed/landmarks/freihand/00004685.npy,unknown,medio,freihand,real_3d_freihand,6,original,train
freihand_00022851,data/processed/landmarks/freihand/00022851.npy,unknown,medio,freihand,real_3d_freihand,5,imputed,train
palm_0002.jpg,data/processed/landmarks/hagrid/palm/palm_0002.jpg.npy,palm,claro,hagrid,unknown_hagrid_quality,3,imputed,train
palm_0007.jpg,data/processed/landmarks/hagrid/palm/palm_0007.jpg.npy,palm,oscuro,hagrid,unknown_hagrid_quality,10,imputed,train
palm_0003.jpg,data/processed/landmarks/hagrid/palm/palm_0003.jpg.npy,palm,medio,hagrid,unknown_hagrid_quality,7,imputed,train
freihand_00010595,data/processed/landmarks/freihand/00010595.npy,unknown,oscuro,freihand,real_3d_freihand,10,imputed,train
freihand_00026947,data/processed/landmarks/freihand/00026947.npy,unknown,medio,freihand,real_3d_freihand,5,imputed,train
freihand_00004890,data/processed/landmarks/freihand/00004890.npy,unknown,oscuro,freihand,real_3d_freihand,9,imputed,train
palm_0006.jpg,data/processed/landmarks/hagrid/palm/palm_0006.jpg.npy,palm,medio,hagrid,unknown_hagrid_quality,6,imputed,train
freihand_00030197,data/processed/landmarks/freihand/00030197.npy,unknown,oscuro,freihand,real_3d_freihand,8,imputed,train
freihand_00019634,data/processed/landmarks/freihand/00019634.npy,unknown,oscuro,freihand,real_3d_freihand,10,imputed,train
freihand_00025100,data/processed/landmarks/freihand/00025100.npy,unknown,oscuro,freihand,real_3d_freihand,9,imputed,train
freihand_00015857,data/processed/landmarks/freihand/00015857.npy,unknown,claro,freihand,real_3d_freihand,3,imputed,train
palm_0004.jpg,data/processed/landmarks/hagrid/palm/palm_0004.jpg.npy,palm,oscuro,hagrid,unknown_hagrid_quality,8,imputed,train
palm_0009.jpg,data/processed/landmarks/hagrid/palm/palm_0009.jpg.npy,palm,medio,hagrid,unknown_hagrid_quality,6,imputed,train
palm_0009.jpg,data/processed/landmarks/hagrid/palm/palm_0009.jpg.npy,palm,medio,hagrid,unknown_hagrid_quality,6,imputed,train
freihand_00024978,data/processed/landmarks/freihand/00024978.npy,unknown,claro,freihand,real_3d_freihand,1,imputed,train
freihand_00005129,data/processed/landmarks/freihand/00005129.npy,unknown,oscuro,freihand,real_3d_freihand,8,imputed,train
freihand_00031923,data/processed/landmarks/freihand/00031923.npy,unknown,oscuro,freihand,real_3d_freihand,9,imputed,train
fist_0002.jpg,data/processed/landmarks/hagrid/fist/fist_0002.jpg.npy,fist,medio,hagrid,unknown_hagrid_quality,6,imputed,train
palm_0009.jpg,data/processed/landmarks/hagrid/palm/palm_0009.jpg.npy,palm,medio,hagrid,unknown_hagrid_quality,6,imputed,train
freihand_00001738,data/processed/landmarks/freihand/00001738.npy,unknown,oscuro,freihand,real_3d_freihand,10,imputed,train
freihand_00004706,data/processed/landmarks/freihand/00004706.npy,unknown,oscuro,freihand,real_3d_freihand,10,imputed,train
fist_0002.jpg,data/processed/landmarks/hagrid/fist/fist_0002.jpg.npy,fist,medio,hagrid,unknown_hagrid_quality,6,imputed,train
freihand_00025752,data/processed/landmarks/freihand/00025752.npy,unknown,claro,freihand,real_3d_freihand,3,imputed,train
freihand_00004459,data/processed/landmarks/freihand/00004459.npy,unknown,claro,freihand,real_3d_freihand,2,imputed,train
freihand_00027480,data/processed/landmarks/freihand/00027480.npy,unknown,oscuro,freihand,real_3d_freihand,8,imputed,train
freihand_00022522,data/processed/landmarks/freihand/00022522.npy,unknown,oscuro,freihand,real_3d_freihand,9,imputed,train
palm_0004.jpg,data/processed/landmarks/hagrid/palm/palm_0004.jpg.npy,palm,oscuro,hagrid,unknown_hagrid_quality,8,imputed,train
freihand_00005961,data/processed/landmarks/freihand/00005961.npy,unknown,medio,freihand,real_3d_freihand,5,original,train
palm_0002.jpg,data/processed/landmarks/hagrid/palm/palm_0002.jpg.npy,palm,claro,hagrid,unknown_hagrid_quality,3,imputed,train
fist_0003.jpg,data/processed/landmarks/hagrid/fist/fist_0003.jpg.npy,fist,oscuro,hagrid,unknown_hagrid_quality,10,imputed,train
freihand_00016379,data/processed/landmarks/freihand/00016379.npy,unknown,oscuro,freihand,real_3d_freihand,10,imputed,train
palm_0010.jpg,data/processed/landmarks/hagrid/palm/palm_0010.jpg.npy,palm,oscuro,hagrid,unknown_hagrid_quality,10,imputed,train
freihand_00012582,data/processed/landmarks/freihand/00012582.npy,unknown,medio,freihand,real_3d_freihand,7,original,train
freihand_00004038,data/processed/landmarks/freihand/00004038.npy,unknown,medio,freihand,real_3d_freihand,6,original,train
freihand_00004554,data/processed/landmarks/freihand/00004554.npy,unknown,oscuro,freihand,real_3d_freihand,10,imputed,train
freihand_00022545,data/processed/landmarks/freihand/00022545.npy,unknown,oscuro,freihand,real_3d_freihand,10,imputed,train
palm_0006.jpg,data/processed/landmarks/hagrid/palm/palm_0006.jpg.npy,palm,medio,hagrid,unknown_hagrid_quality,6,imputed,train
palm_0010.jpg,data/processed/landmarks/hagrid/palm/palm_0010.jpg.npy,palm,oscuro,hagrid,unknown_hagrid_quality,10,imputed,train
freihand_00013864,data/processed/landmarks/freihand/00013864.npy,unknown,oscuro,freihand,real_3d_freihand,8,original,train
fist_0003.jpg,data/processed/landmarks/hagrid/fist/fist_0003.jpg.npy,fist,oscuro,hagrid,unknown_hagrid_quality,10,imputed,train
fist_0003.jpg,data/processed/landmarks/hagrid/fist/fist_0003.jpg.npy,fist,oscuro,hagrid,unknown_hagrid_quality,10,imputed,train
freihand_00001950,data/processed/landmarks/freihand/00001950.npy,unknown,oscuro,freihand,real_3d_freihand,10,imputed,train
fist_0004.jpg,data/processed/landmarks/hagrid/fist/fist_0004.jpg.npy,fist,claro,hagrid,unknown_hagrid_quality,3,imputed,train
palm_0010.jpg,data/processed/landmarks/hagrid/palm/palm_0010.jpg.npy,palm,oscuro,hagrid,unknown_hagrid_quality,10,imputed,train
palm_0003.jpg,data/processed/landmarks/hagrid/palm/palm_0003.jpg.npy,palm,medio,hagrid,unknown_hagrid_quality,7,imputed,train
palm_0007.jpg,data/processed/landmarks/hagrid/palm/palm_0007.jpg.npy,palm,oscuro,hagrid,unknown_hagrid_quality,10,imputed,train
palm_0006.jpg,data/processed/landmarks/hagrid/palm/palm_0006.jpg.npy,palm,medio,hagrid,unknown_hagrid_quality,6,imputed,train
freihand_00030245,data/processed/landmarks/freihand/00030245.npy,unknown,claro,freihand,real_3d_freihand,4,imputed,train
palm_0008.jpg,data/processed/landmarks/hagrid/palm/palm_0008.jpg.npy,palm,claro,hagrid,unknown_hagrid_quality,3,imputed,train
freihand_00023971,data/processed/landmarks/freihand/00023971.npy,unknown,claro,freihand,real_3d_freihand,4,imputed,train
palm_0005.jpg,data/processed/landmarks/hagrid/palm/palm_0005.jpg.npy,palm,claro,hagrid,unknown_hagrid_quality,1,imputed,train
palm_0002.jpg,data/processed/landmarks/hagrid/palm/palm_0002.jpg.npy,palm,claro,hagrid,unknown_hagrid_quality,3,imputed,train
freihand_00025426,data/processed/landmarks/freihand/00025426.npy,unknown,oscuro,freihand,real_3d_freihand,10,imputed,train
freihand_00015158,data/processed/landmarks/freihand/00015158.npy,unknown,claro,freihand,real_3d_freihand,2,imputed,train
fist_0001.jpg,data/processed/landmarks/hagrid/fist/fist_0001.jpg.npy,fist,claro,hagrid,unknown_hagrid_quality,4,imputed,train
palm_0003.jpg,data/processed/landmarks/hagrid/palm/palm_0003.jpg.npy,palm,medio,hagrid,unknown_hagrid_quality,7,imputed,train
freihand_00024708,data/processed/landmarks/freihand/00024708.npy,unknown,oscuro,freihand,real_3d_freihand,9,imputed,train
palm_0007.jpg,data/processed/landmarks/hagrid/palm/palm_0007.jpg.npy,palm,oscuro,hagrid,unknown_hagrid_quality,10,imputed,train
palm_0010.jpg,data/processed/landmarks/hagrid/palm/palm_0010.jpg.npy,palm,oscuro,hagrid,unknown_hagrid_quality,10,imputed,train
fist_0005.jpg,data/processed/landmarks/hagrid/fist/fist_0005.jpg.npy,fist,medio,hagrid,unknown_hagrid_quality,5,imputed,train
palm_0007.jpg,data/processed/landmarks/hagrid/palm/palm_0007.jpg.npy,palm,oscuro,hagrid,unknown_hagrid_quality,10,imputed,train
freihand_00010697,data/processed/landmarks/freihand/00010697.npy,unknown,oscuro,freihand,real_3d_freihand,10,imputed,train
palm_0006.jpg,data/processed/landmarks/hagrid/palm/palm_0006.jpg.npy,palm,medio,hagrid,unknown_hagrid_quality,6,imputed,train
fist_0005.jpg,data/processed/landmarks/hagrid/fist/fist_0005.jpg.npy,fist,medio,hagrid,unknown_hagrid_quality,5,imputed,train
freihand_00017136,data/processed/landmarks/freihand/00017136.npy,unknown,claro,freihand,real_3d_freihand,2,imputed,train
freihand_00026984,data/processed/landmarks/freihand/00026984.npy,unknown,medio,freihand,real_3d_freihand,7,imputed,train
freihand_00011909,data/processed/landmarks/freihand/00011909.npy,unknown,medio,freihand,real_3d_freihand,7,original,train
freihand_00010925,data/processed/landmarks/freihand/00010925.npy,unknown,oscuro,freihand,real_3d_freihand,8,imputed,train
palm_0005.jpg,data/processed/landmarks/hagrid/palm/palm_0005.jpg.npy,palm,claro,hagrid,unknown_hagrid_quality,1,imputed,train
freihand_00001994,data/processed/landmarks/freihand/00001994.npy,unknown,oscuro,freihand,real_3d_freihand,8,imputed,train
freihand_00012156,data/processed/landmarks/freihand/00012156.npy,unknown,claro,freihand,real_3d_freihand,2,imputed,train
palm_0001.jpg,data/processed/landmarks/hagrid/palm/palm_0001.jpg.npy,palm,oscuro,hagrid,unknown_hagrid_quality,9,imputed,train
freihand_00011746,data/processed/landmarks/freihand/00011746.npy,unknown,medio,freihand,real_3d_freihand,7,original,train
palm_0010.jpg,data/processed/landmarks/hagrid/palm/palm_0010.jpg.npy,palm,oscuro,hagrid,unknown_hagrid_quality,10,imputed,train
freihand_00028602,data/processed/landmarks/freihand/00028602.npy,unknown,medio,freihand,real_3d_freihand,5,original,train
palm_0004.jpg,data/processed/landmarks/hagrid/palm/palm_0004.jpg.npy,palm,oscuro,hagrid,unknown_hagrid_quality,8,imputed,train
fist_0005.jpg,data/processed/landmarks/hagrid/fist/fist_0005.jpg.npy,fist,medio,hagrid,unknown_hagrid_quality,5,imputed,train
freihand_00030380,data/processed/landmarks/freihand/00030380.npy,unknown,oscuro,freihand,real_3d_freihand,10,imputed,train
fist_0004.jpg,data/processed/landmarks/hagrid/fist/fist_0004.jpg.npy,fist,claro,hagrid,unknown_hagrid_quality,3,imputed,train
freihand_00009875,data/processed/landmarks/freihand/00009875.npy,unknown,medio,freihand,real_3d_freihand,7,original,train
freihand_00015719,data/processed/landmarks/freihand/00015719.npy,unknown,claro,freihand,real_3d_freihand,3,imputed,train
fist_0004.jpg,data/processed/landmarks/hagrid/fist/fist_0004.jpg.npy,fist,claro,hagrid,unknown_hagrid_quality,3,imputed,train
freihand_00024318,data/processed/landmarks/freihand/00024318.npy,unknown,medio,freihand,real_3d_freihand,6,original,train
freihand_00022020,data/processed/landmarks/freihand/00022020.npy,unknown,medio,freihand,real_3d_freihand,5,imputed,train
freihand_00026655,data/processed/landmarks/freihand/00026655.npy,unknown,medio,freihand,real_3d_freihand,6,imputed,train
freihand_00018578,data/processed/landmarks/freihand/00018578.npy,unknown,medio,freihand,real_3d_freihand,5,original,train
fist_0003.jpg,data/processed/landmarks/hagrid/fist/fist_0003.jpg.npy,fist,oscuro,hagrid,unknown_hagrid_quality,10,imputed,train
palm_0001.jpg,data/processed/landmarks/hagrid/palm/palm_0001.jpg.npy,palm,oscuro,hagrid,unknown_hagrid_quality,9,imputed,train
palm_0007.jpg,data/processed/landmarks/hagrid/palm/palm_0007.jpg.npy,palm,oscuro,hagrid,unknown_hagrid_quality,10,imputed,train
freihand_00031486,data/processed/landmarks/freihand/00031486.npy,unknown,medio,freihand,real_3d_freihand,6,original,train
palm_0003.jpg,data/processed/landmarks/hagrid/palm/palm_0003.jpg.npy,palm,medio,hagrid,unknown_hagrid_quality,7,imputed,train
freihand_00007664,data/processed/landmarks/freihand/00007664.npy,unknown,oscuro,freihand,real_3d_freihand,10,imputed,train
fist_0004.jpg,data/processed/landmarks/hagrid/fist/fist_0004.jpg.npy,fist,claro,hagrid,unknown_hagrid_quality,3,imputed,train
freihand_00009203,data/processed/landmarks/freihand/00009203.npy,unknown,claro,freihand,real_3d_freihand,2,imputed,train
palm_0007.jpg,data/processed/landmarks/hagrid/palm/palm_0007.jpg.npy,palm,oscuro,hagrid,unknown_hagrid_quality,10,imputed,train
palm_0010.jpg,data/processed/landmarks/hagrid/palm/palm_0010.jpg.npy,palm,oscuro,hagrid,unknown_hagrid_quality,10,imputed,train
palm_0006.jpg,data/processed/landmarks/hagrid/palm/palm_0006.jpg.npy,palm,medio,hagrid,unknown_hagrid_quality,6,imputed,train
freihand_00016214,data/processed/landmarks/freihand/00016214.npy,unknown,claro,freihand,real_3d_freihand,1,imputed,train
freihand_00008474,data/processed/landmarks/freihand/00008474.npy,unknown,medio,freihand,real_3d_freihand,6,original,train
palm_0010.jpg,data/processed/landmarks/hagrid/palm/palm_0010.jpg.npy,palm,oscuro,hagrid,unknown_hagrid_quality,10,imputed,train
palm_0010.jpg,data/processed/landmarks/hagrid/palm/palm_0010.jpg.npy,palm,oscuro,hagrid,unknown_hagrid_quality,10,imputed,train
palm_0006.jpg,data/processed/landmarks/hagrid/palm/palm_0006.jpg.npy,palm,medio,hagrid,unknown_hagrid_quality,6,imputed,train
palm_0004.jpg,data/processed/landmarks/hagrid/palm/palm_0004.jpg.npy,palm,oscuro,hagrid,unknown_hagrid_quality,8,imputed,train
freihand_00013420,data/processed/landmarks/freihand/00013420.npy,unknown,medio,freihand,real_3d_freihand,6,original,train
fist_0001.jpg,data/processed/landmarks/hagrid/fist/fist_0001.jpg.npy,fist,claro,hagrid,unknown_hagrid_quality,4,imputed,train
palm_0003.jpg,data/processed/landmarks/hagrid/palm/palm_0003.jpg.npy,palm,medio,hagrid,unknown_hagrid_quality,7,imputed,train
freihand_00004789,data/processed/landmarks/freihand/00004789.npy,unknown,medio,freihand,real_3d_freihand,6,original,train
