sample_id,path_landmarks,label,condition,dataset,landmark_quality,mst,mst_origin,split
palm_0006.jpg,data/processed/landmarks/hagrid/palm/palm_0006.jpg.npy,palm,sin_mst,hagrid,unknown_hagrid_quality,,missing,train
freihand_00010389,data/processed/landmarks/freihand/00010389.npy,unknown,claro,freihand,real_3d_freihand,4,original,train
freihand_00030191,data/processed/landmarks/freihand/00030191.npy,unknown,medio,freihand,real_3d_freihand,6,original,train
freihand_00013599,data/processed/landmarks/freihand/00013599.npy,unknown,oscuro,freihand,real_3d_freihand,8,original,train
freihand_00011554,data/processed/landmarks/freihand/00011554.npy,unknown,claro,freihand,real_3d_freihand,4,original,train
freihand_00021067,data/processed/landmarks/freihand/00021067.npy,unknown,claro,freihand,real_3d_freihand,4,original,train
palm_0006.jpg,data/processed/landmarks/hagrid/palm/palm_0006.jpg.npy,palm,sin_mst,hagrid,unknown_hagrid_quality,,missing,train
freihand_00032135,data/processed/landmarks/freihand/00032135.npy,unknown,claro,freihand,real_3d_freihand,2,original,train
palm_0005.jpg,data/processed/landmarks/hagrid/palm/palm_0005.jpg.npy,palm,sin_mst,hagrid,unknown_hagrid_quality,,missing,train
palm_0007.jpg,data/processed/landmarks/hagrid/palm/palm_0007.jpg.npy,palm,sin_mst,hagrid,unknown_hagrid_quality,,missing,train
freihand_00021275,data/processed/landmarks/freihand/00021275.npy,unknown,oscuro,freihand,real_3d_freihand,8,original,train
freihand_00023258,data/processed/landmarks/freihand/00023258.npy,unknown,oscuro,freihand,real_3d_freihand,8,original,train
freihand_00008196,data/processed/landmarks/freihand/00008196.npy,unknown,oscuro,freihand,real_3d_freihand,8,original,train
freihand_00016313,data/processed/landmarks/freihand/00016313.npy,unknown,medio,freihand,real_3d_freihand,6,original,train
fist_0004.jpg,data/processed/landmarks/hagrid/fist/fist_0004.jpg.npy,fist,sin_mst,hagrid,unknown_hagrid_quality,,missing,train
freihand_00027079,data/processed/landmarks/freihand/00027079.npy,unknown,medio,freihand,real_3d_freihand,6,original,train
palm_0007.jpg,data/processed/landmarks/hagrid/palm/palm_0007.jpg.npy,palm,sin_mst,hagrid,unknown_hagrid_quality,,missing,train
freihand_00018644,data/processed/landmarks/freihand/00018644.npy,unknown,medio,freihand,real_3d_freihand,5,original,train
freihand_00012290,data/processed/landmarks/freihand/00012290.npy,unknown,claro,freihand,real_3d_freihand,4,original,train
freihand_00026853,data/processed/landmarks/freihand/00026853.npy,unknown,oscuro,freihand,real_3d_freihand,8,original,train
palm_0009.jpg,data/processed/landmarks/hagrid/palm/palm_0009.jpg.npy,palm,sin_mst,hagrid,unknown_hagrid_quality,,missing,train
freihand_00026358,data/processed/landmarks/freihand/00026358.npy,unknown,claro,freihand,real_3d_freihand,4,original,train
palm_0009.jpg,data/processed/landmarks/hagrid/palm/palm_0009.jpg.npy,palm,sin_mst,hagrid,unknown_hagrid_quality,,missing,train
freihand_00016420,data/processed/landmarks/freihand/00016420.npy,unknown,claro,freihand,real_3d_freihand,2,original,train
freihand_00031047,data/processed/landmarks/freihand/00031047.npy,unknown,claro,freihand,real_3d_freihand,2,original,train
freihand_00031623,data/processed/landmarks/freihand/00031623.npy,unknown,oscuro,freihand,real_3d_freihand,8,original,train
palm_0010.jpg,data/processed/landmarks/hagrid/palm/palm_0010.jpg.npy,palm,sin_mst,hagrid,unknown_hagrid_quality,,missing,train
palm_0001.jpg,data/processed/landmarks/hagrid/palm/palm_0001.jpg.npy,palm,sin_mst,hagrid,unknown_hagrid_quality,,missing,train
freihand_00005081,data/processed/landmarks/freihand/00005081.npy,unknown,medio,freihand,real_3d_freihand,6,original,train
palm_0007.jpg,data/processed/landmarks/hagrid/palm/palm_0007.jpg.npy,palm,sin_mst,hagrid,unknown_hagrid_quality,,missing,train
freihand_00002194,data/processed/landmarks/freihand/00002194.npy,unknown,medio,freihand,real_3d_freihand,7,original,train
palm_0004.jpg,data/processed/landmarks/hagrid/palm/palm_0004.jpg.npy,palm,sin_mst,hagrid,unknown_hagrid_quality,,missing,train
freihand_00009426,data/processed/landmarks/freihand/00009426.npy,unknown,claro,freihand,real_3d_freihand,4,original,train
freihand_00027267,data/processed/landmarks/freihand/00027267.npy,unknown,oscuro,freihand,real_3d_freihand,9,original,train
freihand_00018880,data/processed/landmarks/freihand/00018880.npy,unknown,medio,freihand,real_3d_freihand,5,original,train
freihand_00028916,data/processed/landmarks/freihand/00028916.npy,unknown,oscuro,freihand,real_3d_freihand,8,original,train
freihand_00017228,data/processed/landmarks/freihand/00017228.npy,unknown,medio,freihand,real_3d_freihand,6,original,train
palm_0008.jpg,data/processed/landmarks/hagrid/palm/palm_0008.jpg.npy,palm,sin_mst,hagrid,unknown_hagrid_quality,,missing,train
palm_0003.jpg,data/processed/landmarks/hagrid/palm/palm_0003.jpg.npy,palm,sin_mst,hagrid,unknown_hagrid_quality,,missing,train
palm_0008.jpg,data/processed/landmarks/hagrid/palm/palm_0008.jpg.npy,palm,sin_mst,hagrid,unknown_hagrid_quality,,missing,train
freihand_00031000,data/processed/landmarks/freihand/00031000.npy,unknown,oscuro,freihand,real_3d_freihand,8,original,train
palm_0004.jpg,data/processed/landmarks/hagrid/palm/palm_0004.jpg.npy,palm,sin_mst,hagrid,unknown_hagrid_quality,,missing,train
freihand_00000824,data/processed/landmarks/freihand/00000824.npy,unknown,medio,freihand,real_3d_freihand,6,original,train
palm_0006.jpg,data/processed/landmarks/hagrid/palm/palm_0006.jpg.npy,palm,sin_mst,hagrid,unknown_hagrid_quality,,missing,train
freihand_00011613,data/processed/landmarks/freihand/00011613.npy,unknown,claro,freihand,real_3d_freihand,2,original,train
palm_0006.jpg,data/processed/landmarks/hagrid/palm/palm_0006.jpg.npy,palm,sin_mst,hagrid,unknown_hagrid_quality,,missing,train
freihand_00019591,data/processed/landmarks/freihand/00019591.npy,unknown,claro,freihand,real_3d_freihand,4,original,train
freihand_00028851,data/processed/landmarks/freihand/00028851.npy,unknown,claro,freihand,real_3d_freihand,4,original,train
freihand_00024558,data/processed/landmarks/freihand/00024558.npy,unknown,medio,freihand,real_3d_freihand,7,original,train
palm_0001.jpg,data/processed/landmarks/hagrid/palm/palm_0001.jpg.npy,palm,sin_mst,hagrid,unknown_hagrid_quality,,missing,train
fist_0001.jpg,data/processed/landmarks/hagrid/fist/fist_0001.jpg.npy,fist,sin_mst,hagrid,unknown_hagrid_quality,,missing,train
fist_0001.jpg,data/processed/landmarks/hagrid/fist/fist_0001.jpg.npy,fist,sin_mst,hagrid,unknown_hagrid_quality,,missing,train
freihand_00026002,data/processed/landmarks/freihand/00026002.npy,unknown,claro,freihand,real_3d_freihand,4,original,train
freihand_00026290,data/processed/landmarks/freihand/00026290.npy,unknown,claro,freihand,real_3d_freihand,4,original,train
freihand_00022841,data/processed/landmarks/freihand/00022841.npy,unknown,medio,freihand,real_3d_freihand,7,original,train
freihand_00016034,data/processed/landmarks/freihand/00016034.npy,unknown,claro,freihand,real_3d_freihand,4,original,train
fist_0001.jpg,data/processed/landmarks/hagrid/fist/fist_0001.jpg.npy,fist,sin_mst,hagrid,unknown_hagrid_quality,,missing,train
freihand_00032000,data/processed/landmarks/freihand/00032000.npy,unknown,medio,freihand,real_3d_freihand,6,original,train
freihand_00009603,data/processed/landmarks/freihand/00009603.npy,unknown,medio,freihand,real_3d_freihand,6,original,train
freihand_00007528,data/processed/landmarks/freihand/00007528.npy,unknown,oscuro,freihand,real_3d_freihand,8,original,train
freihand_00014639,data/processed/landmarks/freihand/00014639.npy,unknown,medio,freihand,real_3d_freihand,5,original,train
freihand_00030359,data/processed/landmarks/freihand/00030359.npy,unknown,claro,freihand,real_3d_freihand,4,original,train
freihand_00019366,data/processed/landmarks/freihand/00019366.npy,unknown,oscuro,freihand,real_3d_freihand,8,original,train
freihand_00019691,data/processed/landmarks/freihand/00019691.npy,unknown,medio,freihand,real_3d_freihand,5,original,train
freihand_00001291,data/processed/landmarks/freihand/00001291.npy,unknown,claro,freihand,real_3d_freihand,4,original,train
freihand_00017215,data/processed/landmarks/freihand/00017215.npy,unknown,oscuro,freihand,real_3d_freihand,8,original,train
freihand_00025136,data/processed/landmarks/freihand/00025136.npy,unknown,oscuro,freihand,real_3d_freihand,9,original,train
palm_0010.jpg,data/processed/landmarks/hagrid/palm/palm_0010.jpg.npy,palm,sin_mst,hagrid,unknown_hagrid_quality,,missing,train
freihand_00000633,data/processed/landmarks/freihand/00000633.npy,unknown,medio,freihand,real_3d_freihand,5,original,train
palm_0009.jpg,data/processed/landmarks/hagrid/palm/palm_0009.jpg.npy,palm,sin_mst,hagrid,unknown_hagrid_quality,,missing,train
freihand_00032135,data/processed/landmarks/freihand/00032135.npy,unknown,claro,freihand,real_3d_freihand,2,original,train
palm_0002.jpg,data/processed/landmarks/hagrid/palm/palm_0002.jpg.npy,palm,sin_mst,hagrid,unknown_hagrid_quality,,missing,train
fist_0002.jpg,data/processed/landmarks/hagrid/fist/fist_0002.jpg.npy,fist,sin_mst,hagrid,unknown_hagrid_quality,,missing,train
freihand_00016902,data/processed/landmarks/freihand/00016902.npy,unknown,medio,freihand,real_3d_freihand,5,original,train
fist_0005.jpg,data/processed/landmarks/hagrid/fist/fist_0005.jpg.npy,fist,sin_mst,hagrid,unknown_hagrid_quality,,missing,train
palm_0001.jpg,data/processed/landmarks/hagrid/palm/palm_0001.jpg.npy,palm,sin_mst,hagrid,unknown_hagrid_quality,,missing,train
palm_0008.jpg,data/processed/landmarks/hagrid/palm/palm_0008.jpg.npy,palm,sin_mst,hagrid,unknown_hagrid_quality,,missing,train
freihand_00028457,data/processed/landmarks/freihand/00028457.npy,unknown,claro,freihand,real_3d_freihand,4,original,train
freihand_00030959,data/processed/landmarks/freihand/00030959.npy,unknown,claro,freihand,real_3d_freihand,4,original,train
fist_0001.jpg,data/processed/landmarks/hagrid/fist/fist_0001.jpg.npy,fist,sin_mst,hagrid,unknown_hagrid_quality,,missing,train
fist_0001.jpg,data/processed/landmarks/hagrid/fist/fist_0001.jpg.npy,fist,sin_mst,hagrid,unknown_hagrid_quality,,missing,train
palm_0009.jpg,data/processed/landmarks/hagrid/palm/palm_0009.jpg.npy,palm,sin_mst,hagrid,unknown_hagrid_quality,,missing,train
palm_0005.jpg,data/processed/landmarks/hagrid/palm/palm_0005.jpg.npy,palm,sin_mst,hagrid,unknown_hagrid_quality,,missing,train
freihand_00029690,data/processed/landmarks/freihand/00029690.npy,unknown,oscuro,freihand,real_3d_freihand,8,original,train
palm_0004.jpg,data/processed/landmarks/hagrid/palm/palm_0004.jpg.npy,palm,sin_mst,hagrid,unknown_hagrid_quality,,missing,train
fist_0002.jpg,data/processed/landmarks/hagrid/fist/fist_0002.jpg.npy,fist,sin_mst,hagrid,unknown_hagrid_quality,,missing,train
fist_0001.jpg,data/processed/landmarks/hagrid/fist/fist_0001.jpg.npy,fist,sin_mst,hagrid,unknown_hagrid_quality,,missing,train
palm_0007.jpg,data/processed/landmarks/hagrid/palm/palm_0007.jpg.npy,palm,sin_mst,hagrid,unknown_hagrid_quality,,missing,train
palm_0004.jpg,data/processed/landmarks/hagrid/palm/palm_0004.jpg.npy,palm,sin_mst,hagrid,unknown_hagrid_quality,,missing,train
freihand_00031763,data/processed/landmarks/freihand/00031763.npy,unknown,medio,freihand,real_3d_freihand,5,original,train
freihand_00031198,data/processed/landmarks/freihand/00031198.npy,unknown,medio,freihand,real_3d_freihand,7,original,train
freihand_00021478,data/processed/landmarks/freihand/00021478.npy,unknown,claro,freihand,real_3d_freihand,4,original,train
fist_0001.jpg,data/processed/landmarks/hagrid/fist/fist_0001.jpg.npy,fist,sin_mst,hagrid,unknown_hagrid_quality,,missing,train
freihand_00022678,data/processed/landmarks/freihand/00022678.npy,unknown,medio,freihand,real_3d_freihand,7,original,train
freihand_00029110,data/processed/landmarks/freihand/00029110.npy,unknown,medio,freihand,real_3d_freihand,7,original,train
palm_0007.jpg,data/processed/landmarks/hagrid/palm/palm_0007.jpg.npy,palm,sin_mst,hagrid,unknown_hagrid_quality,,missing,train
freihand_00018532,data/processed/landmarks/freihand/00018532.npy,unknown,oscuro,freihand,real_3d_freihand,8,original,train
freihand_00032368,data/processed/landmarks/freihand/00032368.npy,unknown,medio,freihand,real_3d_freihand,7,original,train
freihand_00017764,data/processed/landmarks/freihand/00017764.npy,unknown,medio,freihand,real_3d_freihand,6,original,train
freihand_00026067,data/processed/landmarks/freihand/00026067.npy,unknown,claro,freihand,real_3d_freihand,2,original,train
freihand_00026198,data/processed/landmarks/freihand/00026198.npy,unknown,claro,freihand,real_3d_freihand,4,original,train
palm_0008.jpg,data/processed/landmarks/hagrid/palm/palm_0008.jpg.npy,palm,sin_mst,hagrid,unknown_hagrid_quality,,missing,train
palm_0009.jpg,data/processed/landmarks/hagrid/palm/palm_0009.jpg.npy,palm,sin_mst,hagrid,unknown_hagrid_quality,,missing,train
palm_0009.jpg,data/processed/landmarks/hagrid/palm/palm_0009.jpg.npy,palm,sin_mst,hagrid,unknown_hagrid_quality,,missing,train
palm_0002.jpg,data/processed/landmarks/hagrid/palm/palm_0002.jpg.npy,palm,sin_mst,hagrid,unknown_hagrid_quality,,missing,train
freihand_00014586,data/processed/landmarks/freihand/00014586.npy,unknown,medio,freihand,real_3d_freihand,5,original,train
freihand_00029492,data/processed/landmarks/freihand/00029492.npy,unknown,oscuro,freihand,real_3d_freihand,8,original,train
palm_0009.jpg,data/processed/landmarks/hagrid/palm/palm_0009.jpg.npy,palm,sin_mst,hagrid,unknown_hagrid_quality,,missing,train
freihand_00031431,data/processed/landmarks/freihand/00031431.npy,unknown,medio,freihand,real_3d_freihand,5,original,train
palm_0005.jpg,data/processed/landmarks/hagrid/palm/palm_0005.jpg.npy,palm,sin_mst,hagrid,unknown_hagrid_quality,,missing,train
freihand_00004006,data/processed/landmarks/freihand/00004006.npy,unknown,medio,freihand,real_3d_freihand,7,original,train
palm_0003.jpg,data/processed/landmarks/hagrid/palm/palm_0003.jpg.npy,palm,sin_mst,hagrid,unknown_hagrid_quality,,missing,train
fist_0002.jpg,data/processed/landmarks/hagrid/fist/fist_0002.jpg.npy,fist,sin_mst,hagrid,unknown_hagrid_quality,,missing,train
freihand_00020239,data/processed/landmarks/freihand/00020239.npy,unknown,claro,freihand,real_3d_freihand,2,original,train
fist_0005.jpg,data/processed/landmarks/hagrid/fist/fist_0005.jpg.npy,fist,sin_mst,hagrid,unknown_hagrid_quality,,missing,train
fist_0004.jpg,data/processed/landmarks/hagrid/fist/fist_0004.jpg.npy,fist,sin_mst,hagrid,unknown_hagrid_quality,,missing,train
freihand_00020811,data/processed/landmarks/freihand/00020811.npy,unknown,oscuro,freihand,real_3d_freihand,8,original,train
freihand_00027313,data/processed/landmarks/freihand/00027313.npy,unknown,claro,freihand,real_3d_freihand,4,original,train
freihand_00004383,data/processed/landmarks/freihand/00004383.npy,unknown,medio,freihand,real_3d_freihand,6,original,train
fist_0003.jpg,data/processed/landmarks/hagrid/fist/fist_0003.jpg.npy,fist,sin_mst,hagrid,unknown_hagrid_quality,,missing,train
freihand_00000100,data/processed/landmarks/freihand/00000100.npy,unknown,medio,freihand,real_3d_freihand,7,original,train
freihand_00019718,data/processed/landmarks/freihand/00019718.npy,unknown,oscuro,freihand,real_3d_freihand,8,original,train
palm_0001.jpg,data/processed/landmarks/hagrid/palm/palm_0001.jpg.npy,palm,sin_mst,hagrid,unknown_hagrid_quality,,missing,train
freihand_00025905,data/processed/landmarks/freihand/00025905.npy,unknown,claro,freihand,real_3d_freihand,4,original,train
fist_0001.jpg,data/processed/landmarks/hagrid/fist/fist_0001.jpg.npy,fist,sin_mst,hagrid,unknown_hagrid_quality,,missing,train
freihand_00027827,data/processed/landmarks/freihand/00027827.npy,unknown,medio,freihand,real_3d_freihand,7,original,train
freihand_00021484,data/processed/landmarks/freihand/00021484.npy,unknown,medio,freihand,real_3d_freihand,7,original,train
freihand_00017727,data/processed/landmarks/freihand/00017727.npy,unknown,medio,freihand,real_3d_freihand,6,original,train
freihand_00021875,data/processed/landmarks/freihand/00021875.npy,unknown,claro,freihand,real_3d_freihand,4,original,train
freihand_00031466,data/processed/landmarks/freihand/00031466.npy,unknown,oscuro,freihand,real_3d_freihand,8,original,train
freihand_00023502,data/processed/landmarks/freihand/00023502.npy,unknown,oscuro,freihand,real_3d_freihand,8,original,train
freihand_00019691,data/processed/landmarks/freihand/00019691.npy,unknown,medio,freihand,real_3d_freihand,5,original,train
fist_0003.jpg,data/processed/landmarks/hagrid/fist/fist_0003.jpg.npy,fist,sin_mst,hagrid,unknown_hagrid_quality,,missing,train
freihand_00017741,data/processed/landmarks/freihand/00017741.npy,unknown,oscuro,freihand,real_3d_freihand,8,original,train
freihand_00001441,data/processed/landmarks/freihand/00001441.npy,unknown,medio,freihand,real_3d_freihand,7,original,train
freihand_00011453,data/processed/landmarks/freihand/00011453.npy,unknown,medio,freihand,real_3d_freihand,5,original,train
freihand_00030503,data/processed/landmarks/freihand/00030503.npy,unknown,oscuro,freihand,real_3d_freihand,8,original,train
freihand_00025008,data/processed/landmarks/freihand/00025008.npy,unknown,oscuro,freihand,real_3d_freihand,8,original,train
fist_0002.jpg,data/processed/landmarks/hagrid/fist/fist_0002.jpg.npy,fist,sin_mst,hagrid,unknown_hagrid_quality,,missing,train
freihand_00016281,data/processed/landmarks/freihand/00016281.npy,unknown,oscuro,freihand,real_3d_freihand,8,original,train
palm_0003.jpg,data/processed/landmarks/hagrid/palm/palm_0003.jpg.npy,palm,sin_mst,hagrid,unknown_hagrid_quality,,missing,train
fist_0002.jpg,data/processed/landmarks/hagrid/fist/fist_0002.jpg.npy,fist,sin_mst,hagrid,unknown_hagrid_quality,,missing,train
palm_0009.jpg,data/processed/landmarks/hagrid/palm/palm_0009.jpg.npy,palm,sin_mst,hagrid,unknown_hagrid_quality,,missing,train
fist_0002.jpg,data/processed/landmarks/hagrid/fist/fist_0002.jpg.npy,fist,sin_mst,hagrid,unknown_hagrid_quality,,missing,train
freihand_00023358,data/processed/landmarks/freihand/00023358.npy,unknown,oscuro,freihand,real_3d_freihand,8,original,train
freihand_00029079,data/processed/landmarks/freihand/00029079.npy,unknown,oscuro,freihand,real_3d_freihand,8,original,train
fist_0004.jpg,data/processed/landmarks/hagrid/fist/fist_0004.jpg.npy,fist,sin_mst,hagrid,unknown_hagrid_quality,,missing,train
freihand_00025872,data/processed/landmarks/freihand/00025872.npy,unknown,oscuro,freihand,real_3d_freihand,8,original,train
freihand_00023267,data/processed/landmarks/freihand/00023267.npy,unknown,medio,freihand,real_3d_freihand,6,original,train
palm_0001.jpg,data/processed/landmarks/hagrid/palm/palm_0001.jpg.npy,palm,sin_mst,hagrid,unknown_hagrid_quality,,missing,train
freihand_00008177,data/processed/landmarks/freihand/00008177.npy,unknown,medio,freihand,real_3d_freihand,6,original,train
palm_0009.jpg,data/processed/landmarks/hagrid/palm/palm_0009.jpg.npy,palm,sin_mst,hagrid,unknown_hagrid_quality,,missing,train
fist_0002.jpg,data/processed/landmarks/hagrid/fist/fist_0002.jpg.npy,fist,sin_mst,hagrid,unknown_hagrid_quality,,missing,train
freihand_00016517,data/processed/landmarks/freihand/00016517.npy,unknown,medio,freihand,real_3d_freihand,7,original,train
palm_0002.jpg,data/processed/landmarks/hagrid/palm/palm_0002.jpg.npy,palm,sin_mst,hagrid,unknown_hagrid_quality,,missing,train
fist_0005.jpg,data/processed/landmarks/hagrid/fist/fist_0005.jpg.npy,fist,sin_mst,hagrid,unknown_hagrid_quality,,missing,train
palm_0009.jpg,data/processed/landmarks/hagrid/palm/palm_0009.jpg.npy,palm,sin_mst,hagrid,unknown_hagrid_quality,,missing,train
palm_0007.jpg,data/processed/landmarks/hagrid/palm/palm_0007.jpg.npy,palm,sin_mst,hagrid,unknown_hagrid_quality,,missing,train
palm_0005.jpg,data/processed/landmarks/hagrid/palm/palm_0005.jpg.npy,palm,sin_mst,hagrid,unknown_hagrid_quality,,missing,train
palm_0010.jpg,data/processed/landmarks/hagrid/palm/palm_0010.jpg.npy,palm,sin_mst,hagrid,unknown_hagrid_quality,,missing,train
freihand_00019239,data/processed/landmarks/freihand/00019239.npy,unknown,oscuro,freihand,real_3d_freihand,8,original,train
freihand_00004090,data/processed/landmarks/freihand/00004090.npy,unknown,claro,freihand,real_3d_freihand,4,original,train
freihand_00003720,data/processed/landmarks/freihand/00003720.npy,unknown,medio,freihand,real_3d_freihand,6,original,train
fist_0003.jpg,data/processed/landmarks/hagrid/fist/fist_0003.jpg.npy,fist,sin_mst,hagrid,unknown_hagrid_quality,,missing,train
freihand_00030942,data/processed/landmarks/freihand/00030942.npy,unknown,medio,freihand,real_3d_freihand,6,original,train
freihand_00021680,data/processed/landmarks/freihand/00021680.npy,unknown,oscuro,freihand,real_3d_freihand,8,original,train
fist_0003.jpg,data/processed/landmarks/hagrid/fist/fist_0003.jpg.npy,fist,sin_mst,hagrid,unknown_hagrid_quality,,missing,train
freihand_00016420,data/processed/landmarks/freihand/00016420.npy,unknown,claro,freihand,real_3d_freihand,2,original,train
freihand_00009806,data/processed/landmarks/freihand/00009806.npy,unknown,oscuro,freihand,real_3d_freihand,8,original,train
freihand_00027985,data/processed/landmarks/freihand/00027985.npy,unknown,oscuro,freihand,real_3d_freihand,8,original,train
freihand_00016590,data/processed/landmarks/freihand/00016590.npy,unknown,medio,freihand,real_3d_freihand,6,original,train
palm_0004.jpg,data/processed/landmarks/hagrid/palm/palm_0004.jpg.npy,palm,sin_mst,hagrid,unknown_hagrid_quality,,missing,train
freihand_00004580,data/processed/landmarks/freihand/00004580.npy,unknown,oscuro,freihand,real_3d_freihand,8,original,train
fist_0003.jpg,data/processed/landmarks/hagrid/fist/fist_0003.jpg.npy,fist,sin_mst,hagrid,unknown_hagrid_quality,,missing,train
fist_0004.jpg,data/processed/landmarks/hagrid/fist/fist_0004.jpg.npy,fist,sin_mst,hagrid,unknown_hagrid_quality,,missing,train
freihand_00020541,data/processed/landmarks/freihand/00020541.npy,unknown,medio,freihand,real_3d_freihand,7,original,train
freihand_00010420,data/processed/landmarks/freihand/00010420.npy,unknown,medio,freihand,real_3d_freihand,5,original,train
freihand_00022190,data/processed/landmarks/freihand/00022190.npy,unknown,oscuro,freihand,real_3d_freihand,9,original,train
palm_0010.jpg,data/processed/landmarks/hagrid/palm/palm_0010.jpg.npy,palm,sin_mst,hagrid,unknown_hagrid_quality,,missing,train
palm_0008.jpg,data/processed/landmarks/hagrid/palm/palm_0008.jpg.npy,palm,sin_mst,hagrid,unknown_hagrid_quality,,missing,train
freihand_00015035,data/processed/landmarks/freihand/00015035.npy,unknown,claro,freihand,real_3d_freihand,4,original,train
freihand_00018997,data/processed/landmarks/freihand/00018997.npy,unknown,claro,freihand,real_3d_freihand,4,original,train
freihand_00021052,data/processed/landmarks/freihand/00021052.npy,unknown,oscuro,freihand,real_3d_freihand,8,original,train
freihand_00025330,data/processed/landmarks/freihand/00025330.npy,unknown,medio,freihand,real_3d_freihand,6,original,train
freihand_00023036,data/processed/landmarks/freihand/00023036.npy,unknown,claro,freihand,real_3d_freihand,4,original,train
fist_0005.jpg,data/processed/landmarks/hagrid/fist/fist_0005.jpg.npy,fist,sin_mst,hagrid,unknown_hagrid_quality,,missing,train
freihand_00016414,data/processed/landmarks/freihand/00016414.npy,unknown,medio,freihand,real_3d_freihand,6,original,train
freihand_00006930,data/processed/landmarks/freihand/00006930.npy,unknown,medio,freihand,real_3d_freihand,6,original,train
palm_0004.jpg,data/processed/landmarks/hagrid/palm/palm_0004.jpg.npy,palm,sin_mst,hagrid,unknown_hagrid_quality,,missing,train
freihand_00007087,data/processed/landmarks/freihand/00007087.npy,unknown,medio,freihand,real_3d_freihand,7,original,train
palm_0004.jpg,data/processed/landmarks/hagrid/palm/palm_0004.jpg.npy,palm,sin_mst,hagrid,unknown_hagrid_quality,,missing,train
