sample_id,path_secuencia,label,condition,mst,mst_origin,dataset,split
0601000d-0d31-4627-bc00-87b597185e66,data\processed\secuencias_stgcn\0601000d-0d31-4627-bc00-87b597185e66.npy,four,claro,3,imputed,hagrid,train
010264ee-8689-4732-8796-3dc4f05bd659,data\processed\secuencias_stgcn\010264ee-8689-4732-8796-3dc4f05bd659.npy,fist,oscuro,8,imputed,hagrid,train
03563dfa-3a3e-492c-b73b-aa6bb670d263,data\processed\secuencias_stgcn\03563dfa-3a3e-492c-b73b-aa6bb670d263.npy,mute,medio,7,imputed,hagrid,train
258a8828-f479-4a03-9bf2-a821b847eba2,data\processed\secuencias_stgcn\258a8828-f479-4a03-9bf2-a821b847eba2.npy,three,medio,7,imputed,hagrid,train
0695699e-c579-4dc1-8c4d-e69f20788cc0,data\processed\secuencias_stgcn\0695699e-c579-4dc1-8c4d-e69f20788cc0.npy,one,medio,6,imputed,hagrid,train
03113277-7aa8-4041-af4a-c294344830d1,data\processed\secuencias_stgcn\03113277-7aa8-4041-af4a-c294344830d1.npy,fist,claro,2,imputed,hagrid,train
0fd118cc-6400-458d-80cf-3d9a99057b8f,data\processed\secuencias_stgcn\0fd118cc-6400-458d-80cf-3d9a99057b8f.npy,three2,claro,2,imputed,hagrid,train
03b38e1c-41f1-4354-bfad-17c6febe0006,data\processed\secuencias_stgcn\03b38e1c-41f1-4354-bfad-17c6febe0006.npy,peace,claro,3,imputed,hagrid,train
0183560c-d91c-4d32-b6a5-f70158fc4fdd,data\processed\secuencias_stgcn\0183560c-d91c-4d32-b6a5-f70158fc4fdd.npy,one,medio,5,imputed,hagrid,train
3dcb7be3-3c84-4fc9-888f-b0d41a87ce64,data\processed\secuencias_stgcn\3dcb7be3-3c84-4fc9-888f-b0d41a87ce64.npy,three,claro,3,imputed,hagrid,train
008fae83-816c-4b16-9bdd-836486f4aba9,data\processed\secuencias_stgcn\008fae83-816c-4b16-9bdd-836486f4aba9.npy,ok,medio,7,imputed,hagrid,train
1f64cfdb-e173-4d54-bbac-2c7e29f3772a,data\processed\secuencias_stgcn\1f64cfdb-e173-4d54-bbac-2c7e29f3772a.npy,two_up,medio,7,imputed,hagrid,train
06cf2846-61c0-4105-b8fb-567e67a56cc3,data\processed\secuencias_stgcn\06cf2846-61c0-4105-b8fb-567e67a56cc3.npy,four,claro,4,imputed,hagrid,train
633922d1-54f1-480d-bfcc-a70c1a48ef6a,data\processed\secuencias_stgcn\633922d1-54f1-480d-bfcc-a70c1a48ef6a.npy,call,medio,7,imputed,hagrid,train
076a6681-5f30-46be-9499-11bcdcfce463,data\processed\secuencias_stgcn\076a6681-5f30-46be-9499-11bcdcfce463.npy,two_up,oscuro,10,imputed,hagrid,train
069f9cca-dca1-4ee0-97cb-13d507b0b48a,data\processed\secuencias_stgcn\069f9cca-dca1-4ee0-97cb-13d507b0b48a.npy,like,medio,5,imputed,hagrid,train
26de106d-9eef-4417-90e7-3418f417fdb7,data\processed\secuencias_stgcn\26de106d-9eef-4417-90e7-3418f417fdb7.npy,three2,claro,1,imputed,hagrid,train
00ded35f-a1f5-4c82-9040-159b4f37ecc1,data\processed\secuencias_stgcn\00ded35f-a1f5-4c82-9040-159b4f37ecc1.npy,one,medio,7,imputed,hagrid,train
00e09270-9854-4c81-89a3-40ddea4d9e7a,data\processed\secuencias_stgcn\00e09270-9854-4c81-89a3-40ddea4d9e7a.npy,one,oscuro,10,imputed,hagrid,train
01898f3e-8422-4e6a-a056-30206f905640,data\processed\secuencias_stgcn\01898f3e-8422-4e6a-a056-30206f905640.npy,call,claro,3,imputed,hagrid,train
147140f7-9db9-42e1-b4fe-325cf6d47852,data\processed\secuencias_stgcn\147140f7-9db9-42e1-b4fe-325cf6d47852.npy,call,medio,5,imputed,hagrid,train
32b32eeb-a04b-46b4-ad02-df19fd230bf1,data\processed\secuencias_stgcn\32b32eeb-a04b-46b4-ad02-df19fd230bf1.npy,three,medio,6,imputed,hagrid,train
6d04c9c7-bd4d-4dbf-b4cc-278716bace9b,data\processed\secuencias_stgcn\6d04c9c7-bd4d-4dbf-b4cc-278716bace9b.npy,peace_inverted,medio,7,imputed,hagrid,train
011b22a5-191f-4a03-a425-ca6bd1d0f61c,data\processed\secuencias_stgcn\011b22a5-191f-4a03-a425-ca6bd1d0f61c.npy,stop,medio,5,imputed,hagrid,train
006a26a3-12d2-411b-b980-0345365b560a,data\processed\secuencias_stgcn\006a26a3-12d2-411b-b980-0345365b560a.npy,fist,oscuro,10,imputed,hagrid,train
7b0fe301-54c0-4ecb-9082-e5aaca64e7fe,data\processed\secuencias_stgcn\7b0fe301-54c0-4ecb-9082-e5aaca64e7fe.npy,two_up,oscuro,9,imputed,hagrid,train
69fb5ba0-a3dd-4a31-a75e-2cfeb803150a,data\processed\secuencias_stgcn\69fb5ba0-a3dd-4a31-a75e-2cfeb803150a.npy,stop_inverted,medio,6,imputed,hagrid,train
03ccc0c2-35ac-46c1-961d-d494fc787fc9,data\processed\secuencias_stgcn\03ccc0c2-35ac-46c1-961d-d494fc787fc9.npy,dislike,medio,7,imputed,hagrid,train
022fb692-c5c0-4e00-ac14-455bb4367a7b,data\processed\secuencias_stgcn\022fb692-c5c0-4e00-ac14-455bb4367a7b.npy,one,medio,6,imputed,hagrid,train
01ec0511-cfe5-4df3-ba97-89ee03fca72c,data\processed\secuencias_stgcn\01ec0511-cfe5-4df3-ba97-89ee03fca72c.npy,one,claro,4,imputed,hagrid,train
c1e7b863-ab00-4cf3-bdae-cc4d848789b5,data\processed\secuencias_stgcn\c1e7b863-ab00-4cf3-bdae-cc4d848789b5.npy,two_up,oscuro,8,imputed,hagrid,train
028e5825-a2be-431c-83e6-9c06b72f9d6a,data\processed\secuencias_stgcn\028e5825-a2be-431c-83e6-9c06b72f9d6a.npy,stop,claro,1,imputed,hagrid,train
60245bee-f975-425b-b003-633a88f2a77f,data\processed\secuencias_stgcn\60245bee-f975-425b-b003-633a88f2a77f.npy,call,oscuro,9,imputed,hagrid,train
061820b2-271b-47d7-9691-5ba7e8a492cf,data\processed\secuencias_stgcn\061820b2-271b-47d7-9691-5ba7e8a492cf.npy,ok,medio,5,imputed,hagrid,train
02ca9b3b-d3d2-4dfd-b38a-fd8412c006a5,data\processed\secuencias_stgcn\02ca9b3b-d3d2-4dfd-b38a-fd8412c006a5.npy,fist,oscuro,10,imputed,hagrid,train
0073e816-7b68-47da-8552-9297c6e417e8,data\processed\secuencias_stgcn\0073e816-7b68-47da-8552-9297c6e417e8.npy,stop,oscuro,10,imputed,hagrid,train
30f626b2-fabb-47ac-99e7-4858fa99309c,data\processed\secuencias_stgcn\30f626b2-fabb-47ac-99e7-4858fa99309c.npy,call,claro,4,imputed,hagrid,train
5ade9bf2-07bd-4d9b-b3a3-fc736267cfeb,data\processed\secuencias_stgcn\5ade9bf2-07bd-4d9b-b3a3-fc736267cfeb.npy,call,oscuro,9,imputed,hagrid,train
0179c9fb-2a7f-44ba-b513-ca22e80cb888,data\processed\secuencias_stgcn\0179c9fb-2a7f-44ba-b513-ca22e80cb888.npy,ok,claro,4,imputed,hagrid,train
02eac8bf-ed77-4bf0-a34c-f52224d285b3,data\processed\secuencias_stgcn\02eac8bf-ed77-4bf0-a34c-f52224d285b3.npy,mute,claro,4,imputed,hagrid,train
03f0d69f-9351-4178-a766-7e83dcb4519a,data\processed\secuencias_stgcn\03f0d69f-9351-4178-a766-7e83dcb4519a.npy,peace,claro,3,imputed,hagrid,train
07507a64-f92b-46c2-9d6a-7b1248304791,data\processed\secuencias_stgcn\07507a64-f92b-46c2-9d6a-7b1248304791.npy,four,claro,1,imputed,hagrid,train
04220c41-2bb0-4e80-80e0-8897ce47c2cf,data\processed\secuencias_stgcn\04220c41-2bb0-4e80-80e0-8897ce47c2cf.npy,three,claro,2,imputed,hagrid,train
01d4e5dd-ec87-49f2-9d82-b9c8b7fae70a,data\processed\secuencias_stgcn\01d4e5dd-ec87-49f2-9d82-b9c8b7fae70a.npy,peace,oscuro,10,imputed,hagrid,train
04ef455f-cec2-45a8-ab3e-34f4560035e0,data\processed\secuencias_stgcn\04ef455f-cec2-45a8-ab3e-34f4560035e0.npy,rock,medio,6,imputed,hagrid,train
aa34d7be-0d48-4be5-9ff8-210b4e3baf20,data\processed\secuencias_stgcn\aa34d7be-0d48-4be5-9ff8-210b4e3baf20.npy,two_up_inverted,oscuro,10,imputed,hagrid,train
03146d8f-15d9-406f-9934-61d869a97e0d,data\processed\secuencias_stgcn\03146d8f-15d9-406f-9934-61d869a97e0d.npy,mute,oscuro,8,imputed,hagrid,train
0362af28-3832-41b6-a7aa-01c8b9e3299a,data\processed\secuencias_stgcn\0362af28-3832-41b6-a7aa-01c8b9e3299a.npy,dislike,oscuro,10,imputed,hagrid,train
013838d8-bc49-40bf-8071-8449318382de,data\processed\secuencias_stgcn\013838d8-bc49-40bf-8071-8449318382de.npy,mute,oscuro,8,imputed,hagrid,train
037a466e-34dd-45a1-b509-d88f5f82606a,data\processed\secuencias_stgcn\037a466e-34dd-45a1-b509-d88f5f82606a.npy,ok,oscuro,10,imputed,hagrid,train
0313c156-c22d-402e-891f-a4e6511e6427,data\processed\secuencias_stgcn\0313c156-c22d-402e-891f-a4e6511e6427.npy,peace,claro,4,imputed,hagrid,train
27ed2f59-5d2f-4fac-bab7-5cdf432d7fb2,data\processed\secuencias_stgcn\27ed2f59-5d2f-4fac-bab7-5cdf432d7fb2.npy,call,medio,6,imputed,hagrid,train
177207c2-f7a7-449f-b751-5212f811fcac,data\processed\secuencias_stgcn\177207c2-f7a7-449f-b751-5212f811fcac.npy,call,claro,1,imputed,hagrid,train
002b2e3b-9d21-4921-a418-8435bc65fa59,data\processed\secuencias_stgcn\002b2e3b-9d21-4921-a418-8435bc65fa59.npy,mute,claro,4,imputed,hagrid,train
a19a92c5-ae8e-4f01-ada6-f0076f7aca1b,data\processed\secuencias_stgcn\a19a92c5-ae8e-4f01-ada6-f0076f7aca1b.npy,two_up_inverted,claro,1,imputed,hagrid,train
3f69e45e-b6af-456a-89d0-587162f5b859,data\processed\secuencias_stgcn\3f69e45e-b6af-456a-89d0-587162f5b859.npy,three,oscuro,9,imputed,hagrid,train
042a7f39-0424-4615-9423-3258661ef4b8,data\processed\secuencias_stgcn\042a7f39-0424-4615-9423-3258661ef4b8.npy,rock,medio,5,imputed,hagrid,train
0237b8e9-f8e8-4fb5-bc74-69d3be5cf2bc,data\processed\secuencias_stgcn\0237b8e9-f8e8-4fb5-bc74-69d3be5cf2bc.npy,fist,oscuro,9,imputed,hagrid,train
0cb1c616-0b3d-45b5-8367-32e5e16784e5,data\processed\secuencias_stgcn\0cb1c616-0b3d-45b5-8367-32e5e16784e5.npy,stop_inverted,oscuro,9,imputed,hagrid,train
04c35717-1f9f-4075-aafc-d02ad6b0a970,data\processed\secuencias_stgcn\04c35717-1f9f-4075-aafc-d02ad6b0a970.npy,four,claro,2,imputed,hagrid,train
09ee9bcb-076d-4a3a-9704-0982cbc152fd,data\processed\secuencias_stgcn\09ee9bcb-076d-4a3a-9704-0982cbc152fd.npy,call,oscuro,9,imputed,hagrid,train
3ccb47f3-b62a-42da-b904-be07744ca1d1,data\processed\secuencias_stgcn\3ccb47f3-b62a-42da-b904-be07744ca1d1.npy,three,medio,6,imputed,hagrid,train
010123b0-e889-498f-b3d9-fa85a91d6c2c,data\processed\secuencias_stgcn\010123b0-e889-498f-b3d9-fa85a91d6c2c.npy,fist,medio,6,imputed,hagrid,train
dda15de4-f80a-40b4-af5b-7039b5e17c75,data\processed\secuencias_stgcn\dda15de4-f80a-40b4-af5b-7039b5e17c75.npy,two_up,claro,2,imputed,hagrid,train
761b2708-23a7-41bd-b76b-f32a9e0f2092,data\processed\secuencias_stgcn\761b2708-23a7-41bd-b76b-f32a9e0f2092.npy,call,oscuro,8,imputed,hagrid,train
002f1d76-250f-4322-b1c3-4dd4906780d4,data\processed\secuencias_stgcn\002f1d76-250f-4322-b1c3-4dd4906780d4.npy,like,oscuro,8,imputed,hagrid,train
02fab015-7977-4a02-8bd8-5dae467afd28,data\processed\secuencias_stgcn\02fab015-7977-4a02-8bd8-5dae467afd28.npy,dislike,medio,6,imputed,hagrid,train
02c48caa-5f36-4d54-ac27-23536df4e6ca,data\processed\secuencias_stgcn\02c48caa-5f36-4d54-ac27-23536df4e6ca.npy,four,medio,5,imputed,hagrid,train
00472819-1805-4f5e-aeef-4e5a4aa24c20,data\processed\secuencias_stgcn\00472819-1805-4f5e-aeef-4e5a4aa24c20.npy,ok,medio,7,imputed,hagrid,train
393d3a4a-2841-4e23-8c24-959f5e23b42a,data\processed\secuencias_stgcn\393d3a4a-2841-4e23-8c24-959f5e23b42a.npy,call,claro,1,imputed,hagrid,train
a293035c-1622-4e71-8fb6-bfff2014c607,data\processed\secuencias_stgcn\a293035c-1622-4e71-8fb6-bfff2014c607.npy,peace_inverted,oscuro,10,imputed,hagrid,train
00ee912b-b59e-49cb-bf1a-05772b493ae9,data\processed\secuencias_stgcn\00ee912b-b59e-49cb-bf1a-05772b493ae9.npy,palm,oscuro,9,imputed,hagrid,train
9f6b5f0e-3653-4122-8cac-47cd7beae76f,data\processed\secuencias_stgcn\9f6b5f0e-3653-4122-8cac-47cd7beae76f.npy,peace_inverted,claro,3,imputed,hagrid,train
ad0b8773-3680-4d40-a229-699b8a64d8c1,data\processed\secuencias_stgcn\ad0b8773-3680-4d40-a229-699b8a64d8c1.npy,two_up_inverted,claro,1,imputed,hagrid,train
040dec99-16b1-4b0d-9a54-9bf28e1849b4,data\processed\secuencias_stgcn\040dec99-16b1-4b0d-9a54-9bf28e1849b4.npy,rock,claro,1,imputed,hagrid,train
074a0784-74f1-4885-9d8b-de76b8a1fc0a,data\processed\secuencias_stgcn\074a0784-74f1-4885-9d8b-de76b8a1fc0a.npy,ok,medio,5,imputed,hagrid,train
bf058bb5-0021-44b4-b119-b1acc2b656a9,data\processed\secuencias_stgcn\bf058bb5-0021-44b4-b119-b1acc2b656a9.npy,stop_inverted,oscuro,10,imputed,hagrid,train
71a373eb-6304-47a6-bda1-dbc8c3bfc00e,data\processed\secuencias_stgcn\71a373eb-6304-47a6-bda1-dbc8c3bfc00e.npy,stop_inverted,claro,4,imputed,hagrid,train
05df01f5-c212-4143-a27b-3f40f6169da1,data\processed\secuencias_stgcn\05df01f5-c212-4143-a27b-3f40f6169da1.npy,mute,oscuro,9,imputed,hagrid,train
06c958d4-88bd-4946-9632-151c7f7a91c4,data\processed\secuencias_stgcn\06c958d4-88bd-4946-9632-151c7f7a91c4.npy,fist,medio,7,imputed,hagrid,train
0324564e-73dd-4b38-897d-cd8a5dd01966,data\processed\secuencias_stgcn\0324564e-73dd-4b38-897d-cd8a5dd01966.npy,one,medio,6,imputed,hagrid,train
00a0f6b1-11af-410c-a838-b7cf38b6cc88,data\processed\secuencias_stgcn\00a0f6b1-11af-410c-a838-b7cf38b6cc88.npy,peace,claro,1,imputed,hagrid,train
033bfb01-2a77-4390-a2cb-adabdf960092,data\processed\secuencias_stgcn\033bfb01-2a77-4390-a2cb-adabdf960092.npy,rock,claro,1,imputed,hagrid,train
