sample_id,path_landmarks,label,condition,dataset,landmark_quality,mst,mst_origin,split
8c80b5b2-c144-4a8d-97ca-06d9a00cbc8a,data/processed/landmarks/hagrid/peace_inverted/8c80b5b2-c144-4a8d-97ca-06d9a00cbc8a.npy,peace_inverted,medio,hagrid,annotation_2d_projected,6,imputed,train
5d7aed21-f8f1-4423-9943-91a5d15a1859,data/processed/landmarks/hagrid/two_up/5d7aed21-f8f1-4423-9943-91a5d15a1859.npy,two_up,claro,hagrid,annotation_2d_projected,4,imputed,train
c2330176-5c26-45e0-92ba-3445af33e7e5,data/processed/landmarks/hagrid/three2/c2330176-5c26-45e0-92ba-3445af33e7e5.npy,three2,oscuro,hagrid,synthetic_gesture_mean,9,imputed,train
freihand_00019586,data/processed/landmarks/freihand/00019586.npy,unknown,oscuro,freihand,real_3d_freihand,10,imputed,train
aa50fbab-d97f-4029-93d4-8d0a318339d0,data/processed/landmarks/hagrid/peace_inverted/aa50fbab-d97f-4029-93d4-8d0a318339d0.npy,peace_inverted,medio,hagrid,annotation_2d_projected,7,imputed,train
7e478ba7-938d-4cc8-a3e0-6bd39ba0d714,data/processed/landmarks/hagrid/two_up_inverted/7e478ba7-938d-4cc8-a3e0-6bd39ba0d714.npy,two_up_inverted,claro,hagrid,annotation_2d_projected,1,imputed,train
d8931920-9ccc-46bd-98fe-8007bbe9aef7,data/processed/landmarks/hagrid/three2/d8931920-9ccc-46bd-98fe-8007bbe9aef7.npy,three2,oscuro,hagrid,synthetic_gesture_mean,9,imputed,train
489a18f2-0665-4ef6-9a27-56720328251a,data/processed/landmarks/hagrid/call/489a18f2-0665-4ef6-9a27-56720328251a.npy,call,medio,hagrid,annotation_2d_projected,5,imputed,train
freihand_00004651,data/processed/landmarks/freihand/00004651.npy,unknown,claro,freihand,real_3d_freihand,1,imputed,train
00cd61bd-7697-44a0-9841-f95988314173,data/processed/landmarks/hagrid/palm/00cd61bd-7697-44a0-9841-f95988314173.npy,palm,claro,hagrid,annotation_2d_projected,1,imputed,train
freihand_00011345,data/processed/landmarks/freihand/00011345.npy,unknown,claro,freihand,real_3d_freihand,2,imputed,train
02613d4b-1fad-4f32-818a-aaccc0d39f7a,data/processed/landmarks/hagrid/dislike/02613d4b-1fad-4f32-818a-aaccc0d39f7a.npy,dislike,claro,hagrid,annotation_2d_projected,1,imputed,train
freihand_00011846,data/processed/landmarks/freihand/00011846.npy,unknown,oscuro,freihand,real_3d_freihand,10,imputed,train
freihand_00001624,data/processed/landmarks/freihand/00001624.npy,unknown,oscuro,freihand,real_3d_freihand,9,imputed,train
02bd891b-ba1e-40bd-a9ba-a8620c00aa3f,data/processed/landmarks/hagrid/fist/02bd891b-ba1e-40bd-a9ba-a8620c00aa3f.npy,fist,medio,hagrid,annotation_2d_projected,5,imputed,train
freihand_00013936,data/processed/landmarks/freihand/00013936.npy,unknown,medio,freihand,real_3d_freihand,7,original,train
freihand_00005991,data/processed/landmarks/freihand/00005991.npy,unknown,claro,freihand,real_3d_freihand,3,imputed,train
freihand_00002340,data/processed/landmarks/freihand/00002340.npy,unknown,oscuro,freihand,real_3d_freihand,10,imputed,train
3d81b2fb-22fe-4a2b-8419-7ef76ea8d6cb,data/processed/landmarks/hagrid/call/3d81b2fb-22fe-4a2b-8419-7ef76ea8d6cb.npy,call,claro,hagrid,annotation_2d_projected,1,imputed,train
freihand_00029654,data/processed/landmarks/freihand/00029654.npy,unknown,medio,freihand,real_3d_freihand,6,original,train
freihand_00005566,data/processed/landmarks/freihand/00005566.npy,unknown,claro,freihand,real_3d_freihand,4,imputed,train
0d3148d5-4f31-40cd-a906-e0905693753f,data/processed/landmarks/hagrid/two_up/0d3148d5-4f31-40cd-a906-e0905693753f.npy,two_up,claro,hagrid,annotation_2d_projected,2,imputed,train
00eaa211-c22d-4806-95a9-a466fd776262,data/processed/landmarks/hagrid/one/00eaa211-c22d-4806-95a9-a466fd776262.npy,one,medio,hagrid,annotation_2d_projected,7,imputed,train
freihand_00004439,data/processed/landmarks/freihand/00004439.npy,unknown,oscuro,freihand,real_3d_freihand,10,imputed,train
freihand_00006593,data/processed/landmarks/freihand/00006593.npy,unknown,medio,freihand,real_3d_freihand,6,original,train
freihand_00014178,data/processed/landmarks/freihand/00014178.npy,unknown,oscuro,freihand,real_3d_freihand,8,imputed,train
03e40ec7-00c2-49b3-822d-e06ff51f6691,data/processed/landmarks/hagrid/like/03e40ec7-00c2-49b3-822d-e06ff51f6691.npy,like,oscuro,hagrid,annotation_2d_projected,10,imputed,train
16b42dcd-04de-4aca-b99b-ba3f9bc34b15,data/processed/landmarks/hagrid/stop_inverted/16b42dcd-04de-4aca-b99b-ba3f9bc34b15.npy,stop_inverted,oscuro,hagrid,annotation_2d_projected,10,imputed,train
freihand_00014055,data/processed/landmarks/freihand/00014055.npy,unknown,medio,freihand,real_3d_freihand,6,original,train
01a32780-812b-4d8b-90b4-4f0fb902448b,data/processed/landmarks/hagrid/dislike/01a32780-812b-4d8b-90b4-4f0fb902448b.npy,dislike,claro,hagrid,synthetic_gesture_mean,1,imputed,train
freihand_00011932,data/processed/landmarks/freihand/00011932.npy,unknown,claro,freihand,real_3d_freihand,3,imputed,train
freihand_00019262,data/processed/landmarks/freihand/00019262.npy,unknown,claro,freihand,real_3d_freihand,1,imputed,train
freihand_00000867,data/processed/landmarks/freihand/00000867.npy,unknown,claro,freihand,real_3d_freihand,2,imputed,train
freihand_00008386,data/processed/landmarks/freihand/00008386.npy,unknown,medio,freihand,real_3d_freihand,6,original,train
26f63046-7988-4781-9d1f-d3209c877fdf,data/processed/landmarks/hagrid/three2/26f63046-7988-4781-9d1f-d3209c877fdf.npy,three2,medio,hagrid,annotation_2d_projected,5,imputed,train
0308eb7b-4896-4a28-acaa-f18727166576,data/processed/landmarks/hagrid/palm/0308eb7b-4896-4a28-acaa-f18727166576.npy,palm,oscuro,hagrid,unknown_hagrid_quality,10,imputed,train
freihand_00031476,data/processed/landmarks/freihand/00031476.npy,unknown,medio,freihand,real_3d_freihand,7,original,train
freihand_00028035,data/processed/landmarks/freihand/00028035.npy,unknown,medio,freihand,real_3d_freihand,7,imputed,train
b2a0df3f-333a-4c4f-97cf-a61c017cf950,data/processed/landmarks/hagrid/three2/b2a0df3f-333a-4c4f-97cf-a61c017cf950.npy,three2,oscuro,hagrid,annotation_2d_projected,10,imputed,train
01937fc1-f704-4421-9d13-83f06633a4d5,data/processed/landmarks/hagrid/peace/01937fc1-f704-4421-9d13-83f06633a4d5.npy,peace,claro,hagrid,annotation_2d_projected,2,imputed,train
02887c7f-4bac-411b-aeae-172b2e3d01ef,data/processed/landmarks/hagrid/dislike/02887c7f-4bac-411b-aeae-172b2e3d01ef.npy,dislike,oscuro,hagrid,annotation_2d_projected,10,imputed,train
343ec356-544b-47cb-acc7-e7d0d0fd111e,data/processed/landmarks/hagrid/three/343ec356-544b-47cb-acc7-e7d0d0fd111e.npy,three,claro,hagrid,annotation_2d_projected,4,imputed,train
freihand_00030877,data/processed/landmarks/freihand/00030877.npy,unknown,claro,freihand,real_3d_freihand,3,imputed,train
freihand_00016301,data/processed/landmarks/freihand/00016301.npy,unknown,claro,freihand,real_3d_freihand,2,imputed,train
04594c34-7c21-40e9-bdb9-932b5198bf8e,data/processed/landmarks/hagrid/like/04594c34-7c21-40e9-bdb9-932b5198bf8e.npy,like,oscuro,hagrid,annotation_2d_projected,10,imputed,train
freihand_00010059,data/processed/landmarks/freihand/00010059.npy,unknown,oscuro,freihand,real_3d_freihand,9,imputed,train
02859656-e7e2-4e37-8d43-fa4eb2795f84,data/processed/landmarks/hagrid/dislike/02859656-e7e2-4e37-8d43-fa4eb2795f84.npy,dislike,medio,hagrid,annotation_2d_projected,7,imputed,train
freihand_00008476,data/processed/landmarks/freihand/00008476.npy,unknown,medio,freihand,real_3d_freihand,6,original,train
045062ee-0c2c-41d4-adc6-375af45d7e88,data/processed/landmarks/hagrid/rock/045062ee-0c2c-41d4-adc6-375af45d7e88.npy,rock,claro,hagrid,synthetic_gesture_mean,1,imputed,train
005a09d1-e64f-4eb8-8592-6085867e97da,data/processed/landmarks/hagrid/mute/005a09d1-e64f-4eb8-8592-6085867e97da.npy,mute,medio,hagrid,annotation_2d_projected,5,imputed,train
025532b4-1070-4659-83de-a060aaa09bf2,data/processed/landmarks/hagrid/rock/025532b4-1070-4659-83de-a060aaa09bf2.npy,rock,oscuro,hagrid,annotation_2d_projected,9,imputed,train
05c82aa4-98e3-4028-aeab-68f058cd5304,data/processed/landmarks/hagrid/ok/05c82aa4-98e3-4028-aeab-68f058cd5304.npy,ok,claro,hagrid,annotation_2d_projected,1,imputed,train
freihand_00010115,data/processed/landmarks/freihand/00010115.npy,unknown,medio,freihand,real_3d_freihand,5,original,train
freihand_00004842,data/processed/landmarks/freihand/00004842.npy,unknown,medio,freihand,real_3d_freihand,6,original,train
07290fbc-6565-47ed-8879-8e2fdc5e8f28,data/processed/landmarks/hagrid/four/07290fbc-6565-47ed-8879-8e2fdc5e8f28.npy,four,claro,hagrid,annotation_2d_projected,3,imputed,train
freihand_00009385,data/processed/landmarks/freihand/00009385.npy,unknown,oscuro,freihand,real_3d_freihand,8,imputed,train
freihand_00011736,data/processed/landmarks/freihand/00011736.npy,unknown,oscuro,freihand,real_3d_freihand,9,imputed,train
freihand_00024322,data/processed/landmarks/freihand/00024322.npy,unknown,claro,freihand,real_3d_freihand,4,original,train
freihand_00027449,data/processed/landmarks/freihand/00027449.npy,unknown,claro,freihand,real_3d_freihand,2,imputed,train
freihand_00001576,data/processed/landmarks/freihand/00001576.npy,unknown,medio,freihand,real_3d_freihand,6,original,train
00d5944d-922c-4f56-bf60-2d9c4ade51a7,data/processed/landmarks/hagrid/dislike/00d5944d-922c-4f56-bf60-2d9c4ade51a7.npy,dislike,oscuro,hagrid,annotation_2d_projected,10,imputed,train
0299857b-abe1-4647-a8b6-c8006cf1123c,data/processed/landmarks/hagrid/palm/0299857b-abe1-4647-a8b6-c8006cf1123c.npy,palm,oscuro,hagrid,annotation_2d_projected,8,imputed,train
freihand_00001942,data/processed/landmarks/freihand/00001942.npy,unknown,oscuro,freihand,real_3d_freihand,9,imputed,train
freihand_00017004,data/processed/landmarks/freihand/00017004.npy,unknown,oscuro,freihand,real_3d_freihand,10,imputed,train
42326f83-c770-4954-885c-d04fe4e51aef,data/processed/landmarks/hagrid/call/42326f83-c770-4954-885c-d04fe4e51aef.npy,call,oscuro,hagrid,annotation_2d_projected,8,imputed,train
063bb81b-8890-4687-84e8-b4968b7e69cb,data/processed/landmarks/hagrid/fist/063bb81b-8890-4687-84e8-b4968b7e69cb.npy,fist,oscuro,hagrid,unknown_hagrid_quality,9,imputed,train
0525e102-255d-4518-93be-f9bda5978517,data/processed/landmarks/hagrid/mute/0525e102-255d-4518-93be-f9bda5978517.npy,mute,claro,hagrid,unknown_hagrid_quality,3,imputed,train
03f2a288-e00f-4683-b41a-6a8f4296013a,data/processed/landmarks/hagrid/dislike/03f2a288-e00f-4683-b41a-6a8f4296013a.npy,dislike,claro,hagrid,unknown_hagrid_quality,2,imputed,train
freihand_00027737,data/processed/landmarks/freihand/00027737.npy,unknown,claro,freihand,real_3d_freihand,2,imputed,train
0386da99-5ffd-494c-b3d9-f4e05cdcba99,data/processed/landmarks/hagrid/mute/0386da99-5ffd-494c-b3d9-f4e05cdcba99.npy,mute,medio,hagrid,annotation_2d_projected,6,imputed,train
05b2193c-b6dd-43de-a5a4-90941f67e066,data/processed/landmarks/hagrid/mute/05b2193c-b6dd-43de-a5a4-90941f67e066.npy,mute,medio,hagrid,annotation_2d_projected,6,imputed,train
freihand_00011700,data/processed/landmarks/freihand/00011700.npy,unknown,oscuro,freihand,real_3d_freihand,9,imputed,train
freihand_00005285,data/processed/landmarks/freihand/00005285.npy,unknown,oscuro,freihand,real_3d_freihand,8,imputed,train
05b2193c-b6dd-43de-a5a4-90941f67e066,data/processed/landmarks/hagrid/mute/05b2193c-b6dd-43de-a5a4-90941f67e066.npy,mute,medio,hagrid,annotation_2d_projected,6,imputed,train
04e71991-caea-4ee3-975d-767fb5810887,data/processed/landmarks/hagrid/rock/04e71991-caea-4ee3-975d-767fb5810887.npy,rock,claro,hagrid,annotation_2d_projected,4,imputed,train
freihand_00026679,data/processed/landmarks/freihand/00026679.npy,unknown,medio,freihand,real_3d_freihand,6,original,train
0570bffa-a6c7-4d57-9cb4-eeeae0983527,data/processed/landmarks/hagrid/ok/0570bffa-a6c7-4d57-9cb4-eeeae0983527.npy,ok,oscuro,hagrid,unknown_hagrid_quality,10,imputed,train
freihand_00030806,data/processed/landmarks/freihand/00030806.npy,unknown,medio,freihand,real_3d_freihand,6,original,train
f6240f34-79f9-4e14-b79a-c001c3503e00,data/processed/landmarks/hagrid/three2/f6240f34-79f9-4e14-b79a-c001c3503e00.npy,three2,oscuro,hagrid,annotation_2d_projected,8,imputed,train
freihand_00015720,data/processed/landmarks/freihand/00015720.npy,unknown,oscuro,freihand,real_3d_freihand,10,imputed,train
06752c14-c847-4968-899f-4b219029776a,data/processed/landmarks/hagrid/ok/06752c14-c847-4968-899f-4b219029776a.npy,ok,claro,hagrid,annotation_2d_projected,2,imputed,train
freihand_00002557,data/processed/landmarks/freihand/00002557.npy,unknown,oscuro,freihand,real_3d_freihand,10,imputed,train
0338bdb9-138c-4bf4-9aa4-f50aa6c2f6bc,data/processed/landmarks/hagrid/rock/0338bdb9-138c-4bf4-9aa4-f50aa6c2f6bc.npy,rock,oscuro,hagrid,annotation_2d_projected,8,imputed,train
033cdc3b-56db-45b5-b7ca-999884bbb341,data/processed/landmarks/hagrid/four/033cdc3b-56db-45b5-b7ca-999884bbb341.npy,four,claro,hagrid,annotation_2d_projected,1,imputed,train
69c8d6e4-e988-4758-9fe4-1cd3107b18c2,data/processed/landmarks/hagrid/call/69c8d6e4-e988-4758-9fe4-1cd3107b18c2.npy,call,claro,hagrid,annotation_2d_projected,3,imputed,train
freihand_00024080,data/processed/landmarks/freihand/00024080.npy,unknown,medio,freihand,real_3d_freihand,6,imputed,train
060e140b-97a3-4700-94d1-e95c1ef598fb,data/processed/landmarks/hagrid/like/060e140b-97a3-4700-94d1-e95c1ef598fb.npy,like,oscuro,hagrid,annotation_2d_projected,10,imputed,train
freihand_00006905,data/processed/landmarks/freihand/00006905.npy,unknown,claro,freihand,real_3d_freihand,1,imputed,train
1f6c9584-5bae-4382-b3ec-a5470b2b9ddf,data/processed/landmarks/hagrid/peace_inverted/1f6c9584-5bae-4382-b3ec-a5470b2b9ddf.npy,peace_inverted,claro,hagrid,annotation_2d_projected,1,imputed,train
29685b31-5309-4a35-9cbf-577214a9d353,data/processed/landmarks/hagrid/two_up_inverted/29685b31-5309-4a35-9cbf-577214a9d353.npy,two_up_inverted,oscuro,hagrid,annotation_2d_projected,9,imputed,train
freihand_00017514,data/processed/landmarks/freihand/00017514.npy,unknown,claro,freihand,real_3d_freihand,1,imputed,train
freihand_00022862,data/processed/landmarks/freihand/00022862.npy,unknown,claro,freihand,real_3d_freihand,1,imputed,train
06cd9ef9-7260-4b5a-a823-63a4f8098e0a,data/processed/landmarks/hagrid/ok/06cd9ef9-7260-4b5a-a823-63a4f8098e0a.npy,ok,oscuro,hagrid,annotation_2d_projected,10,imputed,train
freihand_00012363,data/processed/landmarks/freihand/00012363.npy,unknown,medio,freihand,real_3d_freihand,6,original,train
freihand_00031101,data/processed/landmarks/freihand/00031101.npy,unknown,medio,freihand,real_3d_freihand,6,imputed,train
03efed3d-4f8c-4762-b594-2a14b944444f,data/processed/landmarks/hagrid/rock/03efed3d-4f8c-4762-b594-2a14b944444f.npy,rock,medio,hagrid,synthetic_gesture_mean,7,imputed,train
freihand_00012059,data/processed/landmarks/freihand/00012059.npy,unknown,claro,freihand,real_3d_freihand,1,imputed,train
freihand_00010584,data/processed/landmarks/freihand/00010584.npy,unknown,medio,freihand,real_3d_freihand,6,original,train
05a6f421-55b4-4830-b393-a15e6e6c2dc4,data/processed/landmarks/hagrid/peace_inverted/05a6f421-55b4-4830-b393-a15e6e6c2dc4.npy,peace_inverted,oscuro,hagrid,annotation_2d_projected,8,imputed,train
freihand_00023594,data/processed/landmarks/freihand/00023594.npy,unknown,oscuro,freihand,real_3d_freihand,8,imputed,train
02b414f7-5d17-47fd-82b1-7b9c236906dd,data/processed/landmarks/hagrid/fist/02b414f7-5d17-47fd-82b1-7b9c236906dd.npy,fist,claro,hagrid,annotation_2d_projected,4,imputed,train
freihand_00014654,data/processed/landmarks/freihand/00014654.npy,unknown,oscuro,freihand,real_3d_freihand,10,imputed,train
0403a3a7-d2c5-4db4-940f-2f47e78e27a6,data/processed/landmarks/hagrid/fist/0403a3a7-d2c5-4db4-940f-2f47e78e27a6.npy,fist,claro,hagrid,annotation_2d_projected,1,imputed,train
freihand_00014925,data/processed/landmarks/freihand/00014925.npy,unknown,claro,freihand,real_3d_freihand,3,imputed,train
053f0f9d-593b-44b0-a3e0-46c2761cee72,data/processed/landmarks/hagrid/one/053f0f9d-593b-44b0-a3e0-46c2761cee72.npy,one,claro,hagrid,annotation_2d_projected,1,imputed,train
freihand_00024504,data/processed/landmarks/freihand/00024504.npy,unknown,oscuro,freihand,real_3d_freihand,10,imputed,train
1bc47689-d2dd-4eed-a3af-bd6c0a5327f7,data/processed/landmarks/hagrid/two_up_inverted/1bc47689-d2dd-4eed-a3af-bd6c0a5327f7.npy,two_up_inverted,medio,hagrid,annotation_2d_projected,6,imputed,train
freihand_00026213,data/processed/landmarks/freihand/00026213.npy,unknown,claro,freihand,real_3d_freihand,3,imputed,train
0264faaa-a5e3-4187-8ede-11a7a73e2e11,data/processed/landmarks/hagrid/three2/0264faaa-a5e3-4187-8ede-11a7a73e2e11.npy,three2,oscuro,hagrid,annotation_2d_projected,9,imputed,train
0464c869-19bf-4df6-a852-11ba85bc1fe7,data/processed/landmarks/hagrid/four/0464c869-19bf-4df6-a852-11ba85bc1fe7.npy,four,oscuro,hagrid,annotation_2d_projected,8,imputed,train
02638d7e-ab64-45be-ad87-53fb0ac34762,data/processed/landmarks/hagrid/peace/02638d7e-ab64-45be-ad87-53fb0ac34762.npy,peace,medio,hagrid,annotation_2d_projected,5,imputed,train
069ce1c5-70fb-4dbf-8f7b-83a4037e79c2,data/processed/landmarks/hagrid/fist/069ce1c5-70fb-4dbf-8f7b-83a4037e79c2.npy,fist,medio,hagrid,annotation_2d_projected,7,imputed,train
004a59dd-34ce-43cf-b3c9-b6e42762ce60,data/processed/landmarks/hagrid/stop/004a59dd-34ce-43cf-b3c9-b6e42762ce60.npy,stop,claro,hagrid,annotation_2d_projected,4,imputed,train
freihand_00001089,data/processed/landmarks/freihand/00001089.npy,unknown,oscuro,freihand,real_3d_freihand,8,original,train
freihand_00004032,data/processed/landmarks/freihand/00004032.npy,unknown,oscuro,freihand,real_3d_freihand,8,imputed,train
freihand_00013195,data/processed/landmarks/freihand/00013195.npy,unknown,claro,freihand,real_3d_freihand,3,imputed,train
00509e79-f0b8-41ac-9ccc-86f1f11d8079,data/processed/landmarks/hagrid/stop/00509e79-f0b8-41ac-9ccc-86f1f11d8079.npy,stop,medio,hagrid,annotation_2d_projected,5,imputed,train
freihand_00007334,data/processed/landmarks/freihand/00007334.npy,unknown,oscuro,freihand,real_3d_freihand,9,imputed,train
freihand_00020049,data/processed/landmarks/freihand/00020049.npy,unknown,claro,freihand,real_3d_freihand,4,imputed,train
015c7450-7bf4-4667-afe2-0a86e4ee634c,data/processed/landmarks/hagrid/stop/015c7450-7bf4-4667-afe2-0a86e4ee634c.npy,stop,claro,hagrid,annotation_2d_projected,3,imputed,train
03487280-224f-490d-8e36-6c5f48e3d7a0,data/processed/landmarks/hagrid/one/03487280-224f-490d-8e36-6c5f48e3d7a0.npy,one,oscuro,hagrid,unknown_hagrid_quality,10,imputed,train
freihand_00022299,data/processed/landmarks/freihand/00022299.npy,unknown,medio,freihand,real_3d_freihand,5,imputed,train
freihand_00008625,data/processed/landmarks/freihand/00008625.npy,unknown,oscuro,freihand,real_3d_freihand,10,imputed,train
freihand_00020558,data/processed/landmarks/freihand/00020558.npy,unknown,medio,freihand,real_3d_freihand,5,imputed,train
065fbc48-ff88-4d69-9716-c85b8eb4f34f,data/processed/landmarks/hagrid/fist/065fbc48-ff88-4d69-9716-c85b8eb4f34f.npy,fist,medio,hagrid,annotation_2d_projected,7,imputed,train
freihand_00003735,data/processed/landmarks/freihand/00003735.npy,unknown,oscuro,freihand,real_3d_freihand,8,original,train
freihand_00023813,data/processed/landmarks/freihand/00023813.npy,unknown,claro,freihand,real_3d_freihand,2,imputed,train
freihand_00001408,data/processed/landmarks/freihand/00001408.npy,unknown,claro,freihand,real_3d_freihand,1,imputed,train
051a711c-2d60-4e08-b86e-a3c6a7fdc73e,data/processed/landmarks/hagrid/like/051a711c-2d60-4e08-b86e-a3c6a7fdc73e.npy,like,claro,hagrid,annotation_2d_projected,1,imputed,train
freihand_00024152,data/processed/landmarks/freihand/00024152.npy,unknown,oscuro,freihand,real_3d_freihand,8,imputed,train
freihand_00024720,data/processed/landmarks/freihand/00024720.npy,unknown,oscuro,freihand,real_3d_freihand,10,imputed,train
00b64ffb-daf5-4e70-b28f-e837120a5e87,data/processed/landmarks/hagrid/dislike/00b64ffb-daf5-4e70-b28f-e837120a5e87.npy,dislike,medio,hagrid,unknown_hagrid_quality,6,imputed,train
055afec5-a9ed-4210-9270-9c6856247cb9,data/processed/landmarks/hagrid/ok/055afec5-a9ed-4210-9270-9c6856247cb9.npy,ok,medio,hagrid,annotation_2d_projected,5,imputed,train
0111e4e2-847b-46f4-99c5-0c8c43e3fa1b,data/processed/landmarks/hagrid/peace/0111e4e2-847b-46f4-99c5-0c8c43e3fa1b.npy,peace,medio,hagrid,synthetic_gesture_mean,6,imputed,train
freihand_00015781,data/processed/landmarks/freihand/00015781.npy,unknown,oscuro,freihand,real_3d_freihand,9,imputed,train
18be388a-2cda-488b-a114-8ac18a3f65ee,data/processed/landmarks/hagrid/three/18be388a-2cda-488b-a114-8ac18a3f65ee.npy,three,oscuro,hagrid,annotation_2d_projected,10,imputed,train
freihand_00000889,data/processed/landmarks/freihand/00000889.npy,unknown,claro,freihand,real_3d_freihand,1,imputed,train
freihand_00024835,data/processed/landmarks/freihand/00024835.npy,unknown,medio,freihand,real_3d_freihand,5,imputed,train
freihand_00012427,data/processed/landmarks/freihand/00012427.npy,unknown,oscuro,freihand,real_3d_freihand,10,imputed,train
0525e102-255d-4518-93be-f9bda5978517,data/processed/landmarks/hagrid/mute/0525e102-255d-4518-93be-f9bda5978517.npy,mute,claro,hagrid,unknown_hagrid_quality,3,imputed,train
freihand_00024994,data/processed/landmarks/freihand/00024994.npy,unknown,medio,freihand,real_3d_freihand,5,original,train
freihand_00008604,data/processed/landmarks/freihand/00008604.npy,unknown,claro,freihand,real_3d_freihand,1,imputed,train
freihand_00029511,data/processed/landmarks/freihand/00029511.npy,unknown,medio,freihand,real_3d_freihand,6,imputed,train
0237b8e9-f8e8-4fb5-bc74-69d3be5cf2bc,data/processed/landmarks/hagrid/fist/0237b8e9-f8e8-4fb5-bc74-69d3be5cf2bc.npy,fist,claro,hagrid,annotation_2d_projected,2,imputed,train
freihand_00020709,data/processed/landmarks/freihand/00020709.npy,unknown,medio,freihand,real_3d_freihand,6,imputed,train
034bb647-4e1a-460c-85db-b62482c101a1,data/processed/landmarks/hagrid/mute/034bb647-4e1a-460c-85db-b62482c101a1.npy,mute,claro,hagrid,annotation_2d_projected,2,imputed,train
