sample_id,source,gesture,mst,mst_origin,split,sampling_weight,augmentation_hint
02da8b60-e28c-41c2-a290-f77e3d0043f9,hagrid,mute,8,imputed,train,1.0,color_jitter_dark_candidate
01d3dbd9-b391-4167-9e44-9f0d00bcedb3,hagrid,fist,10,imputed,train,2.0,
005731ed-cab2-44c5-8fbc-384005cee981,hagrid,four,3,imputed,train,2.0,
0365c560-23a3-4138-b8c5-52ba6de13caf,hagrid,four,8,imputed,train,1.0,color_jitter_dark_candidate
03e6bddc-ef68-43be-a41c-57432c47da81,hagrid,one,9,imputed,train,1.0,color_jitter_dark_candidate
freihand_00001320,freihand,unknown,1,original,train,2.0,
00c7d5f3-ff27-455c-8b6e-cdc54aaaf427,hagrid,four,5,imputed,train,1.0,
freihand_00030982,freihand,unknown,4,imputed,train,1.0,
079b7183-54e4-4da9-907a-f31f22e415aa,hagrid,palm,2,imputed,train,2.0,
0201aba4-c5c3-43d5-8d18-2576d2614da1,hagrid,palm,5,imputed,train,1.0,
d75c5fd0-a89d-4979-9eae-2e67b94058a7,hagrid,stop_inverted,10,imputed,train,2.0,
freihand_00007973,freihand,unknown,5,imputed,train,1.0,
b649b378-e921-4d02-9fd8-c0fe830c6be5,hagrid,two_up,10,imputed,train,2.0,
7e19eaf6-c248-4189-96bb-0f04072c53b4,hagrid,stop_inverted,5,imputed,train,1.0,
038d76ed-9d15-42f3-8a1c-78f4870addc5,hagrid,stop,10,imputed,train,2.0,
freihand_00027935,freihand,unknown,6,imputed,train,1.0,
freihand_00022030,freihand,unknown,1,imputed,train,2.0,
02f44a51-5ef9-4c9b-8c8a-bd2bac996f62,hagrid,one,10,imputed,train,2.0,
066dfd6d-0c94-4e97-9db7-5eb10b01d885,hagrid,four,5,imputed,train,1.0,
freihand_00030786,freihand,unknown,9,imputed,train,1.0,color_jitter_dark_candidate
freihand_00016995,freihand,unknown,9,imputed,train,1.0,color_jitter_dark_candidate
a293035c-1622-4e71-8fb6-bfff2014c607,hagrid,peace_inverted,10,imputed,train,2.0,
freihand_00014154,freihand,unknown,10,imputed,train,2.0,
718064f8-1f12-467a-9a6f-076e1d95c2e1,hagrid,call,7,imputed,train,1.0,
0744fba0-78e6-4789-9372-34e5d8ed2b7e,hagrid,peace_inverted,2,imputed,train,2.0,
freihand_00018072,freihand,unknown,10,imputed,train,2.0,
freihand_00016460,freihand,unknown,5,imputed,train,1.0,
f7713264-f147-47f3-ace3-e3a8b1492e25,hagrid,stop_inverted,5,imputed,train,1.0,
020cd45b-a632-4bd1-b769-c66c8806fc00,hagrid,like,2,imputed,train,2.0,
freihand_00014037,freihand,unknown,9,imputed,train,1.0,color_jitter_dark_candidate
04fa64d2-ab5d-430f-b187-54a62196ead3,hagrid,mute,2,imputed,train,2.0,
08df4a1d-0e1f-4fd8-8c35-86d173dcddf5,hagrid,stop_inverted,1,imputed,train,2.0,
80519117-79c7-48e0-8cd3-a8bb78908c6e,hagrid,peace_inverted,9,imputed,train,1.0,color_jitter_dark_candidate
freihand_00007535,freihand,unknown,5,imputed,train,1.0,
freihand_00011526,freihand,unknown,10,imputed,train,2.0,
044b8e31-bc7f-429d-971d-8e162afbc5aa,hagrid,four,10,imputed,train,2.0,
068a9650-dd35-41b7-bd2b-58978159e7da,hagrid,fist,7,imputed,train,1.0,
freihand_00017847,freihand,unknown,8,imputed,train,1.0,color_jitter_dark_candidate
0131a5c7-17a4-4d07-965d-2cba66e90ec8,hagrid,palm,7,imputed,train,1.0,
1cbced9e-6947-4ad7-a523-4722c46b1efb,hagrid,three2,10,imputed,train,2.0,
0073e816-7b68-47da-8552-9297c6e417e8,hagrid,stop,10,imputed,train,2.0,
freihand_00017261,freihand,unknown,6,imputed,train,1.0,
freihand_00021650,freihand,unknown,6,imputed,train,1.0,
freihand_00008171,freihand,unknown,5,imputed,train,1.0,
freihand_00024157,freihand,unknown,3,imputed,train,2.0,
freihand_00030763,freihand,unknown,4,imputed,train,1.0,
freihand_00016072,freihand,unknown,3,imputed,train,2.0,
freihand_00011946,freihand,unknown,10,imputed,train,2.0,
0148cde9-a86d-47a3-a0bf-ca4659042aab,hagrid,dislike,6,imputed,train,1.0,
freihand_00010893,freihand,unknown,10,imputed,train,2.0,
02d24a11-4c33-4a56-9f93-4d9cc79c85e8,hagrid,four,9,imputed,train,1.0,color_jitter_dark_candidate
03f2a288-e00f-4683-b41a-6a8f4296013a,hagrid,dislike,10,imputed,train,2.0,
0416b050-a814-454b-959a-504294795636,hagrid,one,5,imputed,train,1.0,
freihand_00013193,freihand,unknown,7,imputed,train,1.0,
freihand_00028910,freihand,unknown,7,imputed,train,1.0,
0653fa7b-f5c1-4b1e-a3b9-be64363c2d69,hagrid,dislike,1,imputed,train,2.0,
045062ee-0c2c-41d4-adc6-375af45d7e88,hagrid,rock,2,imputed,train,2.0,
00678bdb-55b1-46e1-a2e6-7ccb587870f9,hagrid,ok,5,imputed,train,1.0,
031a643e-ee00-4ecf-bada-daca0aa5c0c7,hagrid,like,4,imputed,train,1.0,
freihand_00025149,freihand,unknown,10,imputed,train,2.0,
06501ae5-ddc0-4df8-a0e5-b7044615b686,hagrid,peace,9,imputed,train,1.0,color_jitter_dark_candidate
freihand_00003890,freihand,unknown,1,original,train,2.0,
freihand_00010759,freihand,unknown,3,imputed,train,2.0,
freihand_00018311,freihand,unknown,7,imputed,train,1.0,
freihand_00031114,freihand,unknown,3,imputed,train,2.0,
freihand_00032310,freihand,unknown,8,imputed,train,1.0,color_jitter_dark_candidate
freihand_00029745,freihand,unknown,8,imputed,train,1.0,color_jitter_dark_candidate
01a20793-35c5-4e55-903f-34b5a0ac993e,hagrid,peace,5,imputed,train,1.0,
002ce59b-be3f-4002-b2fe-367f84e2e3a4,hagrid,one,9,imputed,train,1.0,color_jitter_dark_candidate
03728440-a146-4c8e-864c-56861746cd1d,hagrid,rock,9,imputed,train,1.0,color_jitter_dark_candidate
01a09d01-a0ce-4957-9330-9a5f41b9422e,hagrid,rock,2,imputed,train,2.0,
e11f118c-ca91-42dc-863e-5224edb85ba1,hagrid,two_up_inverted,7,imputed,train,1.0,
freihand_00031493,freihand,unknown,7,imputed,train,1.0,
freihand_00027594,freihand,unknown,9,imputed,train,1.0,color_jitter_dark_candidate
05cfda73-5107-4eb9-b280-ed5aed1a8816,hagrid,one,9,imputed,train,1.0,color_jitter_dark_candidate
0788f4c2-6e58-4f99-8228-8126aa124379,hagrid,like,1,imputed,train,2.0,
freihand_00000840,freihand,unknown,1,original,train,2.0,
freihand_00014221,freihand,unknown,3,imputed,train,2.0,
0bad3d07-bfb3-4260-b738-a89bf97aa2e4,hagrid,three2,7,imputed,train,1.0,
freihand_00030980,freihand,unknown,5,imputed,train,1.0,
freihand_00008553,freihand,unknown,10,imputed,train,2.0,
0361d2fd-f2d3-40a6-a1ed-d2c0afb2eaa5,hagrid,rock,6,imputed,train,1.0,
freihand_00016277,freihand,unknown,5,imputed,train,1.0,
freihand_00010298,freihand,unknown,7,imputed,train,1.0,
2eba7875-afe6-4f64-a624-e310bdee7619,hagrid,stop_inverted,7,imputed,train,1.0,
freihand_00017679,freihand,unknown,9,imputed,train,1.0,color_jitter_dark_candidate
freihand_00018614,freihand,unknown,5,imputed,train,1.0,
freihand_00013380,freihand,unknown,10,imputed,train,2.0,
002ce59b-be3f-4002-b2fe-367f84e2e3a4,hagrid,one,9,imputed,train,1.0,color_jitter_dark_candidate
205f9782-6840-44d1-be1c-6cff087447af,hagrid,two_up_inverted,10,imputed,train,2.0,
5764a93f-5546-4356-93ef-d94457f3b176,hagrid,call,1,imputed,train,2.0,
0744fba0-78e6-4789-9372-34e5d8ed2b7e,hagrid,peace_inverted,2,imputed,train,2.0,
027be762-043a-4c55-af0c-647d0b93eaac,hagrid,one,6,imputed,train,1.0,
043f1e6d-f1f8-4180-a241-bceda4bca62a,hagrid,peace,9,imputed,train,1.0,color_jitter_dark_candidate
016c021f-d855-450f-abf6-ad26951033dc,hagrid,peace,3,imputed,train,2.0,
d405368c-4738-4a91-b5fa-39819bec229a,hagrid,two_up,9,imputed,train,1.0,color_jitter_dark_candidate
freihand_00009955,freihand,unknown,1,imputed,train,2.0,
freihand_00010045,freihand,unknown,3,imputed,train,2.0,
freihand_00002101,freihand,unknown,2,original,train,2.0,
91a64c8d-f919-440e-8365-2380ef3d073b,hagrid,peace_inverted,4,imputed,train,1.0,
freihand_00006907,freihand,unknown,2,imputed,train,2.0,
freihand_00013198,freihand,unknown,4,imputed,train,1.0,
54422d1f-a721-4376-8ea5-b417b174e82f,hagrid,two_up_inverted,2,imputed,train,2.0,
00f33929-6855-46b7-93db-4a3d86c91b50,hagrid,fist,8,imputed,train,1.0,color_jitter_dark_candidate
d9fc2163-9c3e-4456-a65d-1260581caa61,hagrid,two_up_inverted,10,imputed,train,2.0,
freihand_00029206,freihand,unknown,3,imputed,train,2.0,
bf37866f-f8c0-45d4-8cc9-962f9ff00ad2,hagrid,two_up_inverted,3,imputed,train,2.0,
freihand_00024945,freihand,unknown,8,imputed,train,1.0,color_jitter_dark_candidate
0ea47987-b5e5-481b-a1db-6fe2bffe476d,hagrid,two_up,2,imputed,train,2.0,
freihand_00029797,freihand,unknown,4,imputed,train,1.0,
031dd13d-ae8b-4722-8e7d-5848b270d543,hagrid,rock,5,imputed,train,1.0,
freihand_00028738,freihand,unknown,2,imputed,train,2.0,
a935609a-6094-40e1-b716-0249663bc61b,hagrid,two_up_inverted,5,imputed,train,1.0,
freihand_00008307,freihand,unknown,8,imputed,train,1.0,color_jitter_dark_candidate
6a6cdf8a-3047-4d32-a96f-d70c6b1a5ac5,hagrid,two_up,9,imputed,train,1.0,color_jitter_dark_candidate
07113fb9-c714-49f2-855c-d68d08737bb5,hagrid,fist,1,imputed,train,2.0,
0515eb14-fdc5-48b7-9869-3de47f8eb768,hagrid,four,10,imputed,train,2.0,
freihand_00005655,freihand,unknown,5,imputed,train,1.0,
freihand_00017203,freihand,unknown,1,imputed,train,2.0,
000d3f03-ca4b-44cc-8d8c-cdd12735e35b,hagrid,mute,4,imputed,train,1.0,
053b2a52-0606-48ca-a6e4-e98b8afe78e0,hagrid,three,3,imputed,train,2.0,
009626ec-2a18-4b36-8b42-579e2cd1352e,hagrid,rock,4,imputed,train,1.0,
1ad147d8-a6a0-45fa-9bea-b3e81041ae60,hagrid,three,2,imputed,train,2.0,
freihand_00026492,freihand,unknown,6,imputed,train,1.0,
123bde53-7f78-4262-8aca-7f19d3f11e99,hagrid,three,3,imputed,train,2.0,
freihand_00020327,freihand,unknown,5,imputed,train,1.0,
freihand_00014171,freihand,unknown,5,imputed,train,1.0,
freihand_00030745,freihand,unknown,3,imputed,train,2.0,
freihand_00000006,freihand,unknown,7,original,train,1.0,
freihand_00024690,freihand,unknown,9,imputed,train,1.0,color_jitter_dark_candidate
03faaaf7-e2a8-4c29-9f99-d69b40bd324e,hagrid,fist,5,imputed,train,1.0,
freihand_00027290,freihand,unknown,5,imputed,train,1.0,
freihand_00021789,freihand,unknown,10,imputed,train,2.0,
freihand_00015956,freihand,unknown,5,imputed,train,1.0,
93a04e41-4a56-4676-aa34-2984be88ce86,hagrid,stop_inverted,8,imputed,train,1.0,color_jitter_dark_candidate
0310e8a9-03f3-4a8e-8637-66176b1f1cfb,hagrid,palm,10,imputed,train,2.0,
bf37866f-f8c0-45d4-8cc9-962f9ff00ad2,hagrid,two_up_inverted,3,imputed,train,2.0,
freihand_00026391,freihand,unknown,10,imputed,train,2.0,
0480aa8b-deb9-4c35-9920-25e7480672c5,hagrid,fist,10,imputed,train,2.0,
0480aa8b-deb9-4c35-9920-25e7480672c5,hagrid,fist,10,imputed,train,2.0,
0455661f-671f-4354-b10a-ba3da200484d,hagrid,three2,7,imputed,train,1.0,
3063f4b1-d869-4ebe-82eb-989b09d37785,hagrid,three2,2,imputed,train,2.0,
freihand_00030439,freihand,unknown,3,imputed,train,2.0,
0154fd8c-2746-4869-adef-2ab0ee8a236f,hagrid,one,2,imputed,train,2.0,
freihand_00015892,freihand,unknown,2,imputed,train,2.0,
freihand_00028933,freihand,unknown,2,imputed,train,2.0,
a7ed0bc6-86bc-4a41-933c-5728336e6577,hagrid,two_up_inverted,2,imputed,train,2.0,
freihand_00015511,freihand,unknown,1,imputed,train,2.0,
8b8ee678-d5ee-48da-97d4-79c5949a9319,hagrid,two_up,5,imputed,train,1.0,
02121efb-618f-4a71-9549-0f33b89f08b3,hagrid,dislike,7,imputed,train,1.0,
0598ef3e-2ea1-449a-9735-f4aa82d5ff2c,hagrid,dislike,5,imputed,train,1.0,
909b50aa-0f7c-4c7d-95c0-277a6a1d2e10,hagrid,peace_inverted,8,imputed,train,1.0,color_jitter_dark_candidate
freihand_00030125,freihand,unknown,6,imputed,train,1.0,
05401d9e-85be-4e50-a520-a217a524465a,hagrid,palm,9,imputed,train,1.0,color_jitter_dark_candidate
0ad116cc-24bb-494e-a7fb-22d826e66d4c,hagrid,three,5,imputed,train,1.0,
211fb249-0723-414e-b545-c920667de7ea,hagrid,three2,7,imputed,train,1.0,
freihand_00029557,freihand,unknown,2,imputed,train,2.0,
010c2809-9193-4ce6-842b-0675733071bf,hagrid,stop,3,imputed,train,2.0,
2f584995-b182-4f48-8655-fbe577b3cf95,hagrid,three,5,imputed,train,1.0,
freihand_00006197,freihand,unknown,7,imputed,train,1.0,
04031bb5-cd39-4529-b285-8671ff44214b,hagrid,rock,3,imputed,train,2.0,
freihand_00007018,freihand,unknown,2,imputed,train,2.0,
freihand_00000235,freihand,unknown,6,original,train,1.0,
freihand_00021686,freihand,unknown,5,imputed,train,1.0,
3db37e86-b730-4370-b0e8-72631f971372,hagrid,peace_inverted,3,imputed,train,2.0,
freihand_00000428,freihand,unknown,9,original,train,1.0,color_jitter_dark_candidate
0014f118-ac28-4438-a72e-01b185dafc72,hagrid,four,6,imputed,train,1.0,
02d7d72c-5c8f-4916-b093-559a7ee695c7,hagrid,stop,6,imputed,train,1.0,
0598ef3e-2ea1-449a-9735-f4aa82d5ff2c,hagrid,dislike,5,imputed,train,1.0,
freihand_00019925,freihand,unknown,7,imputed,train,1.0,
freihand_00006085,freihand,unknown,1,imputed,train,2.0,
freihand_00027105,freihand,unknown,10,imputed,train,2.0,
040de292-dde9-4367-8581-8ae3f49474a4,hagrid,mute,8,imputed,train,1.0,color_jitter_dark_candidate
freihand_00018241,freihand,unknown,4,imputed,train,1.0,
056f5699-3cd0-4cd3-875c-56931e21ace4,hagrid,peace,5,imputed,train,1.0,
03128978-c17d-4af5-a9fd-c230ba41e608,hagrid,dislike,6,imputed,train,1.0,
02d7d72c-5c8f-4916-b093-559a7ee695c7,hagrid,stop,6,imputed,train,1.0,
0259e4c4-7220-4fdf-b7a6-df34896db45b,hagrid,palm,7,imputed,train,1.0,
freihand_00025047,freihand,unknown,8,imputed,train,1.0,color_jitter_dark_candidate
1375a540-6d19-47c4-9aa1-104ffc11ca8c,hagrid,three,2,imputed,train,2.0,
703f9180-f6f1-4ad8-9807-f81bb2121f2b,hagrid,two_up,2,imputed,train,2.0,
freihand_00001980,freihand,unknown,1,original,train,2.0,
freihand_00020576,freihand,unknown,5,imputed,train,1.0,
freihand_00007581,freihand,unknown,10,imputed,train,2.0,
freihand_00013917,freihand,unknown,10,imputed,train,2.0,
freihand_00008963,freihand,unknown,6,imputed,train,1.0,
734958c8-d0df-418f-91dd-75c782a1b870,hagrid,call,3,imputed,train,2.0,
freihand_00028924,freihand,unknown,2,imputed,train,2.0,
freihand_00019490,freihand,unknown,7,imputed,train,1.0,
freihand_00025508,freihand,unknown,6,imputed,train,1.0,
freihand_00021876,freihand,unknown,8,imputed,train,1.0,color_jitter_dark_candidate
00a99701-3778-40c0-a292-04278bb9d1e1,hagrid,ok,6,imputed,train,1.0,
4c5944ac-040b-48ca-9baa-f3fe53fd18e4,hagrid,two_up_inverted,10,imputed,train,2.0,
freihand_00028961,freihand,unknown,5,imputed,train,1.0,
029bfb8d-54ef-4ad4-8a6c-7287187f70e4,hagrid,peace_inverted,2,imputed,train,2.0,
freihand_00015053,freihand,unknown,6,imputed,train,1.0,
freihand_00004286,freihand,unknown,7,original,train,1.0,
420c8de8-3a27-4569-b6d6-09693334cca6,hagrid,two_up,4,imputed,train,1.0,
freihand_00013251,freihand,unknown,10,imputed,train,2.0,
05167068-095e-4d2b-ab48-533c74e15b0e,hagrid,palm,5,imputed,train,1.0,
freihand_00022230,freihand,unknown,9,imputed,train,1.0,color_jitter_dark_candidate
freihand_00001497,freihand,unknown,8,original,train,1.0,color_jitter_dark_candidate
freihand_00024840,freihand,unknown,10,imputed,train,2.0,
freihand_00008482,freihand,unknown,1,imputed,train,2.0,
freihand_00001073,freihand,unknown,4,original,train,1.0,
freihand_00014300,freihand,unknown,5,imputed,train,1.0,
freihand_00018124,freihand,unknown,1,imputed,train,2.0,
freihand_00000752,freihand,unknown,3,original,train,2.0,
freihand_00026072,freihand,unknown,6,imputed,train,1.0,
00642ef7-5555-4c53-ac69-67f3e36cdd04,hagrid,palm,10,imputed,train,2.0,
0bba11b4-f9a2-4cf9-88a1-72bc1c4cc7df,hagrid,three,2,imputed,train,2.0,
freihand_00000136,freihand,unknown,7,original,train,1.0,
freihand_00019397,freihand,unknown,6,imputed,train,1.0,
freihand_00032428,freihand,unknown,3,imputed,train,2.0,
freihand_00020967,freihand,unknown,10,imputed,train,2.0,
freihand_00015025,freihand,unknown,1,imputed,train,2.0,
0da8ed9e-0d13-4e04-8abd-607da9c1e93c,hagrid,call,7,imputed,train,1.0,
332b7ed6-0232-4ac8-819b-3224ff864001,hagrid,stop_inverted,2,imputed,train,2.0,
freihand_00004875,freihand,unknown,6,original,train,1.0,
049130ea-36c7-460e-84cd-811fa0da431e,hagrid,dislike,5,imputed,train,1.0,
0d69bb73-c4d3-4147-b2e8-6c2747e7bda5,hagrid,three,3,imputed,train,2.0,
freihand_00008792,freihand,unknown,5,imputed,train,1.0,
freihand_00014249,freihand,unknown,6,imputed,train,1.0,
freihand_00027686,freihand,unknown,6,imputed,train,1.0,
freihand_00027330,freihand,unknown,9,imputed,train,1.0,color_jitter_dark_candidate
0142a48d-8a6a-47cf-9cb0-e5df6c8ccea1,hagrid,peace,2,imputed,train,2.0,
freihand_00027112,freihand,unknown,2,imputed,train,2.0,
029bfb8d-54ef-4ad4-8a6c-7287187f70e4,hagrid,peace_inverted,2,imputed,train,2.0,
freihand_00005202,freihand,unknown,10,imputed,train,2.0,
freihand_00026080,freihand,unknown,3,imputed,train,2.0,
03426427-89cf-4023-a1f0-e630176cfec7,hagrid,one,5,imputed,train,1.0,
039017d8-8f8d-44e5-a7cf-40c09fa48efc,hagrid,mute,8,imputed,train,1.0,color_jitter_dark_candidate
freihand_00020807,freihand,unknown,7,imputed,train,1.0,
0661e3c3-5b54-43f6-818b-3440476a8ebe,hagrid,four,2,imputed,train,2.0,
freihand_00029700,freihand,unknown,10,imputed,train,2.0,
freihand_00008701,freihand,unknown,2,imputed,train,2.0,
freihand_00021483,freihand,unknown,9,imputed,train,1.0,color_jitter_dark_candidate
freihand_00020739,freihand,unknown,9,imputed,train,1.0,color_jitter_dark_candidate
04c35717-1f9f-4075-aafc-d02ad6b0a970,hagrid,four,2,imputed,train,2.0,
00301ce6-2aed-4fc8-8fe3-e01e0ac037ce,hagrid,mute,10,imputed,train,2.0,
048f7896-ac47-4a32-8ef7-1ce9165cec5a,hagrid,rock,10,imputed,train,2.0,
0477a66a-53ae-4138-982b-c33cf05b3ab1,hagrid,fist,7,imputed,train,1.0,
2eba7875-afe6-4f64-a624-e310bdee7619,hagrid,stop_inverted,7,imputed,train,1.0,
freihand_00002541,freihand,unknown,2,original,train,2.0,
freihand_00007243,freihand,unknown,3,imputed,train,2.0,
freihand_00015676,freihand,unknown,2,imputed,train,2.0,
freihand_00024210,freihand,unknown,10,imputed,train,2.0,
freihand_00001168,freihand,unknown,9,original,train,1.0,color_jitter_dark_candidate
freihand_00004315,freihand,unknown,6,original,train,1.0,
freihand_00008328,freihand,unknown,9,imputed,train,1.0,color_jitter_dark_candidate
0353ffbc-bdbb-4a22-9422-b9101d978c76,hagrid,two_up,7,imputed,train,1.0,
freihand_00020490,freihand,unknown,9,imputed,train,1.0,color_jitter_dark_candidate
freihand_00030962,freihand,unknown,6,imputed,train,1.0,
3285b354-191f-4f5f-ada2-733712ea3954,hagrid,peace_inverted,6,imputed,train,1.0,
06999615-2e93-4f3a-ab24-4538454b597d,hagrid,dislike,2,imputed,train,2.0,
0652a490-4d26-47b8-a43e-7d36ec2740cf,hagrid,palm,10,imputed,train,2.0,
freihand_00025689,freihand,unknown,10,imputed,train,2.0,
0bac9b85-6fd7-46b2-a24f-237dc7cff3ba,hagrid,two_up_inverted,1,imputed,train,2.0,
freihand_00001091,freihand,unknown,2,original,train,2.0,
freihand_00029445,freihand,unknown,10,imputed,train,2.0,
05c5af2c-3035-47c1-bef9-7960e73f9fbb,hagrid,like,10,imputed,train,2.0,
freihand_00023262,freihand,unknown,8,imputed,train,1.0,color_jitter_dark_candidate
freihand_00013878,freihand,unknown,10,imputed,train,2.0,
521317f0-bcb5-46cf-9d92-8bded52cb6db,hagrid,two_up_inverted,8,imputed,train,1.0,color_jitter_dark_candidate
freihand_00008308,freihand,unknown,4,imputed,train,1.0,
freihand_00027386,freihand,unknown,7,imputed,train,1.0,
freihand_00023267,freihand,unknown,5,imputed,train,1.0,
06c344d6-7c3a-4b38-90fb-540c1dbe4d47,hagrid,ok,5,imputed,train,1.0,
freihand_00000354,freihand,unknown,5,original,train,1.0,
069f3043-acac-464e-8f29-7a5490421081,hagrid,one,10,imputed,train,2.0,
031a643e-ee00-4ecf-bada-daca0aa5c0c7,hagrid,like,4,imputed,train,1.0,
freihand_00024048,freihand,unknown,10,imputed,train,2.0,
006a26a3-12d2-411b-b980-0345365b560a,hagrid,fist,10,imputed,train,2.0,
freihand_00020192,freihand,unknown,6,imputed,train,1.0,
07aa877d-fcf4-488d-a498-1860cb74bcc9,hagrid,palm,7,imputed,train,1.0,
freihand_00029061,freihand,unknown,9,imputed,train,1.0,color_jitter_dark_candidate
06b0fd08-aedc-4625-9787-d9f5129be574,hagrid,dislike,6,imputed,train,1.0,
freihand_00005429,freihand,unknown,7,imputed,train,1.0,
236e6a35-b6c7-4b6b-af7d-21a4533ebed8,hagrid,three,9,imputed,train,1.0,color_jitter_dark_candidate
025a3521-aec9-4e78-8c97-889f1dd40627,hagrid,three,1,imputed,train,2.0,
freihand_00018590,freihand,unknown,5,imputed,train,1.0,
freihand_00016371,freihand,unknown,10,imputed,train,2.0,
freihand_00022662,freihand,unknown,10,imputed,train,2.0,
01fb610a-1349-4030-b200-bd3d43f200d8,hagrid,palm,2,imputed,train,2.0,
88cf984f-c50b-4f64-9dc9-0ebbadf5d4fa,hagrid,peace_inverted,4,imputed,train,1.0,
freihand_00001260,freihand,unknown,1,original,train,2.0,
6b5b7172-97dc-4df7-ad90-77475d6cf8dc,hagrid,call,6,imputed,train,1.0,
freihand_00022071,freihand,unknown,8,imputed,train,1.0,color_jitter_dark_candidate
freihand_00028293,freihand,unknown,10,imputed,train,2.0,
freihand_00010900,freihand,unknown,4,imputed,train,1.0,
039017d8-8f8d-44e5-a7cf-40c09fa48efc,hagrid,mute,8,imputed,train,1.0,color_jitter_dark_candidate
2cfe0e28-2491-44f3-958d-8b0562404c02,hagrid,peace_inverted,4,imputed,train,1.0,
freihand_00031522,freihand,unknown,3,imputed,train,2.0,
freihand_00024824,freihand,unknown,5,imputed,train,1.0,
28774474-3125-4005-a0fd-3916d27bd219,hagrid,three,7,imputed,train,1.0,
freihand_00013273,freihand,unknown,4,imputed,train,1.0,
3d81b2fb-22fe-4a2b-8419-7ef76ea8d6cb,hagrid,call,10,imputed,train,2.0,
freihand_00018523,freihand,unknown,2,imputed,train,2.0,
060fc025-15e8-4cce-bfd5-c01c909e5525,hagrid,peace,10,imputed,train,2.0,
