sample_id,source,gesture,mst,mst_origin,split,sampling_weight,augmentation_hint
freihand_00018532,freihand,unknown,8,original,train,1.0,color_jitter_dark_candidate
freihand_00032368,freihand,unknown,7,original,train,1.0,
freihand_00017764,freihand,unknown,6,original,train,1.0,
freihand_00026067,freihand,unknown,2,original,train,2.0,
freihand_00026198,freihand,unknown,4,original,train,1.0,
palm_0008.jpg,hagrid,palm,,missing,train,1.0,
palm_0009.jpg,hagrid,palm,,missing,train,1.0,
palm_0009.jpg,hagrid,palm,,missing,train,1.0,
palm_0002.jpg,hagrid,palm,,missing,train,1.0,
freihand_00014586,freihand,unknown,5,original,train,1.0,
freihand_00029492,freihand,unknown,8,original,train,1.0,color_jitter_dark_candidate
palm_0009.jpg,hagrid,palm,,missing,train,1.0,
freihand_00031431,freihand,unknown,5,original,train,1.0,
palm_0005.jpg,hagrid,palm,,missing,train,1.0,
freihand_00004006,freihand,unknown,7,original,train,1.0,
palm_0003.jpg,hagrid,palm,,missing,train,1.0,
fist_0002.jpg,hagrid,fist,,missing,train,1.0,
freihand_00020239,freihand,unknown,2,original,train,2.0,
fist_0005.jpg,hagrid,fist,,missing,train,1.0,
fist_0004.jpg,hagrid,fist,,missing,train,1.0,
freihand_00020811,freihand,unknown,8,original,train,1.0,color_jitter_dark_candidate
freihand_00027313,freihand,unknown,4,original,train,1.0,
freihand_00004383,freihand,unknown,6,original,train,1.0,
fist_0003.jpg,hagrid,fist,,missing,train,1.0,
freihand_00000100,freihand,unknown,7,original,train,1.0,
freihand_00019718,freihand,unknown,8,original,train,1.0,color_jitter_dark_candidate
palm_0001.jpg,hagrid,palm,,missing,train,1.0,
freihand_00025905,freihand,unknown,4,original,train,1.0,
fist_0001.jpg,hagrid,fist,,missing,train,1.0,
freihand_00027827,freihand,unknown,7,original,train,1.0,
freihand_00021484,freihand,unknown,7,original,train,1.0,
freihand_00017727,freihand,unknown,6,original,train,1.0,
freihand_00021875,freihand,unknown,4,original,train,1.0,
freihand_00031466,freihand,unknown,8,original,train,1.0,color_jitter_dark_candidate
freihand_00023502,freihand,unknown,8,original,train,1.0,color_jitter_dark_candidate
freihand_00019691,freihand,unknown,5,original,train,1.0,
fist_0003.jpg,hagrid,fist,,missing,train,1.0,
freihand_00017741,freihand,unknown,8,original,train,1.0,color_jitter_dark_candidate
freihand_00001441,freihand,unknown,7,original,train,1.0,
freihand_00011453,freihand,unknown,5,original,train,1.0,
freihand_00030503,freihand,unknown,8,original,train,1.0,color_jitter_dark_candidate
freihand_00025008,freihand,unknown,8,original,train,1.0,color_jitter_dark_candidate
fist_0002.jpg,hagrid,fist,,missing,train,1.0,
freihand_00016281,freihand,unknown,8,original,train,1.0,color_jitter_dark_candidate
palm_0003.jpg,hagrid,palm,,missing,train,1.0,
fist_0002.jpg,hagrid,fist,,missing,train,1.0,
palm_0009.jpg,hagrid,palm,,missing,train,1.0,
fist_0002.jpg,hagrid,fist,,missing,train,1.0,
freihand_00023358,freihand,unknown,8,original,train,1.0,color_jitter_dark_candidate
freihand_00029079,freihand,unknown,8,original,train,1.0,color_jitter_dark_candidate
fist_0004.jpg,hagrid,fist,,missing,train,1.0,
freihand_00025872,freihand,unknown,8,original,train,1.0,color_jitter_dark_candidate
freihand_00023267,freihand,unknown,6,original,train,1.0,
palm_0001.jpg,hagrid,palm,,missing,train,1.0,
freihand_00008177,freihand,unknown,6,original,train,1.0,
palm_0009.jpg,hagrid,palm,,missing,train,1.0,
fist_0002.jpg,hagrid,fist,,missing,train,1.0,
freihand_00016517,freihand,unknown,7,original,train,1.0,
palm_0002.jpg,hagrid,palm,,missing,train,1.0,
fist_0005.jpg,hagrid,fist,,missing,train,1.0,
palm_0009.jpg,hagrid,palm,,missing,train,1.0,
palm_0007.jpg,hagrid,palm,,missing,train,1.0,
palm_0005.jpg,hagrid,palm,,missing,train,1.0,
palm_0010.jpg,hagrid,palm,,missing,train,1.0,
freihand_00019239,freihand,unknown,8,original,train,1.0,color_jitter_dark_candidate
freihand_00004090,freihand,unknown,4,original,train,1.0,
freihand_00003720,freihand,unknown,6,original,train,1.0,
fist_0003.jpg,hagrid,fist,,missing,train,1.0,
freihand_00030942,freihand,unknown,6,original,train,1.0,
freihand_00021680,freihand,unknown,8,original,train,1.0,color_jitter_dark_candidate
fist_0003.jpg,hagrid,fist,,missing,train,1.0,
freihand_00016420,freihand,unknown,2,original,train,2.0,
freihand_00009806,freihand,unknown,8,original,train,1.0,color_jitter_dark_candidate
freihand_00027985,freihand,unknown,8,original,train,1.0,color_jitter_dark_candidate
freihand_00016590,freihand,unknown,6,original,train,1.0,
palm_0004.jpg,hagrid,palm,,missing,train,1.0,
freihand_00004580,freihand,unknown,8,original,train,1.0,color_jitter_dark_candidate
fist_0003.jpg,hagrid,fist,,missing,train,1.0,
fist_0004.jpg,hagrid,fist,,missing,train,1.0,
freihand_00020541,freihand,unknown,7,original,train,1.0,
freihand_00010420,freihand,unknown,5,original,train,1.0,
freihand_00022190,freihand,unknown,9,original,train,1.0,color_jitter_dark_candidate
palm_0010.jpg,hagrid,palm,,missing,train,1.0,
palm_0008.jpg,hagrid,palm,,missing,train,1.0,
freihand_00015035,freihand,unknown,4,original,train,1.0,
freihand_00018997,freihand,unknown,4,original,train,1.0,
freihand_00021052,freihand,unknown,8,original,train,1.0,color_jitter_dark_candidate
freihand_00025330,freihand,unknown,6,original,train,1.0,
freihand_00023036,freihand,unknown,4,original,train,1.0,
fist_0005.jpg,hagrid,fist,,missing,train,1.0,
freihand_00016414,freihand,unknown,6,original,train,1.0,
freihand_00006930,freihand,unknown,6,original,train,1.0,
palm_0004.jpg,hagrid,palm,,missing,train,1.0,
freihand_00007087,freihand,unknown,7,original,train,1.0,
palm_0004.jpg,hagrid,palm,,missing,train,1.0,
freihand_00005581,freihand,unknown,8,original,train,1.0,color_jitter_dark_candidate
freihand_00007220,freihand,unknown,8,original,train,1.0,color_jitter_dark_candidate
palm_0004.jpg,hagrid,palm,,missing,train,1.0,
palm_0003.jpg,hagrid,palm,,missing,train,1.0,
fist_0003.jpg,hagrid,fist,,missing,train,1.0,
freihand_00025872,freihand,unknown,8,original,train,1.0,color_jitter_dark_candidate
fist_0004.jpg,hagrid,fist,,missing,train,1.0,
freihand_00018404,freihand,unknown,9,original,train,1.0,color_jitter_dark_candidate
palm_0002.jpg,hagrid,palm,,missing,train,1.0,
freihand_00028098,freihand,unknown,6,original,train,1.0,
freihand_00009754,freihand,unknown,4,original,train,1.0,
fist_0004.jpg,hagrid,fist,,missing,train,1.0,
freihand_00021653,freihand,unknown,6,original,train,1.0,
palm_0006.jpg,hagrid,palm,,missing,train,1.0,
freihand_00015522,freihand,unknown,5,original,train,1.0,
fist_0005.jpg,hagrid,fist,,missing,train,1.0,
palm_0005.jpg,hagrid,palm,,missing,train,1.0,
freihand_00004090,freihand,unknown,4,original,train,1.0,
fist_0001.jpg,hagrid,fist,,missing,train,1.0,
palm_0005.jpg,hagrid,palm,,missing,train,1.0,
freihand_00005221,freihand,unknown,4,original,train,1.0,
palm_0007.jpg,hagrid,palm,,missing,train,1.0,
palm_0010.jpg,hagrid,palm,,missing,train,1.0,
freihand_00027079,freihand,unknown,6,original,train,1.0,
fist_0005.jpg,hagrid,fist,,missing,train,1.0,
freihand_00021680,freihand,unknown,8,original,train,1.0,color_jitter_dark_candidate
freihand_00030198,freihand,unknown,4,original,train,1.0,
freihand_00009970,freihand,unknown,4,original,train,1.0,
palm_0001.jpg,hagrid,palm,,missing,train,1.0,
palm_0006.jpg,hagrid,palm,,missing,train,1.0,
freihand_00031249,freihand,unknown,4,original,train,1.0,
palm_0001.jpg,hagrid,palm,,missing,train,1.0,
palm_0005.jpg,hagrid,palm,,missing,train,1.0,
freihand_00004088,freihand,unknown,8,original,train,1.0,color_jitter_dark_candidate
palm_0003.jpg,hagrid,palm,,missing,train,1.0,
palm_0007.jpg,hagrid,palm,,missing,train,1.0,
freihand_00028570,freihand,unknown,6,original,train,1.0,
palm_0008.jpg,hagrid,palm,,missing,train,1.0,
freihand_00029282,freihand,unknown,8,original,train,1.0,color_jitter_dark_candidate
palm_0010.jpg,hagrid,palm,,missing,train,1.0,
palm_0004.jpg,hagrid,palm,,missing,train,1.0,
freihand_00014162,freihand,unknown,8,original,train,1.0,color_jitter_dark_candidate
fist_0003.jpg,hagrid,fist,,missing,train,1.0,
palm_0008.jpg,hagrid,palm,,missing,train,1.0,
freihand_00015500,freihand,unknown,7,original,train,1.0,
fist_0001.jpg,hagrid,fist,,missing,train,1.0,
palm_0001.jpg,hagrid,palm,,missing,train,1.0,
freihand_00021356,freihand,unknown,8,original,train,1.0,color_jitter_dark_candidate
palm_0008.jpg,hagrid,palm,,missing,train,1.0,
palm_0002.jpg,hagrid,palm,,missing,train,1.0,
freihand_00026482,freihand,unknown,4,original,train,1.0,
fist_0002.jpg,hagrid,fist,,missing,train,1.0,
palm_0010.jpg,hagrid,palm,,missing,train,1.0,
freihand_00020349,freihand,unknown,4,original,train,1.0,
freihand_00027917,freihand,unknown,8,original,train,1.0,color_jitter_dark_candidate
palm_0006.jpg,hagrid,palm,,missing,train,1.0,
freihand_00027182,freihand,unknown,7,original,train,1.0,
freihand_00012592,freihand,unknown,7,original,train,1.0,
freihand_00022266,freihand,unknown,8,original,train,1.0,color_jitter_dark_candidate
palm_0009.jpg,hagrid,palm,,missing,train,1.0,
palm_0010.jpg,hagrid,palm,,missing,train,1.0,
freihand_00025905,freihand,unknown,4,original,train,1.0,
freihand_00009836,freihand,unknown,8,original,train,1.0,color_jitter_dark_candidate
palm_0003.jpg,hagrid,palm,,missing,train,1.0,
palm_0004.jpg,hagrid,palm,,missing,train,1.0,
palm_0001.jpg,hagrid,palm,,missing,train,1.0,
fist_0003.jpg,hagrid,fist,,missing,train,1.0,
freihand_00007220,freihand,unknown,8,original,train,1.0,color_jitter_dark_candidate
freihand_00020959,freihand,unknown,1,original,train,2.0,
fist_0001.jpg,hagrid,fist,,missing,train,1.0,
palm_0001.jpg,hagrid,palm,,missing,train,1.0,
freihand_00011671,freihand,unknown,4,original,train,1.0,
freihand_00015763,freihand,unknown,5,original,train,1.0,
fist_0001.jpg,hagrid,fist,,missing,train,1.0,
freihand_00031199,freihand,unknown,1,original,train,2.0,
palm_0005.jpg,hagrid,palm,,missing,train,1.0,
freihand_00016319,freihand,unknown,7,original,train,1.0,
fist_0005.jpg,hagrid,fist,,missing,train,1.0,
freihand_00026995,freihand,unknown,4,original,train,1.0,
freihand_00025835,freihand,unknown,7,original,train,1.0,
freihand_00025872,freihand,unknown,8,original,train,1.0,color_jitter_dark_candidate
freihand_00015714,freihand,unknown,4,original,train,1.0,
freihand_00008025,freihand,unknown,1,original,train,2.0,
fist_0002.jpg,hagrid,fist,,missing,train,1.0,
freihand_00019989,freihand,unknown,8,original,train,1.0,color_jitter_dark_candidate
freihand_00001874,freihand,unknown,8,original,train,1.0,color_jitter_dark_candidate
fist_0003.jpg,hagrid,fist,,missing,train,1.0,
palm_0009.jpg,hagrid,palm,,missing,train,1.0,
fist_0004.jpg,hagrid,fist,,missing,train,1.0,
palm_0006.jpg,hagrid,palm,,missing,train,1.0,
fist_0002.jpg,hagrid,fist,,missing,train,1.0,
palm_0006.jpg,hagrid,palm,,missing,train,1.0,
freihand_00013235,freihand,unknown,7,original,train,1.0,
palm_0006.jpg,hagrid,palm,,missing,train,1.0,
palm_0009.jpg,hagrid,palm,,missing,train,1.0,
freihand_00002433,freihand,unknown,5,original,train,1.0,
freihand_00004984,freihand,unknown,6,original,train,1.0,
palm_0006.jpg,hagrid,palm,,missing,train,1.0,
freihand_00028173,freihand,unknown,8,original,train,1.0,color_jitter_dark_candidate
fist_0003.jpg,hagrid,fist,,missing,train,1.0,
freihand_00015645,freihand,unknown,6,original,train,1.0,
freihand_00021584,freihand,unknown,8,original,train,1.0,color_jitter_dark_candidate
freihand_00004466,freihand,unknown,8,original,train,1.0,color_jitter_dark_candidate
palm_0004.jpg,hagrid,palm,,missing,train,1.0,
palm_0002.jpg,hagrid,palm,,missing,train,1.0,
freihand_00023927,freihand,unknown,5,original,train,1.0,
freihand_00004792,freihand,unknown,8,original,train,1.0,color_jitter_dark_candidate
freihand_00011769,freihand,unknown,8,original,train,1.0,color_jitter_dark_candidate
palm_0004.jpg,hagrid,palm,,missing,train,1.0,
freihand_00021533,freihand,unknown,2,original,train,2.0,
freihand_00014530,freihand,unknown,4,original,train,1.0,
palm_0002.jpg,hagrid,palm,,missing,train,1.0,
freihand_00021583,freihand,unknown,8,original,train,1.0,color_jitter_dark_candidate
palm_0005.jpg,hagrid,palm,,missing,train,1.0,
palm_0001.jpg,hagrid,palm,,missing,train,1.0,
freihand_00014278,freihand,unknown,8,original,train,1.0,color_jitter_dark_candidate
palm_0001.jpg,hagrid,palm,,missing,train,1.0,
fist_0003.jpg,hagrid,fist,,missing,train,1.0,
freihand_00024812,freihand,unknown,9,original,train,1.0,color_jitter_dark_candidate
fist_0002.jpg,hagrid,fist,,missing,train,1.0,
freihand_00016139,freihand,unknown,4,original,train,1.0,
freihand_00011439,freihand,unknown,6,original,train,1.0,
freihand_00029564,freihand,unknown,5,original,train,1.0,
fist_0004.jpg,hagrid,fist,,missing,train,1.0,
freihand_00028244,freihand,unknown,8,original,train,1.0,color_jitter_dark_candidate
palm_0009.jpg,hagrid,palm,,missing,train,1.0,
freihand_00029209,freihand,unknown,6,original,train,1.0,
freihand_00009886,freihand,unknown,5,original,train,1.0,
palm_0003.jpg,hagrid,palm,,missing,train,1.0,
palm_0008.jpg,hagrid,palm,,missing,train,1.0,
freihand_00003198,freihand,unknown,4,original,train,1.0,
palm_0005.jpg,hagrid,palm,,missing,train,1.0,
fist_0003.jpg,hagrid,fist,,missing,train,1.0,
freihand_00024478,freihand,unknown,8,original,train,1.0,color_jitter_dark_candidate
freihand_00004205,freihand,unknown,2,original,train,2.0,
freihand_00030027,freihand,unknown,5,original,train,1.0,
freihand_00017900,freihand,unknown,6,original,train,1.0,
freihand_00031067,freihand,unknown,4,original,train,1.0,
palm_0006.jpg,hagrid,palm,,missing,train,1.0,
freihand_00021500,freihand,unknown,4,original,train,1.0,
freihand_00021583,freihand,unknown,8,original,train,1.0,color_jitter_dark_candidate
freihand_00028851,freihand,unknown,4,original,train,1.0,
palm_0003.jpg,hagrid,palm,,missing,train,1.0,
fist_0004.jpg,hagrid,fist,,missing,train,1.0,
freihand_00003819,freihand,unknown,8,original,train,1.0,color_jitter_dark_candidate
freihand_00019718,freihand,unknown,8,original,train,1.0,color_jitter_dark_candidate
fist_0005.jpg,hagrid,fist,,missing,train,1.0,
palm_0009.jpg,hagrid,palm,,missing,train,1.0,
freihand_00000321,freihand,unknown,6,original,train,1.0,
freihand_00021875,freihand,unknown,4,original,train,1.0,
palm_0005.jpg,hagrid,palm,,missing,train,1.0,
freihand_00012751,freihand,unknown,6,original,train,1.0,
freihand_00017126,freihand,unknown,8,original,train,1.0,color_jitter_dark_candidate
freihand_00003790,freihand,unknown,8,original,train,1.0,color_jitter_dark_candidate
freihand_00016765,freihand,unknown,4,original,train,1.0,
palm_0001.jpg,hagrid,palm,,missing,train,1.0,
palm_0007.jpg,hagrid,palm,,missing,train,1.0,
freihand_00021296,freihand,unknown,2,original,train,2.0,
fist_0005.jpg,hagrid,fist,,missing,train,1.0,
freihand_00026290,freihand,unknown,4,original,train,1.0,
palm_0001.jpg,hagrid,palm,,missing,train,1.0,
palm_0005.jpg,hagrid,palm,,missing,train,1.0,
palm_0004.jpg,hagrid,palm,,missing,train,1.0,
freihand_00003506,freihand,unknown,5,original,train,1.0,
freihand_00025886,freihand,unknown,5,original,train,1.0,
freihand_00020253,freihand,unknown,8,original,train,1.0,color_jitter_dark_candidate
fist_0004.jpg,hagrid,fist,,missing,train,1.0,
palm_0006.jpg,hagrid,palm,,missing,train,1.0,
freihand_00009185,freihand,unknown,8,original,train,1.0,color_jitter_dark_candidate
freihand_00030444,freihand,unknown,6,original,train,1.0,
palm_0009.jpg,hagrid,palm,,missing,train,1.0,
freihand_00009922,freihand,unknown,5,original,train,1.0,
palm_0007.jpg,hagrid,palm,,missing,train,1.0,
palm_0006.jpg,hagrid,palm,,missing,train,1.0,
palm_0006.jpg,hagrid,palm,,missing,train,1.0,
freihand_00013374,freihand,unknown,9,original,train,1.0,color_jitter_dark_candidate
freihand_00029006,freihand,unknown,8,original,train,1.0,color_jitter_dark_candidate
fist_0004.jpg,hagrid,fist,,missing,train,1.0,
freihand_00017389,freihand,unknown,5,original,train,1.0,
freihand_00031047,freihand,unknown,2,original,train,2.0,
fist_0003.jpg,hagrid,fist,,missing,train,1.0,
freihand_00022949,freihand,unknown,8,original,train,1.0,color_jitter_dark_candidate
freihand_00024761,freihand,unknown,8,original,train,1.0,color_jitter_dark_candidate
palm_0001.jpg,hagrid,palm,,missing,train,1.0,
fist_0002.jpg,hagrid,fist,,missing,train,1.0,
palm_0006.jpg,hagrid,palm,,missing,train,1.0,
fist_0005.jpg,hagrid,fist,,missing,train,1.0,
freihand_00021648,freihand,unknown,9,original,train,1.0,color_jitter_dark_candidate
freihand_00011990,freihand,unknown,4,original,train,1.0,
freihand_00003541,freihand,unknown,5,original,train,1.0,
freihand_00027469,freihand,unknown,4,original,train,1.0,
freihand_00006533,freihand,unknown,8,original,train,1.0,color_jitter_dark_candidate
fist_0004.jpg,hagrid,fist,,missing,train,1.0,
freihand_00018673,freihand,unknown,8,original,train,1.0,color_jitter_dark_candidate
palm_0010.jpg,hagrid,palm,,missing,train,1.0,
palm_0001.jpg,hagrid,palm,,missing,train,1.0,
freihand_00006707,freihand,unknown,4,original,train,1.0,
palm_0009.jpg,hagrid,palm,,missing,train,1.0,
fist_0001.jpg,hagrid,fist,,missing,train,1.0,
freihand_00001313,freihand,unknown,7,original,train,1.0,
freihand_00007179,freihand,unknown,7,original,train,1.0,
freihand_00003064,freihand,unknown,7,original,train,1.0,
palm_0002.jpg,hagrid,palm,,missing,train,1.0,
fist_0002.jpg,hagrid,fist,,missing,train,1.0,
palm_0006.jpg,hagrid,palm,,missing,train,1.0,
freihand_00011787,freihand,unknown,5,original,train,1.0,
freihand_00018997,freihand,unknown,4,original,train,1.0,
fist_0001.jpg,hagrid,fist,,missing,train,1.0,
fist_0004.jpg,hagrid,fist,,missing,train,1.0,
freihand_00006707,freihand,unknown,4,original,train,1.0,
fist_0004.jpg,hagrid,fist,,missing,train,1.0,
freihand_00008917,freihand,unknown,8,original,train,1.0,color_jitter_dark_candidate
freihand_00003007,freihand,unknown,8,original,train,1.0,color_jitter_dark_candidate
freihand_00008129,freihand,unknown,10,original,train,2.0,
palm_0005.jpg,hagrid,palm,,missing,train,1.0,
fist_0002.jpg,hagrid,fist,,missing,train,1.0,
fist_0001.jpg,hagrid,fist,,missing,train,1.0,
fist_0002.jpg,hagrid,fist,,missing,train,1.0,
fist_0005.jpg,hagrid,fist,,missing,train,1.0,
palm_0006.jpg,hagrid,palm,,missing,train,1.0,
palm_0005.jpg,hagrid,palm,,missing,train,1.0,
freihand_00019085,freihand,unknown,9,original,train,1.0,color_jitter_dark_candidate
palm_0002.jpg,hagrid,palm,,missing,train,1.0,
freihand_00027682,freihand,unknown,8,original,train,1.0,color_jitter_dark_candidate
freihand_00032057,freihand,unknown,6,original,train,1.0,
freihand_00005693,freihand,unknown,4,original,train,1.0,
palm_0003.jpg,hagrid,palm,,missing,train,1.0,
freihand_00018955,freihand,unknown,2,original,train,2.0,
palm_0002.jpg,hagrid,palm,,missing,train,1.0,
freihand_00015727,freihand,unknown,4,original,train,1.0,
palm_0003.jpg,hagrid,palm,,missing,train,1.0,
freihand_00031877,freihand,unknown,2,original,train,2.0,
palm_0008.jpg,hagrid,palm,,missing,train,1.0,
palm_0005.jpg,hagrid,palm,,missing,train,1.0,
freihand_00006707,freihand,unknown,4,original,train,1.0,
freihand_00021154,freihand,unknown,6,original,train,1.0,
palm_0009.jpg,hagrid,palm,,missing,train,1.0,
freihand_00013582,freihand,unknown,8,original,train,1.0,color_jitter_dark_candidate
freihand_00008069,freihand,unknown,4,original,train,1.0,
palm_0007.jpg,hagrid,palm,,missing,train,1.0,
freihand_00028800,freihand,unknown,8,original,train,1.0,color_jitter_dark_candidate
