image_id,image_path,mst_level,mst_block,source
012373b7-3493-491a-901f-0ddff3495bfb,/home/mateo/PRACTICAS/balanceo_datasets/datasets/hagrid_images/no_gesture/012373b7-3493-491a-901f-0ddff3495bfb.jpg,6,medio,real_image_classifier
0136c33c-8901-41b0-85e1-9c40190103a3,/home/mateo/PRACTICAS/balanceo_datasets/datasets/hagrid_images/no_gesture/0136c33c-8901-41b0-85e1-9c40190103a3.jpg,6,medio,real_image_classifier
016f91d4-6d6e-4048-a6b9-7913c96bef19,/home/mateo/PRACTICAS/balanceo_datasets/datasets/hagrid_images/no_gesture/016f91d4-6d6e-4048-a6b9-7913c96bef19.jpg,8,oscuro,real_image_classifier
0197c983-64a1-40f2-8ad6-6d6b91c6c3bd,/home/mateo/PRACTICAS/balanceo_datasets/datasets/hagrid_images/no_gesture/0197c983-64a1-40f2-8ad6-6d6b91c6c3bd.jpg,5,medio,real_image_classifier
01b02ffe-32ce-4d8c-a493-c58466e60753,/home/mateo/PRACTICAS/balanceo_datasets/datasets/hagrid_images/no_gesture/01b02ffe-32ce-4d8c-a493-c58466e60753.jpg,6,medio,real_image_classifier
01feb801-f5df-4938-98e6-cc19d78aa5a6,/home/mateo/PRACTICAS/balanceo_datasets/datasets/hagrid_images/no_gesture/01feb801-f5df-4938-98e6-cc19d78aa5a6.jpg,7,medio,real_image_classifier
0215ce3d-39ef-428b-a787-c64b1b27a76a,/home/mateo/PRACTICAS/balanceo_datasets/datasets/hagrid_images/no_gesture/0215ce3d-39ef-428b-a787-c64b1b27a76a.jpg,7,medio,real_image_classifier
021a08dc-df94-41c7-a6b9-17d42dceb543,/home/mateo/PRACTICAS/balanceo_datasets/datasets/hagrid_images/no_gesture/021a08dc-df94-41c7-a6b9-17d42dceb543.jpg,5,medio,real_image_classifier
0259349b-a569-4c2e-a988-d8c65f543f3c,/home/mateo/PRACTICAS/balanceo_datasets/datasets/hagrid_images/no_gesture/0259349b-a569-4c2e-a988-d8c65f543f3c.jpg,5,medio,real_image_classifier
0260d0bd-653c-4a6c-a559-f21c8c3093e9,/home/mateo/PRACTICAS/balanceo_datasets/datasets/hagrid_images/no_gesture/0260d0bd-653c-4a6c-a559-f21c8c3093e9.jpg,6,medio,real_image_classifier
02683235-6047-4997-bb34-2d8fb7445558,/home/mateo/PRACTICAS/balanceo_datasets/datasets/hagrid_images/no_gesture/02683235-6047-4997-bb34-2d8fb7445558.jpg,6,medio,real_image_classifier
026e46d7-f0ca-4d65-97e9-e201a3d459e5,/home/mateo/PRACTICAS/balanceo_datasets/datasets/hagrid_images/no_gesture/026e46d7-f0ca-4d65-97e9-e201a3d459e5.jpg,6,medio,real_image_classifier
0328e145-a851-4dce-81a7-6b6c67fb32f4,/home/mateo/PRACTICAS/balanceo_datasets/datasets/hagrid_images/no_gesture/0328e145-a851-4dce-81a7-6b6c67fb32f4.jpg,5,medio,real_image_classifier
0345c78d-f250-4803-bf13-e4c9ba8b1024,/home/mateo/PRACTICAS/balanceo_datasets/datasets/hagrid_images/no_gesture/0345c78d-f250-4803-bf13-e4c9ba8b1024.jpg,6,medio,real_image_classifier
034cdfbe-1e48-4f48-a7e4-81a59f511249,/home/mateo/PRACTICAS/balanceo_datasets/datasets/hagrid_images/no_gesture/034cdfbe-1e48-4f48-a7e4-81a59f511249.jpg,6,medio,real_image_classifier
03554bfc-7400-4bd2-b0da-b2898430c2b0,/home/mateo/PRACTICAS/balanceo_datasets/datasets/hagrid_images/no_gesture/03554bfc-7400-4bd2-b0da-b2898430c2b0.jpg,6,medio,real_image_classifier
03663f48-b579-4e72-87cb-e66bf2959280,/home/mateo/PRACTICAS/balanceo_datasets/datasets/hagrid_images/no_gesture/03663f48-b579-4e72-87cb-e66bf2959280.jpg,7,medio,real_image_classifier
03923107-7e00-4593-b164-3c1780b311e6,/home/mateo/PRACTICAS/balanceo_datasets/datasets/hagrid_images/no_gesture/03923107-7e00-4593-b164-3c1780b311e6.jpg,7,medio,real_image_classifier
03ae487d-6392-4f06-b56d-e9282d0c1a11,/home/mateo/PRACTICAS/balanceo_datasets/datasets/hagrid_images/no_gesture/03ae487d-6392-4f06-b56d-e9282d0c1a11.jpg,6,medio,real_image_classifier
03c4f69f-4ae5-4d03-b82b-54be45e3f7b1,/home/mateo/PRACTICAS/balanceo_datasets/datasets/hagrid_images/no_gesture/03c4f69f-4ae5-4d03-b82b-54be45e3f7b1.jpg,5,medio,real_image_classifier
03d2d308-0ebc-4aa4-85c9-08cbcf489d87,/home/mateo/PRACTICAS/balanceo_datasets/datasets/hagrid_images/no_gesture/03d2d308-0ebc-4aa4-85c9-08cbcf489d87.jpg,6,medio,real_image_classifier
03e551da-3136-467d-bc8d-deec6fdbf833,/home/mateo/PRACTICAS/balanceo_datasets/datasets/hagrid_images/no_gesture/03e551da-3136-467d-bc8d-deec6fdbf833.jpg,6,medio,real_image_classifier
043c635c-ad01-4fc3-8b9b-b3731bed5347,/home/mateo/PRACTICAS/balanceo_datasets/datasets/hagrid_images/no_gesture/043c635c-ad01-4fc3-8b9b-b3731bed5347.jpg,7,medio,real_image_classifier
0454fe02-c707-4390-9a0e-1788dc70249d,/home/mateo/PRACTICAS/balanceo_datasets/datasets/hagrid_images/no_gesture/0454fe02-c707-4390-9a0e-1788dc70249d.jpg,5,medio,real_image_classifier
048f2f59-d61f-4bc5-8c24-bcdbcb6a00a7,/home/mateo/PRACTICAS/balanceo_datasets/datasets/hagrid_images/no_gesture/048f2f59-d61f-4bc5-8c24-bcdbcb6a00a7.jpg,6,medio,real_image_classifier
048fe041-1f42-4ec3-a14a-f8aefa0f39f4,/home/mateo/PRACTICAS/balanceo_datasets/datasets/hagrid_images/no_gesture/048fe041-1f42-4ec3-a14a-f8aefa0f39f4.jpg,6,medio,real_image_classifier
04bf0f63-e41b-4015-afc6-398f7acee9db,/home/mateo/PRACTICAS/balanceo_datasets/datasets/hagrid_images/no_gesture/04bf0f63-e41b-4015-afc6-398f7acee9db.jpg,5,medio,real_image_classifier
04bf3a68-1b33-42b3-ae6c-002750b65885,/home/mateo/PRACTICAS/balanceo_datasets/datasets/hagrid_images/no_gesture/04bf3a68-1b33-42b3-ae6c-002750b65885.jpg,6,medio,real_image_classifier
04d07e48-35b1-4b3a-aa7e-74285d36b391,/home/mateo/PRACTICAS/balanceo_datasets/datasets/hagrid_images/no_gesture/04d07e48-35b1-4b3a-aa7e-74285d36b391.jpg,6,medio,real_image_classifier
04f84d09-85b9-4522-adbb-77ed8f42b1fe,/home/mateo/PRACTICAS/balanceo_datasets/datasets/hagrid_images/no_gesture/04f84d09-85b9-4522-adbb-77ed8f42b1fe.jpg,6,medio,real_image_classifier
056d2a75-d4e9-44a0-bd54-7cdbabee0344,/home/mateo/PRACTICAS/balanceo_datasets/datasets/hagrid_images/no_gesture/056d2a75-d4e9-44a0-bd54-7cdbabee0344.jpg,6,medio,real_image_classifier
0573042a-e986-4990-bffc-7de766545f0e,/home/mateo/PRACTICAS/balanceo_datasets/datasets/hagrid_images/no_gesture/0573042a-e986-4990-bffc-7de766545f0e.jpg,7,medio,real_image_classifier
0576cb8d-fda3-4d21-95c6-e8b0b1b08fc9,/home/mateo/PRACTICAS/balanceo_datasets/datasets/hagrid_images/no_gesture/0576cb8d-fda3-4d21-95c6-e8b0b1b08fc9.jpg,6,medio,real_image_classifier
059c9e94-7eab-4fe6-88e3-f67d2733196f,/home/mateo/PRACTICAS/balanceo_datasets/datasets/hagrid_images/no_gesture/059c9e94-7eab-4fe6-88e3-f67d2733196f.jpg,6,medio,real_image_classifier
05a31b03-f8be-4cbf-ad99-63a90f4f1fa5,/home/mateo/PRACTICAS/balanceo_datasets/datasets/hagrid_images/no_gesture/05a31b03-f8be-4cbf-ad99-63a90f4f1fa5.jpg,6,medio,real_image_classifier
05bae394-e496-442c-807c-8abbd156ba4e,/home/mateo/PRACTICAS/balanceo_datasets/datasets/hagrid_images/no_gesture/05bae394-e496-442c-807c-8abbd156ba4e.jpg,7,medio,real_image_classifier
05f2d5a4-0696-41a9-9f26-7242f2a11aef,/home/mateo/PRACTICAS/balanceo_datasets/datasets/hagrid_images/no_gesture/05f2d5a4-0696-41a9-9f26-7242f2a11aef.jpg,6,medio,real_image_classifier
06295162-2058-4faf-b5ae-a3255ae14f8d,/home/mateo/PRACTICAS/balanceo_datasets/datasets/hagrid_images/no_gesture/06295162-2058-4faf-b5ae-a3255ae14f8d.jpg,5,medio,real_image_classifier
0648b283-01f5-4089-a715-ca16cc25003b,/home/mateo/PRACTICAS/balanceo_datasets/datasets/hagrid_images/no_gesture/0648b283-01f5-4089-a715-ca16cc25003b.jpg,6,medio,real_image_classifier
065e54b6-ebc4-4d9a-a578-0d54d9b03bbf,/home/mateo/PRACTICAS/balanceo_datasets/datasets/hagrid_images/no_gesture/065e54b6-ebc4-4d9a-a578-0d54d9b03bbf.jpg,6,medio,real_image_classifier
06738944-1e26-4f2c-ae49-18af0fbd6407,/home/mateo/PRACTICAS/balanceo_datasets/datasets/hagrid_images/no_gesture/06738944-1e26-4f2c-ae49-18af0fbd6407.jpg,6,medio,real_image_classifier
06840f06-d89e-4b7d-adec-b1abde8c7916,/home/mateo/PRACTICAS/balanceo_datasets/datasets/hagrid_images/no_gesture/06840f06-d89e-4b7d-adec-b1abde8c7916.jpg,7,medio,real_image_classifier
06a3d284-05c7-4bc5-8c99-3428f62677de,/home/mateo/PRACTICAS/balanceo_datasets/datasets/hagrid_images/no_gesture/06a3d284-05c7-4bc5-8c99-3428f62677de.jpg,6,medio,real_image_classifier
06a493d1-f8ac-40e3-a7a3-f1a239a3fbd7,/home/mateo/PRACTICAS/balanceo_datasets/datasets/hagrid_images/no_gesture/06a493d1-f8ac-40e3-a7a3-f1a239a3fbd7.jpg,6,medio,real_image_classifier
06c3348c-f944-4e4b-b6eb-c2a4e230f627,/home/mateo/PRACTICAS/balanceo_datasets/datasets/hagrid_images/no_gesture/06c3348c-f944-4e4b-b6eb-c2a4e230f627.jpg,5,medio,real_image_classifier
06dc72a5-bc23-4e01-91ce-0804618984c6,/home/mateo/PRACTICAS/balanceo_datasets/datasets/hagrid_images/no_gesture/06dc72a5-bc23-4e01-91ce-0804618984c6.jpg,5,medio,real_image_classifier
0744020e-74dc-4c07-a67a-06dfa5be6ccf,/home/mateo/PRACTICAS/balanceo_datasets/datasets/hagrid_images/no_gesture/0744020e-74dc-4c07-a67a-06dfa5be6ccf.jpg,6,medio,real_image_classifier
074f5590-0539-4500-be91-a1f59f337fbd,/home/mateo/PRACTICAS/balanceo_datasets/datasets/hagrid_images/no_gesture/074f5590-0539-4500-be91-a1f59f337fbd.jpg,6,medio,real_image_classifier
07570d57-68a5-40af-87a6-e5627491f970,/home/mateo/PRACTICAS/balanceo_datasets/datasets/hagrid_images/no_gesture/07570d57-68a5-40af-87a6-e5627491f970.jpg,6,medio,real_image_classifier
076a6c5d-3e59-45e3-b67e-2e8cbd4914c6,/home/mateo/PRACTICAS/balanceo_datasets/datasets/hagrid_images/no_gesture/076a6c5d-3e59-45e3-b67e-2e8cbd4914c6.jpg,6,medio,real_image_classifier
078d04d8-d7d5-457e-b5f1-5a53ed99c655,/home/mateo/PRACTICAS/balanceo_datasets/datasets/hagrid_images/no_gesture/078d04d8-d7d5-457e-b5f1-5a53ed99c655.jpg,6,medio,real_image_classifier
07c4810a-7e99-48f2-b164-2a5d1645137f,/home/mateo/PRACTICAS/balanceo_datasets/datasets/hagrid_images/no_gesture/07c4810a-7e99-48f2-b164-2a5d1645137f.jpg,6,medio,real_image_classifier
080c1701-9242-41eb-912c-0f8a8d99318f,/home/mateo/PRACTICAS/balanceo_datasets/datasets/hagrid_images/no_gesture/080c1701-9242-41eb-912c-0f8a8d99318f.jpg,6,medio,real_image_classifier
081d41c6-9b08-4126-a221-9a639089c7ed,/home/mateo/PRACTICAS/balanceo_datasets/datasets/hagrid_images/no_gesture/081d41c6-9b08-4126-a221-9a639089c7ed.jpg,6,medio,real_image_classifier
083ddcdd-8bf3-426e-b7dc-ebd3e75a5bbe,/home/mateo/PRACTICAS/balanceo_datasets/datasets/hagrid_images/no_gesture/083ddcdd-8bf3-426e-b7dc-ebd3e75a5bbe.jpg,6,medio,real_image_classifier
087ac6dd-1163-4d64-ab79-af915ecf5a69,/home/mateo/PRACTICAS/balanceo_datasets/datasets/hagrid_images/no_gesture/087ac6dd-1163-4d64-ab79-af915ecf5a69.jpg,6,medio,real_image_classifier
0882dd0f-23f8-40cb-82ec-262cf738ce17,/home/mateo/PRACTICAS/balanceo_datasets/datasets/hagrid_images/no_gesture/0882dd0f-23f8-40cb-82ec-262cf738ce17.jpg,6,medio,real_image_classifier
08be7538-789d-4718-a23f-17a7afd8f487,/home/mateo/PRACTICAS/balanceo_datasets/datasets/hagrid_images/no_gesture/08be7538-789d-4718-a23f-17a7afd8f487.jpg,5,medio,real_image_classifier
08c6345d-c938-4fe0-a578-3181276f3208,/home/mateo/PRACTICAS/balanceo_datasets/datasets/hagrid_images/no_gesture/08c6345d-c938-4fe0-a578-3181276f3208.jpg,7,medio,real_image_classifier
08caedd9-8031-4d6a-a85a-dc886b3f352b,/home/mateo/PRACTICAS/balanceo_datasets/datasets/hagrid_images/no_gesture/08caedd9-8031-4d6a-a85a-dc886b3f352b.jpg,5,medio,real_image_classifier
08d79405-219b-424f-bdec-172d38cae184,/home/mateo/PRACTICAS/balanceo_datasets/datasets/hagrid_images/no_gesture/08d79405-219b-424f-bdec-172d38cae184.jpg,6,medio,real_image_classifier
08f4a3b2-b87a-49e6-8c57-112e172bd0c6,/home/mateo/PRACTICAS/balanceo_datasets/datasets/hagrid_images/no_gesture/08f4a3b2-b87a-49e6-8c57-112e172bd0c6.jpg,6,medio,real_image_classifier
09382cf2-f093-490d-b407-d437cfdcca7e,/home/mateo/PRACTICAS/balanceo_datasets/datasets/hagrid_images/no_gesture/09382cf2-f093-490d-b407-d437cfdcca7e.jpg,5,medio,real_image_classifier
093910ec-634c-4602-b4c5-268daccdeb4f,/home/mateo/PRACTICAS/balanceo_datasets/datasets/hagrid_images/no_gesture/093910ec-634c-4602-b4c5-268daccdeb4f.jpg,6,medio,real_image_classifier
0939c166-da2d-4e93-b62e-ccefb5bfb26e,/home/mateo/PRACTICAS/balanceo_datasets/datasets/hagrid_images/no_gesture/0939c166-da2d-4e93-b62e-ccefb5bfb26e.jpg,7,medio,real_image_classifier
0980d110-5407-4247-8ad5-bad1735b5ed1,/home/mateo/PRACTICAS/balanceo_datasets/datasets/hagrid_images/no_gesture/0980d110-5407-4247-8ad5-bad1735b5ed1.jpg,5,medio,real_image_classifier
098e104d-508d-4737-ad32-0b61bebfa7fe,/home/mateo/PRACTICAS/balanceo_datasets/datasets/hagrid_images/no_gesture/098e104d-508d-4737-ad32-0b61bebfa7fe.jpg,6,medio,real_image_classifier
09ca5790-bb41-4a1a-ba88-16d1ddf9c832,/home/mateo/PRACTICAS/balanceo_datasets/datasets/hagrid_images/no_gesture/09ca5790-bb41-4a1a-ba88-16d1ddf9c832.jpg,5,medio,real_image_classifier
09d18dab-de68-4570-a1ec-f96b8fe5481f,/home/mateo/PRACTICAS/balanceo_datasets/datasets/hagrid_images/no_gesture/09d18dab-de68-4570-a1ec-f96b8fe5481f.jpg,6,medio,real_image_classifier
09fd52ab-37df-4635-a5f3-45f5463f08c3,/home/mateo/PRACTICAS/balanceo_datasets/datasets/hagrid_images/no_gesture/09fd52ab-37df-4635-a5f3-45f5463f08c3.jpg,6,medio,real_image_classifier
0a0d9c49-445b-4738-a31d-b59a20dce4eb,/home/mateo/PRACTICAS/balanceo_datasets/datasets/hagrid_images/no_gesture/0a0d9c49-445b-4738-a31d-b59a20dce4eb.jpg,7,medio,real_image_classifier
0a59c4dd-1296-41af-bda3-d14a5f53440e,/home/mateo/PRACTICAS/balanceo_datasets/datasets/hagrid_images/no_gesture/0a59c4dd-1296-41af-bda3-d14a5f53440e.jpg,6,medio,real_image_classifier
0a60a75a-d032-41bd-ac61-b7c5b450ef6a,/home/mateo/PRACTICAS/balanceo_datasets/datasets/hagrid_images/no_gesture/0a60a75a-d032-41bd-ac61-b7c5b450ef6a.jpg,6,medio,real_image_classifier
0a66eef3-8370-4150-9b24-29ed3811339f,/home/mateo/PRACTICAS/balanceo_datasets/datasets/hagrid_images/no_gesture/0a66eef3-8370-4150-9b24-29ed3811339f.jpg,6,medio,real_image_classifier
0a6a02ae-5af0-4e51-a516-aeca9a026216,/home/mateo/PRACTICAS/balanceo_datasets/datasets/hagrid_images/no_gesture/0a6a02ae-5af0-4e51-a516-aeca9a026216.jpg,6,medio,real_image_classifier
0a9472eb-a4ec-4a13-a137-fd5dc18f2c5f,/home/mateo/PRACTICAS/balanceo_datasets/datasets/hagrid_images/no_gesture/0a9472eb-a4ec-4a13-a137-fd5dc18f2c5f.jpg,6,medio,real_image_classifier
0a98b354-bb36-48ab-b4f8-d96f4816f884,/home/mateo/PRACTICAS/balanceo_datasets/datasets/hagrid_images/no_gesture/0a98b354-bb36-48ab-b4f8-d96f4816f884.jpg,5,medio,real_image_classifier
0aba2665-6990-4483-b0d8-4e70d9e823e1,/home/mateo/PRACTICAS/balanceo_datasets/datasets/hagrid_images/no_gesture/0aba2665-6990-4483-b0d8-4e70d9e823e1.jpg,6,medio,real_image_classifier
0abc11e6-afaa-42a0-82a3-837125918671,/home/mateo/PRACTICAS/balanceo_datasets/datasets/hagrid_images/no_gesture/0abc11e6-afaa-42a0-82a3-837125918671.jpg,6,medio,real_image_classifier
0abda7b4-f16f-4559-8941-4d77bfa74465,/home/mateo/PRACTICAS/balanceo_datasets/datasets/hagrid_images/no_gesture/0abda7b4-f16f-4559-8941-4d77bfa74465.jpg,7,medio,real_image_classifier
0abf12e0-6bef-4217-87fd-e4df2c6740bb,/home/mateo/PRACTICAS/balanceo_datasets/datasets/hagrid_images/no_gesture/0abf12e0-6bef-4217-87fd-e4df2c6740bb.jpg,6,medio,real_image_classifier
0ac91bbd-91e1-418e-aacb-dc137a515d73,/home/mateo/PRACTICAS/balanceo_datasets/datasets/hagrid_images/no_gesture/0ac91bbd-91e1-418e-aacb-dc137a515d73.jpg,6,medio,real_image_classifier
0aecb120-7021-494d-a229-aa2d27e72b52,/home/mateo/PRACTICAS/balanceo_datasets/datasets/hagrid_images/no_gesture/0aecb120-7021-494d-a229-aa2d27e72b52.jpg,6,medio,real_image_classifier
0afabfdd-a6cc-472e-8b47-670bd7b922de,/home/mateo/PRACTICAS/balanceo_datasets/datasets/hagrid_images/no_gesture/0afabfdd-a6cc-472e-8b47-670bd7b922de.jpg,6,medio,real_image_classifier
0b0523d5-304d-4ac7-ab5d-6d622ffb6603,/home/mateo/PRACTICAS/balanceo_datasets/datasets/hagrid_images/no_gesture/0b0523d5-304d-4ac7-ab5d-6d622ffb6603.jpg,6,medio,real_image_classifier
0b0d2cc5-2d02-4170-8f23-c831ed70f5d3,/home/mateo/PRACTICAS/balanceo_datasets/datasets/hagrid_images/no_gesture/0b0d2cc5-2d02-4170-8f23-c831ed70f5d3.jpg,7,medio,real_image_classifier
0b1375f5-1293-432d-8ab3-d8e08c10529a,/home/mateo/PRACTICAS/balanceo_datasets/datasets/hagrid_images/no_gesture/0b1375f5-1293-432d-8ab3-d8e08c10529a.jpg,5,medio,real_image_classifier
0b1c11d8-97e5-40a2-bc04-2f41e9719bcf,/home/mateo/PRACTICAS/balanceo_datasets/datasets/hagrid_images/no_gesture/0b1c11d8-97e5-40a2-bc04-2f41e9719bcf.jpg,6,medio,real_image_classifier
0b264d3e-6583-44b2-8002-6c6874c0f07b,/home/mateo/PRACTICAS/balanceo_datasets/datasets/hagrid_images/no_gesture/0b264d3e-6583-44b2-8002-6c6874c0f07b.jpg,6,medio,real_image_classifier
0b4659e0-86c3-4b43-9409-d13810a0865d,/home/mateo/PRACTICAS/balanceo_datasets/datasets/hagrid_images/no_gesture/0b4659e0-86c3-4b43-9409-d13810a0865d.jpg,7,medio,real_image_classifier
0bed4981-277a-4b2f-9911-6dd7a5714ad6,/home/mateo/PRACTICAS/balanceo_datasets/datasets/hagrid_images/no_gesture/0bed4981-277a-4b2f-9911-6dd7a5714ad6.jpg,7,medio,real_image_classifier
0bed9888-e3cb-4d8a-b512-97b98d8a29d8,/home/mateo/PRACTICAS/balanceo_datasets/datasets/hagrid_images/no_gesture/0bed9888-e3cb-4d8a-b512-97b98d8a29d8.jpg,6,medio,real_image_classifier
0bf1ffc0-e245-44e8-a682-5fdcb6cabffa,/home/mateo/PRACTICAS/balanceo_datasets/datasets/hagrid_images/no_gesture/0bf1ffc0-e245-44e8-a682-5fdcb6cabffa.jpg,6,medio,real_image_classifier
0c04f322-9b2d-4ea5-b32d-94addac37383,/home/mateo/PRACTICAS/balanceo_datasets/datasets/hagrid_images/no_gesture/0c04f322-9b2d-4ea5-b32d-94addac37383.jpg,6,medio,real_image_classifier
0c0fb210-74a7-478b-899b-a7602e59e03f,/home/mateo/PRACTICAS/balanceo_datasets/datasets/hagrid_images/no_gesture/0c0fb210-74a7-478b-899b-a7602e59e03f.jpg,6,medio,real_image_classifier
0c4495a0-6cca-4233-83f6-5aff0d4875df,/home/mateo/PRACTICAS/balanceo_datasets/datasets/hagrid_images/no_gesture/0c4495a0-6cca-4233-83f6-5aff0d4875df.jpg,6,medio,real_image_classifier
0c88660e-6323-4106-99d7-c42a10fbd4dc,/home/mateo/PRACTICAS/balanceo_datasets/datasets/hagrid_images/no_gesture/0c88660e-6323-4106-99d7-c42a10fbd4dc.jpg,7,medio,real_image_classifier
0cda03c0-3d3d-4cc2-933f-b573406858fd,/home/mateo/PRACTICAS/balanceo_datasets/datasets/hagrid_images/no_gesture/0cda03c0-3d3d-4cc2-933f-b573406858fd.jpg,7,medio,real_image_classifier
0d050fb0-248f-4b38-a61c-9b0ff9ef70d9,/home/mateo/PRACTICAS/balanceo_datasets/datasets/hagrid_images/no_gesture/0d050fb0-248f-4b38-a61c-9b0ff9ef70d9.jpg,6,medio,real_image_classifier
0d166711-3bce-466e-97da-12094deec1f1,/home/mateo/PRACTICAS/balanceo_datasets/datasets/hagrid_images/no_gesture/0d166711-3bce-466e-97da-12094deec1f1.jpg,5,medio,real_image_classifier
0d3159a8-ade2-40ad-9c23-81fb83f6f747,/home/mateo/PRACTICAS/balanceo_datasets/datasets/hagrid_images/no_gesture/0d3159a8-ade2-40ad-9c23-81fb83f6f747.jpg,5,medio,real_image_classifier
0d526c17-21c5-4370-86e8-fb8afeb95699,/home/mateo/PRACTICAS/balanceo_datasets/datasets/hagrid_images/no_gesture/0d526c17-21c5-4370-86e8-fb8afeb95699.jpg,5,medio,real_image_classifier
0d681712-5344-4f9d-ba03-c5a375166204,/home/mateo/PRACTICAS/balanceo_datasets/datasets/hagrid_images/no_gesture/0d681712-5344-4f9d-ba03-c5a375166204.jpg,6,medio,real_image_classifier
0d8a6238-fa3e-450a-8bd9-73fd4b2e1212,/home/mateo/PRACTICAS/balanceo_datasets/datasets/hagrid_images/no_gesture/0d8a6238-fa3e-450a-8bd9-73fd4b2e1212.jpg,6,medio,real_image_classifier
0dc0bf06-f2ef-480a-88b5-c2d5afb38ef1,/home/mateo/PRACTICAS/balanceo_datasets/datasets/hagrid_images/no_gesture/0dc0bf06-f2ef-480a-88b5-c2d5afb38ef1.jpg,6,medio,real_image_classifier
0ddaf68d-2e14-4cf1-b6b1-1c3150ca7d3d,/home/mateo/PRACTICAS/balanceo_datasets/datasets/hagrid_images/no_gesture/0ddaf68d-2e14-4cf1-b6b1-1c3150ca7d3d.jpg,6,medio,real_image_classifier
0de29dc6-e207-4c7c-8ab9-4351e2f0daf6,/home/mateo/PRACTICAS/balanceo_datasets/datasets/hagrid_images/no_gesture/0de29dc6-e207-4c7c-8ab9-4351e2f0daf6.jpg,6,medio,real_image_classifier
0e6f1c62-9c4e-4b46-978e-7e7da15d9673,/home/mateo/PRACTICAS/balanceo_datasets/datasets/hagrid_images/no_gesture/0e6f1c62-9c4e-4b46-978e-7e7da15d9673.jpg,7,medio,real_image_classifier
0e845d2e-a350-4d30-b77c-05f821a5bddf,/home/mateo/PRACTICAS/balanceo_datasets/datasets/hagrid_images/no_gesture/0e845d2e-a350-4d30-b77c-05f821a5bddf.jpg,6,medio,real_image_classifier
0e9b31a0-49c5-444e-b05f-2dc882ba8d56,/home/mateo/PRACTICAS/balanceo_datasets/datasets/hagrid_images/no_gesture/0e9b31a0-49c5-444e-b05f-2dc882ba8d56.jpg,6,medio,real_image_classifier
0ed6b5fb-f38e-4e21-911f-3730a7426c4b,/home/mateo/PRACTICAS/balanceo_datasets/datasets/hagrid_images/no_gesture/0ed6b5fb-f38e-4e21-911f-3730a7426c4b.jpg,6,medio,real_image_classifier
0ef3bdee-f154-4b2e-95a0-3f439450e10e,/home/mateo/PRACTICAS/balanceo_datasets/datasets/hagrid_images/no_gesture/0ef3bdee-f154-4b2e-95a0-3f439450e10e.jpg,6,medio,real_image_classifier
0f2fc460-aeb7-4905-bcdb-16dbbd549a99,/home/mateo/PRACTICAS/balanceo_datasets/datasets/hagrid_images/no_gesture/0f2fc460-aeb7-4905-bcdb-16dbbd549a99.jpg,5,medio,real_image_classifier
0f30b2cf-f649-4064-9706-3f921592aee6,/home/mateo/PRACTICAS/balanceo_datasets/datasets/hagrid_images/no_gesture/0f30b2cf-f649-4064-9706-3f921592aee6.jpg,6,medio,real_image_classifier
