sample_id,path_landmarks,label,condition,dataset,mst,mst_origin,split
freihand_00016072,data\processed\landmarks\freihand\00016072.npy,unknown,claro,freihand,3,imputed,train
freihand_00011946,data\processed\landmarks\freihand\00011946.npy,unknown,oscuro,freihand,10,imputed,train
0148cde9-a86d-47a3-a0bf-ca4659042aab,data\processed\landmarks\hagrid\dislike\0148cde9-a86d-47a3-a0bf-ca4659042aab.npy,dislike,medio,hagrid,6,imputed,train
freihand_00010893,data\processed\landmarks\freihand\00010893.npy,unknown,oscuro,freihand,10,imputed,train
02d24a11-4c33-4a56-9f93-4d9cc79c85e8,data\processed\landmarks\hagrid\four\02d24a11-4c33-4a56-9f93-4d9cc79c85e8.npy,four,oscuro,hagrid,9,imputed,train
03f2a288-e00f-4683-b41a-6a8f4296013a,data\processed\landmarks\hagrid\dislike\03f2a288-e00f-4683-b41a-6a8f4296013a.npy,dislike,oscuro,hagrid,10,imputed,train
0416b050-a814-454b-959a-504294795636,data\processed\landmarks\hagrid\one\0416b050-a814-454b-959a-504294795636.npy,one,medio,hagrid,5,imputed,train
freihand_00013193,data\processed\landmarks\freihand\00013193.npy,unknown,medio,freihand,7,imputed,train
freihand_00028910,data\processed\landmarks\freihand\00028910.npy,unknown,medio,freihand,7,imputed,train
0653fa7b-f5c1-4b1e-a3b9-be64363c2d69,data\processed\landmarks\hagrid\dislike\0653fa7b-f5c1-4b1e-a3b9-be64363c2d69.npy,dislike,claro,hagrid,1,imputed,train
045062ee-0c2c-41d4-adc6-375af45d7e88,data\processed\landmarks\hagrid\rock\045062ee-0c2c-41d4-adc6-375af45d7e88.npy,rock,claro,hagrid,2,imputed,train
00678bdb-55b1-46e1-a2e6-7ccb587870f9,data\processed\landmarks\hagrid\ok\00678bdb-55b1-46e1-a2e6-7ccb587870f9.npy,ok,medio,hagrid,5,imputed,train
031a643e-ee00-4ecf-bada-daca0aa5c0c7,data\processed\landmarks\hagrid\like\031a643e-ee00-4ecf-bada-daca0aa5c0c7.npy,like,claro,hagrid,4,imputed,train
freihand_00025149,data\processed\landmarks\freihand\00025149.npy,unknown,oscuro,freihand,10,imputed,train
06501ae5-ddc0-4df8-a0e5-b7044615b686,data\processed\landmarks\hagrid\peace\06501ae5-ddc0-4df8-a0e5-b7044615b686.npy,peace,oscuro,hagrid,9,imputed,train
freihand_00003890,data\processed\landmarks\freihand\00003890.npy,unknown,claro,freihand,1,original,train
freihand_00010759,data\processed\landmarks\freihand\00010759.npy,unknown,claro,freihand,3,imputed,train
freihand_00018311,data\processed\landmarks\freihand\00018311.npy,unknown,medio,freihand,7,imputed,train
freihand_00031114,data\processed\landmarks\freihand\00031114.npy,unknown,claro,freihand,3,imputed,train
freihand_00032310,data\processed\landmarks\freihand\00032310.npy,unknown,oscuro,freihand,8,imputed,train
freihand_00029745,data\processed\landmarks\freihand\00029745.npy,unknown,oscuro,freihand,8,imputed,train
01a20793-35c5-4e55-903f-34b5a0ac993e,data\processed\landmarks\hagrid\peace\01a20793-35c5-4e55-903f-34b5a0ac993e.npy,peace,medio,hagrid,5,imputed,train
002ce59b-be3f-4002-b2fe-367f84e2e3a4,data\processed\landmarks\hagrid\one\002ce59b-be3f-4002-b2fe-367f84e2e3a4.npy,one,oscuro,hagrid,9,imputed,train
03728440-a146-4c8e-864c-56861746cd1d,data\processed\landmarks\hagrid\rock\03728440-a146-4c8e-864c-56861746cd1d.npy,rock,oscuro,hagrid,9,imputed,train
01a09d01-a0ce-4957-9330-9a5f41b9422e,data\processed\landmarks\hagrid\rock\01a09d01-a0ce-4957-9330-9a5f41b9422e.npy,rock,claro,hagrid,2,imputed,train
e11f118c-ca91-42dc-863e-5224edb85ba1,data\processed\landmarks\hagrid\two_up_inverted\e11f118c-ca91-42dc-863e-5224edb85ba1.npy,two_up_inverted,medio,hagrid,7,imputed,train
freihand_00031493,data\processed\landmarks\freihand\00031493.npy,unknown,medio,freihand,7,imputed,train
freihand_00027594,data\processed\landmarks\freihand\00027594.npy,unknown,oscuro,freihand,9,imputed,train
05cfda73-5107-4eb9-b280-ed5aed1a8816,data\processed\landmarks\hagrid\one\05cfda73-5107-4eb9-b280-ed5aed1a8816.npy,one,oscuro,hagrid,9,imputed,train
0788f4c2-6e58-4f99-8228-8126aa124379,data\processed\landmarks\hagrid\like\0788f4c2-6e58-4f99-8228-8126aa124379.npy,like,claro,hagrid,1,imputed,train
freihand_00000840,data\processed\landmarks\freihand\00000840.npy,unknown,claro,freihand,1,original,train
freihand_00014221,data\processed\landmarks\freihand\00014221.npy,unknown,claro,freihand,3,imputed,train
0bad3d07-bfb3-4260-b738-a89bf97aa2e4,data\processed\landmarks\hagrid\three2\0bad3d07-bfb3-4260-b738-a89bf97aa2e4.npy,three2,medio,hagrid,7,imputed,train
freihand_00030980,data\processed\landmarks\freihand\00030980.npy,unknown,medio,freihand,5,imputed,train
freihand_00008553,data\processed\landmarks\freihand\00008553.npy,unknown,oscuro,freihand,10,imputed,train
0361d2fd-f2d3-40a6-a1ed-d2c0afb2eaa5,data\processed\landmarks\hagrid\rock\0361d2fd-f2d3-40a6-a1ed-d2c0afb2eaa5.npy,rock,medio,hagrid,6,imputed,train
freihand_00016277,data\processed\landmarks\freihand\00016277.npy,unknown,medio,freihand,5,imputed,train
freihand_00010298,data\processed\landmarks\freihand\00010298.npy,unknown,medio,freihand,7,imputed,train
2eba7875-afe6-4f64-a624-e310bdee7619,data\processed\landmarks\hagrid\stop_inverted\2eba7875-afe6-4f64-a624-e310bdee7619.npy,stop_inverted,medio,hagrid,7,imputed,train
freihand_00017679,data\processed\landmarks\freihand\00017679.npy,unknown,oscuro,freihand,9,imputed,train
freihand_00018614,data\processed\landmarks\freihand\00018614.npy,unknown,medio,freihand,5,imputed,train
freihand_00013380,data\processed\landmarks\freihand\00013380.npy,unknown,oscuro,freihand,10,imputed,train
002ce59b-be3f-4002-b2fe-367f84e2e3a4,data\processed\landmarks\hagrid\one\002ce59b-be3f-4002-b2fe-367f84e2e3a4.npy,one,oscuro,hagrid,9,imputed,train
205f9782-6840-44d1-be1c-6cff087447af,data\processed\landmarks\hagrid\two_up_inverted\205f9782-6840-44d1-be1c-6cff087447af.npy,two_up_inverted,oscuro,hagrid,10,imputed,train
5764a93f-5546-4356-93ef-d94457f3b176,data\processed\landmarks\hagrid\call\5764a93f-5546-4356-93ef-d94457f3b176.npy,call,claro,hagrid,1,imputed,train
0744fba0-78e6-4789-9372-34e5d8ed2b7e,data\processed\landmarks\hagrid\peace_inverted\0744fba0-78e6-4789-9372-34e5d8ed2b7e.npy,peace_inverted,claro,hagrid,2,imputed,train
027be762-043a-4c55-af0c-647d0b93eaac,data\processed\landmarks\hagrid\one\027be762-043a-4c55-af0c-647d0b93eaac.npy,one,medio,hagrid,6,imputed,train
043f1e6d-f1f8-4180-a241-bceda4bca62a,data\processed\landmarks\hagrid\peace\043f1e6d-f1f8-4180-a241-bceda4bca62a.npy,peace,oscuro,hagrid,9,imputed,train
016c021f-d855-450f-abf6-ad26951033dc,data\processed\landmarks\hagrid\peace\016c021f-d855-450f-abf6-ad26951033dc.npy,peace,claro,hagrid,3,imputed,train
d405368c-4738-4a91-b5fa-39819bec229a,data\processed\landmarks\hagrid\two_up\d405368c-4738-4a91-b5fa-39819bec229a.npy,two_up,oscuro,hagrid,9,imputed,train
freihand_00009955,data\processed\landmarks\freihand\00009955.npy,unknown,claro,freihand,1,imputed,train
freihand_00010045,data\processed\landmarks\freihand\00010045.npy,unknown,claro,freihand,3,imputed,train
freihand_00002101,data\processed\landmarks\freihand\00002101.npy,unknown,claro,freihand,2,original,train
91a64c8d-f919-440e-8365-2380ef3d073b,data\processed\landmarks\hagrid\peace_inverted\91a64c8d-f919-440e-8365-2380ef3d073b.npy,peace_inverted,claro,hagrid,4,imputed,train
freihand_00006907,data\processed\landmarks\freihand\00006907.npy,unknown,claro,freihand,2,imputed,train
freihand_00013198,data\processed\landmarks\freihand\00013198.npy,unknown,claro,freihand,4,imputed,train
54422d1f-a721-4376-8ea5-b417b174e82f,data\processed\landmarks\hagrid\two_up_inverted\54422d1f-a721-4376-8ea5-b417b174e82f.npy,two_up_inverted,claro,hagrid,2,imputed,train
00f33929-6855-46b7-93db-4a3d86c91b50,data\processed\landmarks\hagrid\fist\00f33929-6855-46b7-93db-4a3d86c91b50.npy,fist,oscuro,hagrid,8,imputed,train
d9fc2163-9c3e-4456-a65d-1260581caa61,data\processed\landmarks\hagrid\two_up_inverted\d9fc2163-9c3e-4456-a65d-1260581caa61.npy,two_up_inverted,oscuro,hagrid,10,imputed,train
freihand_00029206,data\processed\landmarks\freihand\00029206.npy,unknown,claro,freihand,3,imputed,train
bf37866f-f8c0-45d4-8cc9-962f9ff00ad2,data\processed\landmarks\hagrid\two_up_inverted\bf37866f-f8c0-45d4-8cc9-962f9ff00ad2.npy,two_up_inverted,claro,hagrid,3,imputed,train
freihand_00024945,data\processed\landmarks\freihand\00024945.npy,unknown,oscuro,freihand,8,imputed,train
0ea47987-b5e5-481b-a1db-6fe2bffe476d,data\processed\landmarks\hagrid\two_up\0ea47987-b5e5-481b-a1db-6fe2bffe476d.npy,two_up,claro,hagrid,2,imputed,train
freihand_00029797,data\processed\landmarks\freihand\00029797.npy,unknown,claro,freihand,4,imputed,train
031dd13d-ae8b-4722-8e7d-5848b270d543,data\processed\landmarks\hagrid\rock\031dd13d-ae8b-4722-8e7d-5848b270d543.npy,rock,medio,hagrid,5,imputed,train
freihand_00028738,data\processed\landmarks\freihand\00028738.npy,unknown,claro,freihand,2,imputed,train
a935609a-6094-40e1-b716-0249663bc61b,data\processed\landmarks\hagrid\two_up_inverted\a935609a-6094-40e1-b716-0249663bc61b.npy,two_up_inverted,medio,hagrid,5,imputed,train
freihand_00008307,data\processed\landmarks\freihand\00008307.npy,unknown,oscuro,freihand,8,imputed,train
6a6cdf8a-3047-4d32-a96f-d70c6b1a5ac5,data\processed\landmarks\hagrid\two_up\6a6cdf8a-3047-4d32-a96f-d70c6b1a5ac5.npy,two_up,oscuro,hagrid,9,imputed,train
07113fb9-c714-49f2-855c-d68d08737bb5,data\processed\landmarks\hagrid\fist\07113fb9-c714-49f2-855c-d68d08737bb5.npy,fist,claro,hagrid,1,imputed,train
0515eb14-fdc5-48b7-9869-3de47f8eb768,data\processed\landmarks\hagrid\four\0515eb14-fdc5-48b7-9869-3de47f8eb768.npy,four,oscuro,hagrid,10,imputed,train
freihand_00005655,data\processed\landmarks\freihand\00005655.npy,unknown,medio,freihand,5,imputed,train
freihand_00017203,data\processed\landmarks\freihand\00017203.npy,unknown,claro,freihand,1,imputed,train
000d3f03-ca4b-44cc-8d8c-cdd12735e35b,data\processed\landmarks\hagrid\mute\000d3f03-ca4b-44cc-8d8c-cdd12735e35b.npy,mute,claro,hagrid,4,imputed,train
053b2a52-0606-48ca-a6e4-e98b8afe78e0,data\processed\landmarks\hagrid\three\053b2a52-0606-48ca-a6e4-e98b8afe78e0.npy,three,claro,hagrid,3,imputed,train
009626ec-2a18-4b36-8b42-579e2cd1352e,data\processed\landmarks\hagrid\rock\009626ec-2a18-4b36-8b42-579e2cd1352e.npy,rock,claro,hagrid,4,imputed,train
1ad147d8-a6a0-45fa-9bea-b3e81041ae60,data\processed\landmarks\hagrid\three\1ad147d8-a6a0-45fa-9bea-b3e81041ae60.npy,three,claro,hagrid,2,imputed,train
freihand_00026492,data\processed\landmarks\freihand\00026492.npy,unknown,medio,freihand,6,imputed,train
123bde53-7f78-4262-8aca-7f19d3f11e99,data\processed\landmarks\hagrid\three\123bde53-7f78-4262-8aca-7f19d3f11e99.npy,three,claro,hagrid,3,imputed,train
freihand_00020327,data\processed\landmarks\freihand\00020327.npy,unknown,medio,freihand,5,imputed,train
freihand_00014171,data\processed\landmarks\freihand\00014171.npy,unknown,medio,freihand,5,imputed,train
freihand_00030745,data\processed\landmarks\freihand\00030745.npy,unknown,claro,freihand,3,imputed,train
freihand_00000006,data\processed\landmarks\freihand\00000006.npy,unknown,medio,freihand,7,original,train
freihand_00024690,data\processed\landmarks\freihand\00024690.npy,unknown,oscuro,freihand,9,imputed,train
03faaaf7-e2a8-4c29-9f99-d69b40bd324e,data\processed\landmarks\hagrid\fist\03faaaf7-e2a8-4c29-9f99-d69b40bd324e.npy,fist,medio,hagrid,5,imputed,train
freihand_00027290,data\processed\landmarks\freihand\00027290.npy,unknown,medio,freihand,5,imputed,train
freihand_00021789,data\processed\landmarks\freihand\00021789.npy,unknown,oscuro,freihand,10,imputed,train
freihand_00015956,data\processed\landmarks\freihand\00015956.npy,unknown,medio,freihand,5,imputed,train
93a04e41-4a56-4676-aa34-2984be88ce86,data\processed\landmarks\hagrid\stop_inverted\93a04e41-4a56-4676-aa34-2984be88ce86.npy,stop_inverted,oscuro,hagrid,8,imputed,train
0310e8a9-03f3-4a8e-8637-66176b1f1cfb,data\processed\landmarks\hagrid\palm\0310e8a9-03f3-4a8e-8637-66176b1f1cfb.npy,palm,oscuro,hagrid,10,imputed,train
bf37866f-f8c0-45d4-8cc9-962f9ff00ad2,data\processed\landmarks\hagrid\two_up_inverted\bf37866f-f8c0-45d4-8cc9-962f9ff00ad2.npy,two_up_inverted,claro,hagrid,3,imputed,train
freihand_00026391,data\processed\landmarks\freihand\00026391.npy,unknown,oscuro,freihand,10,imputed,train
0480aa8b-deb9-4c35-9920-25e7480672c5,data\processed\landmarks\hagrid\fist\0480aa8b-deb9-4c35-9920-25e7480672c5.npy,fist,oscuro,hagrid,10,imputed,train
0480aa8b-deb9-4c35-9920-25e7480672c5,data\processed\landmarks\hagrid\fist\0480aa8b-deb9-4c35-9920-25e7480672c5.npy,fist,oscuro,hagrid,10,imputed,train
0455661f-671f-4354-b10a-ba3da200484d,data\processed\landmarks\hagrid\three2\0455661f-671f-4354-b10a-ba3da200484d.npy,three2,medio,hagrid,7,imputed,train
