sample_id,mst_level
freihand_00021895,6
freihand_00013155,5
freihand_00004580,8
freihand_00026535,6
freihand_00014590,7
freihand_00022493,6
freihand_00020436,6
freihand_00009488,6
freihand_00006009,7
freihand_00031136,7
freihand_00015405,6
freihand_00011513,5
freihand_00007600,6
freihand_00000918,6
freihand_00028463,8
freihand_00028692,5
freihand_00004822,7
freihand_00021848,8
freihand_00002444,7
freihand_00022708,5
freihand_00014643,6
freihand_00010983,6
freihand_00031986,8
freihand_00022378,6
freihand_00029859,8
freihand_00030589,5
freihand_00030291,6
freihand_00024214,5
freihand_00031482,5
freihand_00008715,5
freihand_00008128,6
freihand_00021194,7
freihand_00011416,5
freihand_00010304,7
freihand_00032454,4
freihand_00019814,5
freihand_00022616,6
freihand_00011973,7
freihand_00028919,5
freihand_00014472,6
freihand_00012143,4
freihand_00025847,5
freihand_00005473,6
freihand_00002194,7
freihand_00003436,6
freihand_00029488,7
freihand_00015554,7
freihand_00006852,7
freihand_00002645,6
freihand_00031069,5
freihand_00015647,5
freihand_00016924,6
freihand_00010125,5
freihand_00024852,5
freihand_00007853,6
freihand_00011664,6
freihand_00020777,6
freihand_00023916,5
freihand_00027208,8
freihand_00000377,6
freihand_00000110,6
freihand_00011958,7
freihand_00016801,6
freihand_00005534,7
freihand_00002249,5
freihand_00011607,6
freihand_00026305,7
freihand_00015868,7
freihand_00002641,6
freihand_00014058,6
freihand_00032394,5
freihand_00017468,5
freihand_00005726,6
freihand_00022861,8
freihand_00026245,6
freihand_00016158,7
freihand_00014937,6
freihand_00010995,5
freihand_00022927,5
freihand_00029517,5
freihand_00012083,5
freihand_00028485,5
freihand_00017118,6
freihand_00001882,6
freihand_00022978,8
freihand_00013445,7
freihand_00019059,5
freihand_00005328,7
freihand_00024345,6
freihand_00026067,2
freihand_00008470,6
freihand_00004189,8
freihand_00001515,8
freihand_00023267,6
freihand_00015285,6
freihand_00014955,5
freihand_00013420,6
freihand_00025973,8
freihand_00007266,5
freihand_00029601,6
freihand_00001399,5
freihand_00021029,7
freihand_00022934,6
freihand_00003609,6
freihand_00001943,5
freihand_00029776,6
freihand_00030755,8
freihand_00015937,5
freihand_00017940,6
freihand_00000580,7
freihand_00022508,6
freihand_00032390,7
freihand_00007219,7
freihand_00021118,7
freihand_00016730,9
freihand_00011658,5
freihand_00024778,8
freihand_00017569,6
freihand_00020076,6
freihand_00007364,7
freihand_00025050,6
freihand_00009807,7
freihand_00009745,5
freihand_00014320,6
freihand_00029218,5
freihand_00015031,7
freihand_00005788,5
freihand_00007974,7
freihand_00014974,6
freihand_00003663,5
freihand_00027409,8
freihand_00009722,6
freihand_00028348,6
freihand_00017968,6
freihand_00023358,8
freihand_00005503,7
freihand_00027034,6
freihand_00007567,5
freihand_00023114,6
freihand_00011683,7
freihand_00017376,7
freihand_00021811,7
freihand_00017636,7
freihand_00029148,6
freihand_00007093,5
freihand_00007482,6
freihand_00030858,6
freihand_00029094,6
freihand_00015399,5
freihand_00028897,7
freihand_00010145,8
freihand_00002114,6
freihand_00012776,5
freihand_00021634,6
freihand_00031857,6
freihand_00018121,5
freihand_00011913,6
freihand_00000653,5
freihand_00002432,8
freihand_00026728,6
freihand_00019774,5
freihand_00020494,6
freihand_00027917,8
freihand_00032042,5
freihand_00027943,6
freihand_00004963,6
freihand_00031903,4
freihand_00018757,6
freihand_00018776,7
freihand_00020755,5
freihand_00023546,6
freihand_00018752,5
freihand_00006686,6
freihand_00000849,5
freihand_00007776,7
freihand_00015960,6
freihand_00027792,7
freihand_00023342,8
freihand_00018566,6
freihand_00025563,7
freihand_00027385,9
freihand_00016491,5
freihand_00017106,6
freihand_00020476,7
freihand_00017632,7
freihand_00024226,8
freihand_00001197,8
freihand_00009982,7
freihand_00015038,7
freihand_00016635,6
freihand_00020677,6
freihand_00028224,6
freihand_00008513,7
freihand_00018351,8
freihand_00024219,7
freihand_00022489,7
freihand_00011330,5
freihand_00004263,8
freihand_00022989,8
freihand_00007944,6
freihand_00016497,6
freihand_00010919,7
freihand_00016420,2
freihand_00010649,6
freihand_00023298,4
freihand_00018268,5
freihand_00008927,7
freihand_00028149,5
freihand_00018981,6
freihand_00002324,7
freihand_00000009,7
freihand_00006683,6
freihand_00009974,5
freihand_00031461,6
freihand_00004817,5
freihand_00022421,5
freihand_00009798,7
freihand_00009257,7
freihand_00019000,5
freihand_00019298,8
freihand_00000057,5
freihand_00024515,8
freihand_00025908,6
freihand_00012160,5
freihand_00004761,6
freihand_00029614,5
freihand_00010763,6
freihand_00031305,6
freihand_00008148,6
freihand_00015250,5
freihand_00009773,5
freihand_00010975,6
freihand_00028626,7
freihand_00015941,6
freihand_00016209,5
freihand_00000364,7
freihand_00004952,8
freihand_00021073,6
freihand_00022383,5
freihand_00025120,7
freihand_00000110,6
freihand_00003413,7
freihand_00023694,7
freihand_00015344,6
freihand_00011587,8
freihand_00018379,5
freihand_00027763,6
freihand_00016507,4
freihand_00031901,6
freihand_00027328,7
freihand_00000861,5
freihand_00030690,6
freihand_00000650,5
freihand_00006118,5
freihand_00021398,6
freihand_00007897,6
freihand_00025300,6
freihand_00006558,6
freihand_00023980,6
freihand_00006181,6
freihand_00019551,5
freihand_00010615,6
freihand_00030115,5
freihand_00026407,7
freihand_00000917,5
freihand_00013275,7
freihand_00023045,6
freihand_00013340,5
freihand_00003468,7
freihand_00018322,5
freihand_00002177,5
freihand_00017720,6
freihand_00012165,6
freihand_00020625,5
freihand_00008448,4
freihand_00012149,6
freihand_00021907,7
freihand_00026666,6
freihand_00017928,7
freihand_00024701,6
freihand_00010572,5
freihand_00006835,6
freihand_00020020,7
freihand_00012979,6
freihand_00020046,6
freihand_00007929,7
freihand_00009156,7
freihand_00016377,6
freihand_00005003,7
freihand_00011582,5
freihand_00021273,7
freihand_00026639,8
freihand_00028887,6
freihand_00008167,5
freihand_00030825,5
freihand_00003943,6
freihand_00012803,5
freihand_00025367,7
freihand_00025376,6
freihand_00026596,8
freihand_00031615,6
freihand_00014221,6
freihand_00017696,5
freihand_00010330,7
freihand_00024913,5
freihand_00028847,5
freihand_00026836,6
freihand_00031417,5
freihand_00020256,5
freihand_00009513,6
freihand_00007847,6
freihand_00028933,6
freihand_00030012,8
freihand_00031195,7
freihand_00016764,6
freihand_00011743,5
freihand_00003912,5
freihand_00029458,7
freihand_00010947,6
freihand_00022400,7
freihand_00000330,7
freihand_00024950,5
freihand_00001067,6
freihand_00032127,8
freihand_00003560,7
freihand_00016870,7
freihand_00024665,6
freihand_00018631,6
freihand_00022949,8
freihand_00005157,6
freihand_00000931,7
freihand_00017154,5
freihand_00004145,7
freihand_00006725,8
freihand_00017084,7
freihand_00020859,6
freihand_00015807,6
freihand_00018069,5
freihand_00022569,5
freihand_00012189,6
freihand_00014346,5
freihand_00012453,5
freihand_00015726,7
freihand_00025040,6
freihand_00023052,8
freihand_00005622,7
freihand_00020241,5
freihand_00025939,6
freihand_00029801,7
freihand_00023751,6
freihand_00027443,6
freihand_00001179,6
freihand_00030944,6
freihand_00022435,6
freihand_00010573,7
freihand_00018102,8
freihand_00026485,7
freihand_00011964,8
freihand_00027569,7
freihand_00004406,6
freihand_00002472,6
freihand_00002390,7
freihand_00023441,5
freihand_00002527,7
freihand_00007881,7
freihand_00028809,5
freihand_00017998,7
freihand_00004497,5
freihand_00003317,5
freihand_00023394,7
freihand_00011485,6
freihand_00031972,7
freihand_00020831,6
freihand_00023273,5
freihand_00005802,6
freihand_00031881,7
freihand_00017083,7
freihand_00027185,7
freihand_00028774,6
freihand_00022253,5
freihand_00014634,6
freihand_00031921,5
freihand_00010655,6
freihand_00006227,7
freihand_00023714,8
freihand_00020519,6
freihand_00030268,7
freihand_00019376,7
freihand_00021121,5
freihand_00012051,6
freihand_00021557,6
freihand_00002612,5
freihand_00026921,5
freihand_00004844,7
freihand_00012829,5
freihand_00014819,7
freihand_00005017,7
freihand_00015674,7
freihand_00031138,5
freihand_00006183,5
freihand_00005553,8
freihand_00001469,8
freihand_00009319,6
freihand_00028410,6
freihand_00025736,5
freihand_00030693,5
freihand_00010941,5
freihand_00015578,6
freihand_00016319,7
freihand_00000401,8
freihand_00020811,8
freihand_00001622,6
freihand_00016080,7
freihand_00011354,7
freihand_00015018,6
freihand_00015086,5
freihand_00005333,6
freihand_00031022,8
freihand_00026586,7
freihand_00011877,6
freihand_00024094,6
freihand_00021134,8
freihand_00005400,5
freihand_00031866,6
freihand_00009722,6
freihand_00025392,7
freihand_00023314,6
freihand_00008083,7
freihand_00009677,6
freihand_00018816,7
freihand_00030423,8
freihand_00009068,5
freihand_00031841,5
freihand_00019860,6
freihand_00008118,7
freihand_00000781,6
freihand_00025803,7
freihand_00009061,8
freihand_00031456,7
freihand_00022497,7
freihand_00009666,8
freihand_00030359,4
freihand_00005303,6
freihand_00021204,6
freihand_00019366,8
freihand_00015681,7
freihand_00023873,7
freihand_00019030,6
freihand_00026440,8
freihand_00013597,7
freihand_00012088,6
freihand_00006483,5
freihand_00019328,5
freihand_00005182,6
freihand_00012992,6
freihand_00028173,8
freihand_00031995,6
freihand_00017775,5
freihand_00017915,6
freihand_00019072,7
freihand_00016936,8
freihand_00031121,8
freihand_00022670,7
freihand_00003004,6
freihand_00005106,5
freihand_00005495,7
freihand_00007475,5
freihand_00032541,8
freihand_00023430,7
freihand_00016070,7
freihand_00007997,5
freihand_00013587,5
freihand_00012191,5
freihand_00029492,8
freihand_00013602,4
freihand_00000725,6
freihand_00027454,6
freihand_00027486,6
freihand_00019239,8
freihand_00025814,6
freihand_00014263,8
freihand_00004969,7
freihand_00022465,6
freihand_00002417,6
freihand_00012873,7
freihand_00012095,7
freihand_00008196,8
freihand_00004294,6
freihand_00007865,6
freihand_00027766,6
freihand_00031756,8
freihand_00024855,6
freihand_00013690,5
freihand_00011262,6
freihand_00026173,5
freihand_00009620,7
freihand_00025954,7
freihand_00019514,6
freihand_00002113,6
freihand_00026038,7
freihand_00008666,8
freihand_00000707,6
freihand_00024278,7
freihand_00012248,6
freihand_00020087,5
freihand_00030959,4
freihand_00016943,9
freihand_00016774,7
freihand_00016720,6
freihand_00019891,7
freihand_00010277,7
freihand_00023176,6
freihand_00021809,8
freihand_00011331,6
freihand_00019317,5
freihand_00006593,6
freihand_00023481,6
freihand_00018627,5
freihand_00005097,5
freihand_00013471,5
freihand_00000628,5
freihand_00019620,6
freihand_00018947,5
freihand_00022883,6
freihand_00020876,5
freihand_00031002,6
freihand_00008784,5
freihand_00022322,6
freihand_00028913,6
freihand_00021200,7
freihand_00011080,5
freihand_00028064,8
freihand_00016339,6
freihand_00015841,7
freihand_00031771,6
freihand_00004177,5
freihand_00009240,4
freihand_00024997,8
freihand_00020313,6
freihand_00017421,5
freihand_00005390,6
freihand_00013120,5
freihand_00024112,7
freihand_00028854,6
freihand_00005789,7
freihand_00032484,6
freihand_00016119,5
freihand_00013391,5
freihand_00032338,6
freihand_00011302,6
freihand_00031068,7
freihand_00014281,4
freihand_00012055,5
freihand_00024730,6
freihand_00014315,5
freihand_00030115,5
freihand_00022557,6
freihand_00020970,6
freihand_00026884,7
