sample_id,dataset,mst_level,status,image_path,landmark_path
freihand_00022834,freihand,7,ok,datasets/FreiHAND_pub_v2/training/rgb/00022834.jpg,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/freihand_00022834.npy
freihand_00029459,freihand,5,ok,datasets/FreiHAND_pub_v2/training/rgb/00029459.jpg,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/freihand_00029459.npy
freihand_00029668,freihand,6,ok,datasets/FreiHAND_pub_v2/training/rgb/00029668.jpg,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/freihand_00029668.npy
freihand_00007580,freihand,7,ok,datasets/FreiHAND_pub_v2/training/rgb/00007580.jpg,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/freihand_00007580.npy
4d3e937d-fde8-4418-b54d-9341c1036703,hagrid,,missing_image,,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/hagrid/three/4d3e937d-fde8-4418-b54d-9341c1036703.npy
3aac180f-90f0-4d73-9349-83c16d5ab41d,hagrid,,missing_image,,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/hagrid/dislike/3aac180f-90f0-4d73-9349-83c16d5ab41d.npy
70072b8f-aeff-4407-a9ce-a995c13f6110,hagrid,,missing_image,,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/hagrid/fist/70072b8f-aeff-4407-a9ce-a995c13f6110.npy
d1986519-779c-4ea7-b25d-ca9db8165283,hagrid,,missing_image,,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/hagrid/two_up_inverted/d1986519-779c-4ea7-b25d-ca9db8165283.npy
freihand_00022557,freihand,6,ok,datasets/FreiHAND_pub_v2/training/rgb/00022557.jpg,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/freihand_00022557.npy
e6a89dcc-bd82-4820-b039-c4751457530f,hagrid,,missing_image,,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/hagrid/two_up_inverted/e6a89dcc-bd82-4820-b039-c4751457530f.npy
freihand_00010918,freihand,7,ok,datasets/FreiHAND_pub_v2/training/rgb/00010918.jpg,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/freihand_00010918.npy
freihand_00021164,freihand,6,ok,datasets/FreiHAND_pub_v2/training/rgb/00021164.jpg,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/freihand_00021164.npy
freihand_00009108,freihand,6,ok,datasets/FreiHAND_pub_v2/training/rgb/00009108.jpg,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/freihand_00009108.npy
edd4955f-448c-413d-aeef-c710629555fd,hagrid,,missing_image,,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/hagrid/peace/edd4955f-448c-413d-aeef-c710629555fd.npy
freihand_00007723,freihand,5,ok,datasets/FreiHAND_pub_v2/training/rgb/00007723.jpg,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/freihand_00007723.npy
freihand_00027267,freihand,9,ok,datasets/FreiHAND_pub_v2/training/rgb/00027267.jpg,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/freihand_00027267.npy
7eac44ea-850b-40f7-b525-ba1d04ecd944,hagrid,,missing_image,,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/hagrid/three2/7eac44ea-850b-40f7-b525-ba1d04ecd944.npy
d828fde1-d80f-492d-867a-fc1f9d70250b,hagrid,,missing_image,,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/hagrid/three/d828fde1-d80f-492d-867a-fc1f9d70250b.npy
a92a1b55-bef9-461b-b4a6-2f67ac7c8938,hagrid,,missing_image,,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/hagrid/two_up/a92a1b55-bef9-461b-b4a6-2f67ac7c8938.npy
7ddd098c-acf4-4b47-88da-a40000e36270,hagrid,,missing_image,,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/hagrid/mute/7ddd098c-acf4-4b47-88da-a40000e36270.npy
f7c19540-a61e-46d8-8c05-81ccfcbbd32d,hagrid,,missing_image,,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/hagrid/three/f7c19540-a61e-46d8-8c05-81ccfcbbd32d.npy
118ce844-486e-406d-9802-8df3f0c0bdd0,hagrid,,missing_image,,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/hagrid/stop_inverted/118ce844-486e-406d-9802-8df3f0c0bdd0.npy
6f44c17a-8a5f-40a5-a1ca-8970cf797f02,hagrid,,missing_image,,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/hagrid/dislike/6f44c17a-8a5f-40a5-a1ca-8970cf797f02.npy
3eb53bb9-d952-43b6-a731-06e772d8c085,hagrid,,missing_image,,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/hagrid/fist/3eb53bb9-d952-43b6-a731-06e772d8c085.npy
freihand_00007343,freihand,7,ok,datasets/FreiHAND_pub_v2/training/rgb/00007343.jpg,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/freihand_00007343.npy
freihand_00016186,freihand,6,ok,datasets/FreiHAND_pub_v2/training/rgb/00016186.jpg,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/freihand_00016186.npy
6dbf3f6d-050a-4511-80c4-6b86dfd95d5d,hagrid,,missing_image,,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/hagrid/call/6dbf3f6d-050a-4511-80c4-6b86dfd95d5d.npy
freihand_00005402,freihand,4,ok,datasets/FreiHAND_pub_v2/training/rgb/00005402.jpg,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/freihand_00005402.npy
freihand_00018044,freihand,5,ok,datasets/FreiHAND_pub_v2/training/rgb/00018044.jpg,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/freihand_00018044.npy
d68dea65-9176-4285-968d-c14a29842a94,hagrid,,missing_image,,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/hagrid/stop/d68dea65-9176-4285-968d-c14a29842a94.npy
freihand_00028014,freihand,5,ok,datasets/FreiHAND_pub_v2/training/rgb/00028014.jpg,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/freihand_00028014.npy
0c4f63b9-9503-432d-a615-1c50b1294356,hagrid,,missing_image,,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/hagrid/three/0c4f63b9-9503-432d-a615-1c50b1294356.npy
67193751-7db9-4d25-840c-73bf99fe42db,hagrid,,missing_image,,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/hagrid/two_up/67193751-7db9-4d25-840c-73bf99fe42db.npy
19c903b1-7199-4682-8a75-26bfc8a04afe,hagrid,,missing_image,,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/hagrid/three2/19c903b1-7199-4682-8a75-26bfc8a04afe.npy
b249fea6-a19a-4fc0-ab2a-579cf2caba9b,hagrid,,missing_image,,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/hagrid/ok/b249fea6-a19a-4fc0-ab2a-579cf2caba9b.npy
a241f015-97dd-4caf-9218-0868b4872eea,hagrid,,missing_image,,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/hagrid/peace_inverted/a241f015-97dd-4caf-9218-0868b4872eea.npy
freihand_00022476,freihand,5,ok,datasets/FreiHAND_pub_v2/training/rgb/00022476.jpg,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/freihand_00022476.npy
freihand_00018597,freihand,7,ok,datasets/FreiHAND_pub_v2/training/rgb/00018597.jpg,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/freihand_00018597.npy
freihand_00000325,freihand,6,ok,datasets/FreiHAND_pub_v2/training/rgb/00000325.jpg,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/freihand_00000325.npy
5d8f3291-1a0a-4f4f-b44b-fa894f8f701e,hagrid,,missing_image,,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/hagrid/two_up/5d8f3291-1a0a-4f4f-b44b-fa894f8f701e.npy
2527205c-6c56-4623-a2df-025a9aef89d9,hagrid,,missing_image,,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/hagrid/stop/2527205c-6c56-4623-a2df-025a9aef89d9.npy
freihand_00027358,freihand,6,ok,datasets/FreiHAND_pub_v2/training/rgb/00027358.jpg,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/freihand_00027358.npy
bb1c9658-23e4-4dc5-ab10-f92107da8a06,hagrid,,missing_image,,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/hagrid/two_up/bb1c9658-23e4-4dc5-ab10-f92107da8a06.npy
freihand_00006159,freihand,8,ok,datasets/FreiHAND_pub_v2/training/rgb/00006159.jpg,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/freihand_00006159.npy
freihand_00006880,freihand,7,ok,datasets/FreiHAND_pub_v2/training/rgb/00006880.jpg,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/freihand_00006880.npy
freihand_00017918,freihand,5,ok,datasets/FreiHAND_pub_v2/training/rgb/00017918.jpg,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/freihand_00017918.npy
9774942a-dfd2-4ef8-9edb-f0e06f416b78,hagrid,,missing_image,,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/hagrid/four/9774942a-dfd2-4ef8-9edb-f0e06f416b78.npy
315a4b6e-e476-4474-8612-4f4daaed98b7,hagrid,,missing_image,,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/hagrid/stop/315a4b6e-e476-4474-8612-4f4daaed98b7.npy
freihand_00011536,freihand,7,ok,datasets/FreiHAND_pub_v2/training/rgb/00011536.jpg,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/freihand_00011536.npy
eda38427-3a73-4ec3-b716-ee8e7ff360e6,hagrid,,missing_image,,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/hagrid/ok/eda38427-3a73-4ec3-b716-ee8e7ff360e6.npy
freihand_00001800,freihand,5,ok,datasets/FreiHAND_pub_v2/training/rgb/00001800.jpg,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/freihand_00001800.npy
freihand_00025854,freihand,5,ok,datasets/FreiHAND_pub_v2/training/rgb/00025854.jpg,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/freihand_00025854.npy
freihand_00012154,freihand,7,ok,datasets/FreiHAND_pub_v2/training/rgb/00012154.jpg,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/freihand_00012154.npy
freihand_00008454,freihand,6,ok,datasets/FreiHAND_pub_v2/training/rgb/00008454.jpg,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/freihand_00008454.npy
b028bf20-e7c9-433a-ab3e-6dec796aebd0,hagrid,,missing_image,,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/hagrid/stop_inverted/b028bf20-e7c9-433a-ab3e-6dec796aebd0.npy
freihand_00030534,freihand,5,ok,datasets/FreiHAND_pub_v2/training/rgb/00030534.jpg,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/freihand_00030534.npy
freihand_00003850,freihand,7,ok,datasets/FreiHAND_pub_v2/training/rgb/00003850.jpg,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/freihand_00003850.npy
freihand_00027437,freihand,5,ok,datasets/FreiHAND_pub_v2/training/rgb/00027437.jpg,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/freihand_00027437.npy
freihand_00017549,freihand,7,ok,datasets/FreiHAND_pub_v2/training/rgb/00017549.jpg,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/freihand_00017549.npy
5f125831-2c6e-4e60-a790-186bf4deda0b,hagrid,,missing_image,,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/hagrid/four/5f125831-2c6e-4e60-a790-186bf4deda0b.npy
freihand_00027199,freihand,5,ok,datasets/FreiHAND_pub_v2/training/rgb/00027199.jpg,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/freihand_00027199.npy
freihand_00003986,freihand,7,ok,datasets/FreiHAND_pub_v2/training/rgb/00003986.jpg,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/freihand_00003986.npy
freihand_00027350,freihand,5,ok,datasets/FreiHAND_pub_v2/training/rgb/00027350.jpg,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/freihand_00027350.npy
efb19efb-7e21-47a3-bb29-6b6494bb4546,hagrid,,missing_image,,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/hagrid/four/efb19efb-7e21-47a3-bb29-6b6494bb4546.npy
b6e7a40f-d4d2-4aa7-a768-4de01fcee594,hagrid,,missing_image,,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/hagrid/stop_inverted/b6e7a40f-d4d2-4aa7-a768-4de01fcee594.npy
4bec2f00-ea8b-4781-ab0d-31477a73bd8c,hagrid,,missing_image,,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/hagrid/like/4bec2f00-ea8b-4781-ab0d-31477a73bd8c.npy
eb3b5cbf-3662-42c1-bfe4-77208470b509,hagrid,,missing_image,,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/hagrid/four/eb3b5cbf-3662-42c1-bfe4-77208470b509.npy
8818ece1-da6b-4870-9944-57086c1aa8c6,hagrid,,missing_image,,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/hagrid/like/8818ece1-da6b-4870-9944-57086c1aa8c6.npy
freihand_00008682,freihand,5,ok,datasets/FreiHAND_pub_v2/training/rgb/00008682.jpg,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/freihand_00008682.npy
7847fd31-19c4-4d13-8987-cc9b697a21fa,hagrid,,missing_image,,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/hagrid/stop/7847fd31-19c4-4d13-8987-cc9b697a21fa.npy
freihand_00016390,freihand,5,ok,datasets/FreiHAND_pub_v2/training/rgb/00016390.jpg,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/freihand_00016390.npy
freihand_00015957,freihand,5,ok,datasets/FreiHAND_pub_v2/training/rgb/00015957.jpg,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/freihand_00015957.npy
freihand_00016491,freihand,5,ok,datasets/FreiHAND_pub_v2/training/rgb/00016491.jpg,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/freihand_00016491.npy
0981df3f-e759-414e-a767-c1e8042e1cd6,hagrid,,missing_image,,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/hagrid/peace/0981df3f-e759-414e-a767-c1e8042e1cd6.npy
95dea101-0d8d-4462-acff-7ec32ac681ca,hagrid,,missing_image,,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/hagrid/palm/95dea101-0d8d-4462-acff-7ec32ac681ca.npy
1b3d06a0-554e-4d3f-8d07-1e8c11eb666d,hagrid,,missing_image,,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/hagrid/palm/1b3d06a0-554e-4d3f-8d07-1e8c11eb666d.npy
bcee6f51-411d-4b7b-874c-b8c7ee8ae98c,hagrid,,missing_image,,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/hagrid/fist/bcee6f51-411d-4b7b-874c-b8c7ee8ae98c.npy
581cada3-d82c-4b67-be36-86a80acb4237,hagrid,,missing_image,,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/hagrid/fist/581cada3-d82c-4b67-be36-86a80acb4237.npy
freihand_00026721,freihand,6,ok,datasets/FreiHAND_pub_v2/training/rgb/00026721.jpg,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/freihand_00026721.npy
freihand_00002176,freihand,5,ok,datasets/FreiHAND_pub_v2/training/rgb/00002176.jpg,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/freihand_00002176.npy
freihand_00004517,freihand,7,ok,datasets/FreiHAND_pub_v2/training/rgb/00004517.jpg,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/freihand_00004517.npy
fb87ae7a-46d7-4e0c-8a1b-cfe3244f8daf,hagrid,,missing_image,,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/hagrid/peace_inverted/fb87ae7a-46d7-4e0c-8a1b-cfe3244f8daf.npy
freihand_00031618,freihand,7,ok,datasets/FreiHAND_pub_v2/training/rgb/00031618.jpg,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/freihand_00031618.npy
freihand_00024669,freihand,6,ok,datasets/FreiHAND_pub_v2/training/rgb/00024669.jpg,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/freihand_00024669.npy
679050b9-0c53-426e-8a8e-716c213e4065,hagrid,,missing_image,,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/hagrid/rock/679050b9-0c53-426e-8a8e-716c213e4065.npy
758f4c11-d016-4195-8f1e-2b432514c42a,hagrid,,missing_image,,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/hagrid/four/758f4c11-d016-4195-8f1e-2b432514c42a.npy
freihand_00009969,freihand,6,ok,datasets/FreiHAND_pub_v2/training/rgb/00009969.jpg,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/freihand_00009969.npy
7b1b4506-0abf-4693-9e31-ae12bde8ff24,hagrid,,missing_image,,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/hagrid/two_up/7b1b4506-0abf-4693-9e31-ae12bde8ff24.npy
freihand_00014898,freihand,7,ok,datasets/FreiHAND_pub_v2/training/rgb/00014898.jpg,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/freihand_00014898.npy
f9e5e6ce-4b4e-4f50-afa6-5ef2d5399129,hagrid,,missing_image,,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/hagrid/rock/f9e5e6ce-4b4e-4f50-afa6-5ef2d5399129.npy
771bc0cb-0daa-425d-b9e0-3e6941a648f4,hagrid,,missing_image,,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/hagrid/three2/771bc0cb-0daa-425d-b9e0-3e6941a648f4.npy
5242565d-b3c5-4513-b285-1097bbf1adcd,hagrid,,missing_image,,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/hagrid/two_up_inverted/5242565d-b3c5-4513-b285-1097bbf1adcd.npy
7b4ea973-3c11-4212-9e31-a475bb2fd686,hagrid,,missing_image,,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/hagrid/four/7b4ea973-3c11-4212-9e31-a475bb2fd686.npy
freihand_00001814,freihand,5,ok,datasets/FreiHAND_pub_v2/training/rgb/00001814.jpg,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/freihand_00001814.npy
40bc7231-7fd7-4e55-add5-682cdba0671c,hagrid,,missing_image,,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/hagrid/one/40bc7231-7fd7-4e55-add5-682cdba0671c.npy
5ff2f066-393f-4ff8-b74f-d7e86215cf75,hagrid,,missing_image,,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/hagrid/call/5ff2f066-393f-4ff8-b74f-d7e86215cf75.npy
freihand_00028743,freihand,6,ok,datasets/FreiHAND_pub_v2/training/rgb/00028743.jpg,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/freihand_00028743.npy
freihand_00012742,freihand,7,ok,datasets/FreiHAND_pub_v2/training/rgb/00012742.jpg,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/freihand_00012742.npy
ee71959a-b8ee-4721-b719-13eb5d270287,hagrid,,missing_image,,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/hagrid/ok/ee71959a-b8ee-4721-b719-13eb5d270287.npy
freihand_00007494,freihand,6,ok,datasets/FreiHAND_pub_v2/training/rgb/00007494.jpg,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/freihand_00007494.npy
freihand_00016147,freihand,7,ok,datasets/FreiHAND_pub_v2/training/rgb/00016147.jpg,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/freihand_00016147.npy
503bd763-6a48-4c48-8226-92d15931461e,hagrid,,missing_image,,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/hagrid/peace_inverted/503bd763-6a48-4c48-8226-92d15931461e.npy
4b862993-748d-48d1-8fc5-e6dc885fd933,hagrid,,missing_image,,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/hagrid/three/4b862993-748d-48d1-8fc5-e6dc885fd933.npy
280cbf44-0c47-4c36-8f37-5257b6056d82,hagrid,,missing_image,,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/hagrid/ok/280cbf44-0c47-4c36-8f37-5257b6056d82.npy
freihand_00020440,freihand,5,ok,datasets/FreiHAND_pub_v2/training/rgb/00020440.jpg,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/freihand_00020440.npy
freihand_00006995,freihand,6,ok,datasets/FreiHAND_pub_v2/training/rgb/00006995.jpg,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/freihand_00006995.npy
freihand_00007582,freihand,9,ok,datasets/FreiHAND_pub_v2/training/rgb/00007582.jpg,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/freihand_00007582.npy
bf8cf470-4eb1-45cb-a384-dd03380fd942,hagrid,,missing_image,,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/hagrid/stop_inverted/bf8cf470-4eb1-45cb-a384-dd03380fd942.npy
freihand_00009474,freihand,6,ok,datasets/FreiHAND_pub_v2/training/rgb/00009474.jpg,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/freihand_00009474.npy
fe201753-a43b-4f59-8e1e-c3779cc630a9,hagrid,,missing_image,,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/hagrid/two_up/fe201753-a43b-4f59-8e1e-c3779cc630a9.npy
freihand_00001277,freihand,6,ok,datasets/FreiHAND_pub_v2/training/rgb/00001277.jpg,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/freihand_00001277.npy
fd29e333-cf45-4b1b-8c14-277ebfb1a301,hagrid,,missing_image,,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/hagrid/mute/fd29e333-cf45-4b1b-8c14-277ebfb1a301.npy
acc54897-b2ce-4ef2-87bd-fc1ffb861059,hagrid,,missing_image,,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/hagrid/peace/acc54897-b2ce-4ef2-87bd-fc1ffb861059.npy
freihand_00018522,freihand,7,ok,datasets/FreiHAND_pub_v2/training/rgb/00018522.jpg,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/freihand_00018522.npy
freihand_00023152,freihand,5,ok,datasets/FreiHAND_pub_v2/training/rgb/00023152.jpg,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/freihand_00023152.npy
203964d9-df22-4e8f-8d3b-ebcc8a064dd4,hagrid,,missing_image,,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/hagrid/stop/203964d9-df22-4e8f-8d3b-ebcc8a064dd4.npy
0318f283-f7c2-4dba-87f4-194f5fbc570b,hagrid,,missing_image,,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/hagrid/mute/0318f283-f7c2-4dba-87f4-194f5fbc570b.npy
666c3102-367b-40cf-9cd4-c673753e0b0f,hagrid,,missing_image,,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/hagrid/rock/666c3102-367b-40cf-9cd4-c673753e0b0f.npy
freihand_00008601,freihand,6,ok,datasets/FreiHAND_pub_v2/training/rgb/00008601.jpg,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/freihand_00008601.npy
7c8c8e92-2260-408b-8261-27cd2482ff9a,hagrid,,missing_image,,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/hagrid/call/7c8c8e92-2260-408b-8261-27cd2482ff9a.npy
57142391-6ee6-4be6-9a02-05904bfd07ed,hagrid,,missing_image,,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/hagrid/stop/57142391-6ee6-4be6-9a02-05904bfd07ed.npy
57213599-d274-4c63-9c01-2884f79ed139,hagrid,,missing_image,,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/hagrid/stop_inverted/57213599-d274-4c63-9c01-2884f79ed139.npy
