sample_id,path_secuencia,path_landmarks,label,condition,dataset,mst,mst_origin,split
d828fde1-d80f-492d-867a-fc1f9d70250b,secuencias_stgcn/synthetic/d828fde1-d80f-492d-867a-fc1f9d70250b.npy,data/processed/landmarks/d828fde1-d80f-492d-867a-fc1f9d70250b.npy,three,claro,hagrid,2,imputed,train
a92a1b55-bef9-461b-b4a6-2f67ac7c8938,secuencias_stgcn/synthetic/a92a1b55-bef9-461b-b4a6-2f67ac7c8938.npy,data/processed/landmarks/a92a1b55-bef9-461b-b4a6-2f67ac7c8938.npy,two_up,claro,hagrid,4,imputed,train
7ddd098c-acf4-4b47-88da-a40000e36270,secuencias_stgcn/synthetic/7ddd098c-acf4-4b47-88da-a40000e36270.npy,data/processed/landmarks/7ddd098c-acf4-4b47-88da-a40000e36270.npy,mute,oscuro,hagrid,10,imputed,train
f7c19540-a61e-46d8-8c05-81ccfcbbd32d,secuencias_stgcn/synthetic/f7c19540-a61e-46d8-8c05-81ccfcbbd32d.npy,data/processed/landmarks/f7c19540-a61e-46d8-8c05-81ccfcbbd32d.npy,three,oscuro,hagrid,10,imputed,train
118ce844-486e-406d-9802-8df3f0c0bdd0,secuencias_stgcn/synthetic/118ce844-486e-406d-9802-8df3f0c0bdd0.npy,data/processed/landmarks/118ce844-486e-406d-9802-8df3f0c0bdd0.npy,stop_inverted,claro,hagrid,3,imputed,train
6f44c17a-8a5f-40a5-a1ca-8970cf797f02,secuencias_stgcn/synthetic/6f44c17a-8a5f-40a5-a1ca-8970cf797f02.npy,data/processed/landmarks/6f44c17a-8a5f-40a5-a1ca-8970cf797f02.npy,dislike,claro,hagrid,3,imputed,train
3eb53bb9-d952-43b6-a731-06e772d8c085,secuencias_stgcn/synthetic/3eb53bb9-d952-43b6-a731-06e772d8c085.npy,data/processed/landmarks/3eb53bb9-d952-43b6-a731-06e772d8c085.npy,fist,oscuro,hagrid,10,imputed,train
freihand_00007343,secuencias_stgcn/synthetic/freihand_00007343.npy,data/processed/landmarks/freihand_00007343.npy,unknown,medio,freihand,5,imputed,train
freihand_00016186,secuencias_stgcn/synthetic/freihand_00016186.npy,data/processed/landmarks/freihand_00016186.npy,unknown,claro,freihand,2,imputed,train
6dbf3f6d-050a-4511-80c4-6b86dfd95d5d,secuencias_stgcn/synthetic/6dbf3f6d-050a-4511-80c4-6b86dfd95d5d.npy,data/processed/landmarks/6dbf3f6d-050a-4511-80c4-6b86dfd95d5d.npy,call,oscuro,hagrid,10,imputed,train
freihand_00005402,secuencias_stgcn/synthetic/freihand_00005402.npy,data/processed/landmarks/freihand_00005402.npy,unknown,medio,freihand,6,imputed,train
freihand_00018044,secuencias_stgcn/synthetic/freihand_00018044.npy,data/processed/landmarks/freihand_00018044.npy,unknown,medio,freihand,6,imputed,train
d68dea65-9176-4285-968d-c14a29842a94,secuencias_stgcn/synthetic/d68dea65-9176-4285-968d-c14a29842a94.npy,data/processed/landmarks/d68dea65-9176-4285-968d-c14a29842a94.npy,stop,claro,hagrid,2,imputed,train
freihand_00028014,secuencias_stgcn/synthetic/freihand_00028014.npy,data/processed/landmarks/freihand_00028014.npy,unknown,oscuro,freihand,9,imputed,train
0c4f63b9-9503-432d-a615-1c50b1294356,secuencias_stgcn/synthetic/0c4f63b9-9503-432d-a615-1c50b1294356.npy,data/processed/landmarks/0c4f63b9-9503-432d-a615-1c50b1294356.npy,three,oscuro,hagrid,9,imputed,train
67193751-7db9-4d25-840c-73bf99fe42db,secuencias_stgcn/synthetic/67193751-7db9-4d25-840c-73bf99fe42db.npy,data/processed/landmarks/67193751-7db9-4d25-840c-73bf99fe42db.npy,two_up,claro,hagrid,2,imputed,train
19c903b1-7199-4682-8a75-26bfc8a04afe,secuencias_stgcn/synthetic/19c903b1-7199-4682-8a75-26bfc8a04afe.npy,data/processed/landmarks/19c903b1-7199-4682-8a75-26bfc8a04afe.npy,three2,oscuro,hagrid,8,imputed,train
b249fea6-a19a-4fc0-ab2a-579cf2caba9b,secuencias_stgcn/synthetic/b249fea6-a19a-4fc0-ab2a-579cf2caba9b.npy,data/processed/landmarks/b249fea6-a19a-4fc0-ab2a-579cf2caba9b.npy,ok,claro,hagrid,3,imputed,train
a241f015-97dd-4caf-9218-0868b4872eea,secuencias_stgcn/synthetic/a241f015-97dd-4caf-9218-0868b4872eea.npy,data/processed/landmarks/a241f015-97dd-4caf-9218-0868b4872eea.npy,peace_inverted,medio,hagrid,7,imputed,train
freihand_00022476,secuencias_stgcn/synthetic/freihand_00022476.npy,data/processed/landmarks/freihand_00022476.npy,unknown,oscuro,freihand,10,imputed,train
freihand_00018597,secuencias_stgcn/synthetic/freihand_00018597.npy,data/processed/landmarks/freihand_00018597.npy,unknown,oscuro,freihand,10,imputed,train
freihand_00000325,secuencias_stgcn/synthetic/freihand_00000325.npy,data/processed/landmarks/freihand_00000325.npy,unknown,claro,freihand,3,imputed,train
5d8f3291-1a0a-4f4f-b44b-fa894f8f701e,secuencias_stgcn/synthetic/5d8f3291-1a0a-4f4f-b44b-fa894f8f701e.npy,data/processed/landmarks/5d8f3291-1a0a-4f4f-b44b-fa894f8f701e.npy,two_up,oscuro,hagrid,8,imputed,train
2527205c-6c56-4623-a2df-025a9aef89d9,secuencias_stgcn/synthetic/2527205c-6c56-4623-a2df-025a9aef89d9.npy,data/processed/landmarks/2527205c-6c56-4623-a2df-025a9aef89d9.npy,stop,claro,hagrid,1,imputed,train
freihand_00027358,secuencias_stgcn/synthetic/freihand_00027358.npy,data/processed/landmarks/freihand_00027358.npy,unknown,claro,freihand,1,imputed,train
bb1c9658-23e4-4dc5-ab10-f92107da8a06,secuencias_stgcn/synthetic/bb1c9658-23e4-4dc5-ab10-f92107da8a06.npy,data/processed/landmarks/bb1c9658-23e4-4dc5-ab10-f92107da8a06.npy,two_up,oscuro,hagrid,9,imputed,train
freihand_00006159,secuencias_stgcn/synthetic/freihand_00006159.npy,data/processed/landmarks/freihand_00006159.npy,unknown,oscuro,freihand,8,imputed,train
freihand_00006880,secuencias_stgcn/synthetic/freihand_00006880.npy,data/processed/landmarks/freihand_00006880.npy,unknown,claro,freihand,1,imputed,train
freihand_00017918,secuencias_stgcn/synthetic/freihand_00017918.npy,data/processed/landmarks/freihand_00017918.npy,unknown,medio,freihand,7,imputed,train
9774942a-dfd2-4ef8-9edb-f0e06f416b78,secuencias_stgcn/synthetic/9774942a-dfd2-4ef8-9edb-f0e06f416b78.npy,data/processed/landmarks/9774942a-dfd2-4ef8-9edb-f0e06f416b78.npy,four,oscuro,hagrid,10,imputed,train
315a4b6e-e476-4474-8612-4f4daaed98b7,secuencias_stgcn/synthetic/315a4b6e-e476-4474-8612-4f4daaed98b7.npy,data/processed/landmarks/315a4b6e-e476-4474-8612-4f4daaed98b7.npy,stop,oscuro,hagrid,10,imputed,train
freihand_00011536,secuencias_stgcn/synthetic/freihand_00011536.npy,data/processed/landmarks/freihand_00011536.npy,unknown,claro,freihand,1,imputed,train
eda38427-3a73-4ec3-b716-ee8e7ff360e6,secuencias_stgcn/synthetic/eda38427-3a73-4ec3-b716-ee8e7ff360e6.npy,data/processed/landmarks/eda38427-3a73-4ec3-b716-ee8e7ff360e6.npy,ok,medio,hagrid,7,imputed,train
freihand_00001800,secuencias_stgcn/synthetic/freihand_00001800.npy,data/processed/landmarks/freihand_00001800.npy,unknown,oscuro,freihand,10,imputed,train
freihand_00025854,secuencias_stgcn/synthetic/freihand_00025854.npy,data/processed/landmarks/freihand_00025854.npy,unknown,oscuro,freihand,8,imputed,train
freihand_00012154,secuencias_stgcn/synthetic/freihand_00012154.npy,data/processed/landmarks/freihand_00012154.npy,unknown,claro,freihand,2,imputed,train
freihand_00008454,secuencias_stgcn/synthetic/freihand_00008454.npy,data/processed/landmarks/freihand_00008454.npy,unknown,oscuro,freihand,8,imputed,train
b028bf20-e7c9-433a-ab3e-6dec796aebd0,secuencias_stgcn/synthetic/b028bf20-e7c9-433a-ab3e-6dec796aebd0.npy,data/processed/landmarks/b028bf20-e7c9-433a-ab3e-6dec796aebd0.npy,stop_inverted,oscuro,hagrid,10,imputed,train
freihand_00030534,secuencias_stgcn/synthetic/freihand_00030534.npy,data/processed/landmarks/freihand_00030534.npy,unknown,oscuro,freihand,8,imputed,train
freihand_00003850,secuencias_stgcn/synthetic/freihand_00003850.npy,data/processed/landmarks/freihand_00003850.npy,unknown,claro,freihand,1,imputed,train
freihand_00027437,secuencias_stgcn/synthetic/freihand_00027437.npy,data/processed/landmarks/freihand_00027437.npy,unknown,medio,freihand,7,imputed,train
freihand_00017549,secuencias_stgcn/synthetic/freihand_00017549.npy,data/processed/landmarks/freihand_00017549.npy,unknown,medio,freihand,7,imputed,train
5f125831-2c6e-4e60-a790-186bf4deda0b,secuencias_stgcn/synthetic/5f125831-2c6e-4e60-a790-186bf4deda0b.npy,data/processed/landmarks/5f125831-2c6e-4e60-a790-186bf4deda0b.npy,four,claro,hagrid,1,imputed,train
freihand_00027199,secuencias_stgcn/synthetic/freihand_00027199.npy,data/processed/landmarks/freihand_00027199.npy,unknown,claro,freihand,3,imputed,train
freihand_00003986,secuencias_stgcn/synthetic/freihand_00003986.npy,data/processed/landmarks/freihand_00003986.npy,unknown,medio,freihand,5,imputed,train
freihand_00027350,secuencias_stgcn/synthetic/freihand_00027350.npy,data/processed/landmarks/freihand_00027350.npy,unknown,medio,freihand,6,imputed,train
efb19efb-7e21-47a3-bb29-6b6494bb4546,secuencias_stgcn/synthetic/efb19efb-7e21-47a3-bb29-6b6494bb4546.npy,data/processed/landmarks/efb19efb-7e21-47a3-bb29-6b6494bb4546.npy,four,claro,hagrid,3,imputed,train
b6e7a40f-d4d2-4aa7-a768-4de01fcee594,secuencias_stgcn/synthetic/b6e7a40f-d4d2-4aa7-a768-4de01fcee594.npy,data/processed/landmarks/b6e7a40f-d4d2-4aa7-a768-4de01fcee594.npy,stop_inverted,medio,hagrid,7,imputed,train
4bec2f00-ea8b-4781-ab0d-31477a73bd8c,secuencias_stgcn/synthetic/4bec2f00-ea8b-4781-ab0d-31477a73bd8c.npy,data/processed/landmarks/4bec2f00-ea8b-4781-ab0d-31477a73bd8c.npy,like,oscuro,hagrid,8,imputed,train
eb3b5cbf-3662-42c1-bfe4-77208470b509,secuencias_stgcn/synthetic/eb3b5cbf-3662-42c1-bfe4-77208470b509.npy,data/processed/landmarks/eb3b5cbf-3662-42c1-bfe4-77208470b509.npy,four,medio,hagrid,5,imputed,train
8818ece1-da6b-4870-9944-57086c1aa8c6,secuencias_stgcn/synthetic/8818ece1-da6b-4870-9944-57086c1aa8c6.npy,data/processed/landmarks/8818ece1-da6b-4870-9944-57086c1aa8c6.npy,like,medio,hagrid,7,imputed,train
freihand_00008682,secuencias_stgcn/synthetic/freihand_00008682.npy,data/processed/landmarks/freihand_00008682.npy,unknown,oscuro,freihand,8,imputed,train
7847fd31-19c4-4d13-8987-cc9b697a21fa,secuencias_stgcn/synthetic/7847fd31-19c4-4d13-8987-cc9b697a21fa.npy,data/processed/landmarks/7847fd31-19c4-4d13-8987-cc9b697a21fa.npy,stop,medio,hagrid,6,imputed,train
freihand_00016390,secuencias_stgcn/synthetic/freihand_00016390.npy,data/processed/landmarks/freihand_00016390.npy,unknown,claro,freihand,2,imputed,train
freihand_00015957,secuencias_stgcn/synthetic/freihand_00015957.npy,data/processed/landmarks/freihand_00015957.npy,unknown,oscuro,freihand,10,imputed,train
freihand_00016491,secuencias_stgcn/synthetic/freihand_00016491.npy,data/processed/landmarks/freihand_00016491.npy,unknown,oscuro,freihand,10,imputed,train
0981df3f-e759-414e-a767-c1e8042e1cd6,secuencias_stgcn/synthetic/0981df3f-e759-414e-a767-c1e8042e1cd6.npy,data/processed/landmarks/0981df3f-e759-414e-a767-c1e8042e1cd6.npy,peace,medio,hagrid,7,imputed,train
95dea101-0d8d-4462-acff-7ec32ac681ca,secuencias_stgcn/synthetic/95dea101-0d8d-4462-acff-7ec32ac681ca.npy,data/processed/landmarks/95dea101-0d8d-4462-acff-7ec32ac681ca.npy,palm,medio,hagrid,7,imputed,train
1b3d06a0-554e-4d3f-8d07-1e8c11eb666d,secuencias_stgcn/synthetic/1b3d06a0-554e-4d3f-8d07-1e8c11eb666d.npy,data/processed/landmarks/1b3d06a0-554e-4d3f-8d07-1e8c11eb666d.npy,palm,claro,hagrid,2,imputed,train
bcee6f51-411d-4b7b-874c-b8c7ee8ae98c,secuencias_stgcn/synthetic/bcee6f51-411d-4b7b-874c-b8c7ee8ae98c.npy,data/processed/landmarks/bcee6f51-411d-4b7b-874c-b8c7ee8ae98c.npy,fist,oscuro,hagrid,10,imputed,train
581cada3-d82c-4b67-be36-86a80acb4237,secuencias_stgcn/synthetic/581cada3-d82c-4b67-be36-86a80acb4237.npy,data/processed/landmarks/581cada3-d82c-4b67-be36-86a80acb4237.npy,fist,oscuro,hagrid,10,imputed,train
freihand_00026721,secuencias_stgcn/synthetic/freihand_00026721.npy,data/processed/landmarks/freihand_00026721.npy,unknown,oscuro,freihand,10,imputed,train
freihand_00002176,secuencias_stgcn/synthetic/freihand_00002176.npy,data/processed/landmarks/freihand_00002176.npy,unknown,claro,freihand,4,imputed,train
freihand_00004517,secuencias_stgcn/synthetic/freihand_00004517.npy,data/processed/landmarks/freihand_00004517.npy,unknown,medio,freihand,5,imputed,train
fb87ae7a-46d7-4e0c-8a1b-cfe3244f8daf,secuencias_stgcn/synthetic/fb87ae7a-46d7-4e0c-8a1b-cfe3244f8daf.npy,data/processed/landmarks/fb87ae7a-46d7-4e0c-8a1b-cfe3244f8daf.npy,peace_inverted,oscuro,hagrid,8,imputed,train
freihand_00031618,secuencias_stgcn/synthetic/freihand_00031618.npy,data/processed/landmarks/freihand_00031618.npy,unknown,claro,freihand,3,imputed,train
freihand_00024669,secuencias_stgcn/synthetic/freihand_00024669.npy,data/processed/landmarks/freihand_00024669.npy,unknown,oscuro,freihand,10,imputed,train
679050b9-0c53-426e-8a8e-716c213e4065,secuencias_stgcn/synthetic/679050b9-0c53-426e-8a8e-716c213e4065.npy,data/processed/landmarks/679050b9-0c53-426e-8a8e-716c213e4065.npy,rock,oscuro,hagrid,10,imputed,train
758f4c11-d016-4195-8f1e-2b432514c42a,secuencias_stgcn/synthetic/758f4c11-d016-4195-8f1e-2b432514c42a.npy,data/processed/landmarks/758f4c11-d016-4195-8f1e-2b432514c42a.npy,four,claro,hagrid,2,imputed,train
freihand_00009969,secuencias_stgcn/synthetic/freihand_00009969.npy,data/processed/landmarks/freihand_00009969.npy,unknown,oscuro,freihand,8,imputed,train
7b1b4506-0abf-4693-9e31-ae12bde8ff24,secuencias_stgcn/synthetic/7b1b4506-0abf-4693-9e31-ae12bde8ff24.npy,data/processed/landmarks/7b1b4506-0abf-4693-9e31-ae12bde8ff24.npy,two_up,claro,hagrid,3,imputed,train
freihand_00014898,secuencias_stgcn/synthetic/freihand_00014898.npy,data/processed/landmarks/freihand_00014898.npy,unknown,oscuro,freihand,10,imputed,train
f9e5e6ce-4b4e-4f50-afa6-5ef2d5399129,secuencias_stgcn/synthetic/f9e5e6ce-4b4e-4f50-afa6-5ef2d5399129.npy,data/processed/landmarks/f9e5e6ce-4b4e-4f50-afa6-5ef2d5399129.npy,rock,medio,hagrid,6,imputed,train
771bc0cb-0daa-425d-b9e0-3e6941a648f4,secuencias_stgcn/synthetic/771bc0cb-0daa-425d-b9e0-3e6941a648f4.npy,data/processed/landmarks/771bc0cb-0daa-425d-b9e0-3e6941a648f4.npy,three2,medio,hagrid,6,imputed,train
5242565d-b3c5-4513-b285-1097bbf1adcd,secuencias_stgcn/synthetic/5242565d-b3c5-4513-b285-1097bbf1adcd.npy,data/processed/landmarks/5242565d-b3c5-4513-b285-1097bbf1adcd.npy,two_up_inverted,medio,hagrid,6,imputed,train
7b4ea973-3c11-4212-9e31-a475bb2fd686,secuencias_stgcn/synthetic/7b4ea973-3c11-4212-9e31-a475bb2fd686.npy,data/processed/landmarks/7b4ea973-3c11-4212-9e31-a475bb2fd686.npy,four,claro,hagrid,2,imputed,train
freihand_00001814,secuencias_stgcn/synthetic/freihand_00001814.npy,data/processed/landmarks/freihand_00001814.npy,unknown,medio,freihand,7,imputed,train
40bc7231-7fd7-4e55-add5-682cdba0671c,secuencias_stgcn/synthetic/40bc7231-7fd7-4e55-add5-682cdba0671c.npy,data/processed/landmarks/40bc7231-7fd7-4e55-add5-682cdba0671c.npy,one,claro,hagrid,2,imputed,train
5ff2f066-393f-4ff8-b74f-d7e86215cf75,secuencias_stgcn/synthetic/5ff2f066-393f-4ff8-b74f-d7e86215cf75.npy,data/processed/landmarks/5ff2f066-393f-4ff8-b74f-d7e86215cf75.npy,call,claro,hagrid,4,imputed,train
freihand_00028743,secuencias_stgcn/synthetic/freihand_00028743.npy,data/processed/landmarks/freihand_00028743.npy,unknown,oscuro,freihand,10,imputed,train
freihand_00012742,secuencias_stgcn/synthetic/freihand_00012742.npy,data/processed/landmarks/freihand_00012742.npy,unknown,claro,freihand,2,imputed,train
ee71959a-b8ee-4721-b719-13eb5d270287,secuencias_stgcn/synthetic/ee71959a-b8ee-4721-b719-13eb5d270287.npy,data/processed/landmarks/ee71959a-b8ee-4721-b719-13eb5d270287.npy,ok,oscuro,hagrid,8,imputed,train
freihand_00007494,secuencias_stgcn/synthetic/freihand_00007494.npy,data/processed/landmarks/freihand_00007494.npy,unknown,oscuro,freihand,9,imputed,train
freihand_00016147,secuencias_stgcn/synthetic/freihand_00016147.npy,data/processed/landmarks/freihand_00016147.npy,unknown,claro,freihand,4,imputed,train
503bd763-6a48-4c48-8226-92d15931461e,secuencias_stgcn/synthetic/503bd763-6a48-4c48-8226-92d15931461e.npy,data/processed/landmarks/503bd763-6a48-4c48-8226-92d15931461e.npy,peace_inverted,claro,hagrid,3,imputed,train
4b862993-748d-48d1-8fc5-e6dc885fd933,secuencias_stgcn/synthetic/4b862993-748d-48d1-8fc5-e6dc885fd933.npy,data/processed/landmarks/4b862993-748d-48d1-8fc5-e6dc885fd933.npy,three,oscuro,hagrid,10,imputed,train
280cbf44-0c47-4c36-8f37-5257b6056d82,secuencias_stgcn/synthetic/280cbf44-0c47-4c36-8f37-5257b6056d82.npy,data/processed/landmarks/280cbf44-0c47-4c36-8f37-5257b6056d82.npy,ok,medio,hagrid,5,imputed,train
freihand_00020440,secuencias_stgcn/synthetic/freihand_00020440.npy,data/processed/landmarks/freihand_00020440.npy,unknown,claro,freihand,4,imputed,train
freihand_00006995,secuencias_stgcn/synthetic/freihand_00006995.npy,data/processed/landmarks/freihand_00006995.npy,unknown,medio,freihand,7,imputed,train
freihand_00007582,secuencias_stgcn/synthetic/freihand_00007582.npy,data/processed/landmarks/freihand_00007582.npy,unknown,claro,freihand,4,imputed,train
bf8cf470-4eb1-45cb-a384-dd03380fd942,secuencias_stgcn/synthetic/bf8cf470-4eb1-45cb-a384-dd03380fd942.npy,data/processed/landmarks/bf8cf470-4eb1-45cb-a384-dd03380fd942.npy,stop_inverted,claro,hagrid,3,imputed,train
freihand_00009474,secuencias_stgcn/synthetic/freihand_00009474.npy,data/processed/landmarks/freihand_00009474.npy,unknown,oscuro,freihand,10,imputed,train
fe201753-a43b-4f59-8e1e-c3779cc630a9,secuencias_stgcn/synthetic/fe201753-a43b-4f59-8e1e-c3779cc630a9.npy,data/processed/landmarks/fe201753-a43b-4f59-8e1e-c3779cc630a9.npy,two_up,claro,hagrid,2,imputed,train
freihand_00001277,secuencias_stgcn/synthetic/freihand_00001277.npy,data/processed/landmarks/freihand_00001277.npy,unknown,medio,freihand,5,imputed,train
fd29e333-cf45-4b1b-8c14-277ebfb1a301,secuencias_stgcn/synthetic/fd29e333-cf45-4b1b-8c14-277ebfb1a301.npy,data/processed/landmarks/fd29e333-cf45-4b1b-8c14-277ebfb1a301.npy,mute,medio,hagrid,7,imputed,train
acc54897-b2ce-4ef2-87bd-fc1ffb861059,secuencias_stgcn/synthetic/acc54897-b2ce-4ef2-87bd-fc1ffb861059.npy,data/processed/landmarks/acc54897-b2ce-4ef2-87bd-fc1ffb861059.npy,peace,medio,hagrid,7,imputed,train
freihand_00018522,secuencias_stgcn/synthetic/freihand_00018522.npy,data/processed/landmarks/freihand_00018522.npy,unknown,oscuro,freihand,9,imputed,train
freihand_00023152,secuencias_stgcn/synthetic/freihand_00023152.npy,data/processed/landmarks/freihand_00023152.npy,unknown,claro,freihand,2,imputed,train
203964d9-df22-4e8f-8d3b-ebcc8a064dd4,secuencias_stgcn/synthetic/203964d9-df22-4e8f-8d3b-ebcc8a064dd4.npy,data/processed/landmarks/203964d9-df22-4e8f-8d3b-ebcc8a064dd4.npy,stop,medio,hagrid,5,imputed,train
0318f283-f7c2-4dba-87f4-194f5fbc570b,secuencias_stgcn/synthetic/0318f283-f7c2-4dba-87f4-194f5fbc570b.npy,data/processed/landmarks/0318f283-f7c2-4dba-87f4-194f5fbc570b.npy,mute,claro,hagrid,1,imputed,train
666c3102-367b-40cf-9cd4-c673753e0b0f,secuencias_stgcn/synthetic/666c3102-367b-40cf-9cd4-c673753e0b0f.npy,data/processed/landmarks/666c3102-367b-40cf-9cd4-c673753e0b0f.npy,rock,oscuro,hagrid,8,imputed,train
freihand_00008601,secuencias_stgcn/synthetic/freihand_00008601.npy,data/processed/landmarks/freihand_00008601.npy,unknown,oscuro,freihand,10,imputed,train
7c8c8e92-2260-408b-8261-27cd2482ff9a,secuencias_stgcn/synthetic/7c8c8e92-2260-408b-8261-27cd2482ff9a.npy,data/processed/landmarks/7c8c8e92-2260-408b-8261-27cd2482ff9a.npy,call,claro,hagrid,3,imputed,train
